snapshot,region,carrier,p_nom
1/12/2020,인천,IGCC,0
1/12/2020,인천,solar,84.712246
1/12/2020,인천,wind,49
1/12/2020,인천,water,12.599
1/12/2020,인천,ocean,0
1/12/2020,인천,bio,78.23
1/12/2020,인천,waste,0
1/11/2020,인천,fuelcell,153.44
1/11/2020,인천,IGCC,0
1/11/2020,인천,solar,82.201746
1/11/2020,인천,wind,49
1/11/2020,인천,water,12.599
1/11/2020,인천,ocean,0
1/11/2020,인천,bio,73.63
1/11/2020,인천,waste,0
1/10/2020,인천,fuelcell,153.44
1/10/2020,인천,IGCC,0
1/10/2020,인천,solar,80.799946
1/10/2020,인천,wind,49
1/10/2020,인천,water,12.599
1/10/2020,인천,ocean,0
1/10/2020,인천,bio,73.63
1/10/2020,인천,waste,0
1/9/2020,인천,fuelcell,153.44
1/9/2020,인천,IGCC,0
1/9/2020,인천,solar,80.795986
1/9/2020,인천,wind,49
1/9/2020,인천,water,12.599
1/9/2020,인천,ocean,0
1/9/2020,인천,bio,73.63
1/9/2020,인천,waste,0
1/8/2020,인천,fuelcell,133.64
1/8/2020,인천,IGCC,0
1/8/2020,인천,solar,80.159986
1/8/2020,인천,wind,49
1/8/2020,인천,water,12.599
1/8/2020,인천,ocean,0
1/8/2020,인천,bio,73.63
1/8/2020,인천,waste,0
1/7/2020,인천,fuelcell,115.6
1/7/2020,인천,IGCC,0
1/7/2020,인천,solar,79.999986
1/7/2020,인천,wind,49
1/7/2020,인천,water,12.599
1/7/2020,인천,ocean,0
1/7/2020,인천,bio,73.63
1/7/2020,인천,waste,0
1/6/2020,인천,fuelcell,115.6
1/6/2020,인천,IGCC,0
1/6/2020,인천,solar,76.797646
1/6/2020,인천,wind,49
1/6/2020,인천,water,12.599
1/6/2020,인천,ocean,0
1/6/2020,인천,bio,73.63
1/6/2020,인천,waste,0
1/5/2020,인천,fuelcell,115.6
1/5/2020,인천,IGCC,0
1/5/2020,인천,solar,76.711646
1/5/2020,인천,wind,49
1/5/2020,인천,water,12.599
1/5/2020,인천,ocean,0
1/5/2020,인천,bio,73.63
1/5/2020,인천,waste,0
1/4/2020,인천,fuelcell,115.16
1/4/2020,인천,IGCC,0
1/4/2020,인천,solar,74.203466
1/4/2020,인천,wind,49
1/4/2020,인천,water,12.599
1/4/2020,인천,ocean,0
1/4/2020,인천,bio,73.63
1/4/2020,인천,waste,0
1/3/2020,인천,fuelcell,115.16
1/3/2020,인천,IGCC,0
1/3/2020,인천,solar,77.863385
1/3/2020,인천,wind,49
1/3/2020,인천,water,12.599
1/3/2020,인천,ocean,0
1/3/2020,인천,bio,73.63
1/3/2020,인천,waste,0
1/2/2020,인천,fuelcell,115.16
1/2/2020,인천,IGCC,0
1/2/2020,인천,solar,77.863385
1/2/2020,인천,wind,49
1/2/2020,인천,water,12.599
1/2/2020,인천,ocean,0
1/2/2020,인천,bio,73.63
1/2/2020,인천,waste,0
1/1/2020,인천,fuelcell,99.32
1/1/2020,인천,IGCC,0
1/1/2020,인천,solar,76.058385
1/1/2020,인천,wind,49
1/1/2020,인천,water,12.599
1/1/2020,인천,ocean,0
1/1/2020,인천,bio,73.63
1/1/2020,인천,waste,0
1/12/2019,인천,fuelcell,95.36
1/12/2019,인천,IGCC,0
1/12/2019,인천,solar,75.455835
1/12/2019,인천,wind,49
1/12/2019,인천,water,12.599
1/12/2019,인천,ocean,0
1/12/2019,인천,bio,73.63
1/12/2019,인천,waste,0
1/11/2019,인천,fuelcell,95.36
1/11/2019,인천,IGCC,0
1/11/2019,인천,solar,70.259325
1/11/2019,인천,wind,49
1/11/2019,인천,water,12.599
1/11/2019,인천,ocean,0
1/11/2019,인천,bio,66.15536
1/11/2019,인천,waste,0
1/10/2019,인천,fuelcell,95.36
1/10/2019,인천,IGCC,0
1/10/2019,인천,solar,70.259325
1/10/2019,인천,wind,49
1/10/2019,인천,water,12.599
1/10/2019,인천,ocean,0
1/10/2019,인천,bio,66.15536
1/10/2019,인천,waste,0
1/9/2019,인천,fuelcell,75.12
1/9/2019,인천,IGCC,0
1/9/2019,인천,solar,67.73132
1/9/2019,인천,wind,49
1/9/2019,인천,water,12.599
1/9/2019,인천,ocean,0
1/9/2019,인천,bio,70.66
1/9/2019,인천,waste,2.98
1/8/2019,인천,fuelcell,75.12
1/8/2019,인천,IGCC,0
1/8/2019,인천,solar,67.73132
1/8/2019,인천,wind,49
1/8/2019,인천,water,12.599
1/8/2019,인천,ocean,0
1/8/2019,인천,bio,70.66
1/8/2019,인천,waste,2.98
1/7/2019,인천,fuelcell,75.12
1/7/2019,인천,IGCC,0
1/7/2019,인천,solar,67.478325
1/7/2019,인천,wind,49
1/7/2019,인천,water,12.599
1/7/2019,인천,ocean,0
1/7/2019,인천,bio,70.66
1/7/2019,인천,waste,2.98
1/6/2019,인천,fuelcell,75.12
1/6/2019,인천,IGCC,0
1/6/2019,인천,solar,67.478325
1/6/2019,인천,wind,49
1/6/2019,인천,water,12.599
1/6/2019,인천,ocean,0
1/6/2019,인천,bio,70.66
1/6/2019,인천,waste,2.98
1/5/2019,인천,fuelcell,56.64
1/5/2019,인천,IGCC,0
1/5/2019,인천,solar,62.055285
1/5/2019,인천,wind,49
1/5/2019,인천,water,12.599
1/5/2019,인천,ocean,0
1/5/2019,인천,bio,68.26
1/5/2019,인천,waste,2.98
1/4/2019,인천,fuelcell,56.64
1/4/2019,인천,IGCC,0
1/4/2019,인천,solar,62.055285
1/4/2019,인천,wind,49
1/4/2019,인천,water,12.599
1/4/2019,인천,ocean,0
1/4/2019,인천,bio,68.26
1/4/2019,인천,waste,2.98
1/3/2019,인천,fuelcell,56.64
1/3/2019,인천,IGCC,0
1/3/2019,인천,solar,62.055285
1/3/2019,인천,wind,49
1/3/2019,인천,water,12.599
1/3/2019,인천,ocean,0
1/3/2019,인천,bio,68.26
1/3/2019,인천,waste,2.98
1/2/2019,인천,fuelcell,56.64
1/2/2019,인천,IGCC,0
1/2/2019,인천,solar,57.764696
1/2/2019,인천,wind,49
1/2/2019,인천,water,12.599
1/2/2019,인천,ocean,0
1/2/2019,인천,bio,68.26
1/2/2019,인천,waste,2.98
1/1/2019,인천,fuelcell,56.64
1/1/2019,인천,IGCC,0
1/1/2019,인천,solar,57.764696
1/1/2019,인천,wind,49
1/1/2019,인천,water,12.599
1/1/2019,인천,ocean,0
1/1/2019,인천,bio,68.26
1/1/2019,인천,waste,2.98
1/12/2018,인천,fuelcell,56.64
1/12/2018,인천,IGCC,0
1/12/2018,인천,solar,56.274296
1/12/2018,인천,wind,49
1/12/2018,인천,water,12.599
1/12/2018,인천,ocean,0
1/12/2018,인천,bio,68.26
1/12/2018,인천,waste,2.98
1/11/2018,인천,fuelcell,38.6
1/11/2018,인천,IGCC,0
1/11/2018,인천,solar,52.623647
1/11/2018,인천,wind,49
1/11/2018,인천,water,12.599
1/11/2018,인천,ocean,0
1/11/2018,인천,bio,68.26
1/11/2018,인천,waste,2.98
1/10/2018,인천,fuelcell,38.6
1/10/2018,인천,IGCC,0
1/10/2018,인천,solar,52.623647
1/10/2018,인천,wind,49
1/10/2018,인천,water,12.599
1/10/2018,인천,ocean,0
1/10/2018,인천,bio,68.26
1/10/2018,인천,waste,2.98
1/9/2018,인천,fuelcell,38.6
1/9/2018,인천,IGCC,0
1/9/2018,인천,solar,52.623647
1/9/2018,인천,wind,49
1/9/2018,인천,water,12.599
1/9/2018,인천,ocean,0
1/9/2018,인천,bio,68.26
1/9/2018,인천,waste,2.98
1/8/2018,인천,fuelcell,38.6
1/8/2018,인천,IGCC,0
1/8/2018,인천,solar,52.623647
1/8/2018,인천,wind,49
1/8/2018,인천,water,12.599
1/8/2018,인천,ocean,0
1/8/2018,인천,bio,68.26
1/8/2018,인천,waste,2.98
1/7/2018,인천,fuelcell,38.6
1/7/2018,인천,IGCC,0
1/7/2018,인천,solar,47.131647
1/7/2018,인천,wind,49
1/7/2018,인천,water,12.599
1/7/2018,인천,ocean,0
1/7/2018,인천,bio,68.26
1/7/2018,인천,waste,2.98
1/6/2018,인천,fuelcell,38.6
1/6/2018,인천,IGCC,0
1/6/2018,인천,solar,47.131647
1/6/2018,인천,wind,49
1/6/2018,인천,water,12.599
1/6/2018,인천,ocean,0
1/6/2018,인천,bio,68.26
1/6/2018,인천,waste,2.98
1/5/2018,인천,fuelcell,38.6
1/5/2018,인천,IGCC,0
1/5/2018,인천,solar,47.131647
1/5/2018,인천,wind,49
1/5/2018,인천,water,12.599
1/5/2018,인천,ocean,0
1/5/2018,인천,bio,68.26
1/5/2018,인천,waste,2.98
1/4/2018,인천,fuelcell,18.6
1/4/2018,인천,IGCC,0
1/4/2018,인천,solar,45.423649
1/4/2018,인천,wind,49
1/4/2018,인천,water,12.599
1/4/2018,인천,ocean,0
1/4/2018,인천,bio,68.26
1/4/2018,인천,waste,2.98
1/3/2018,인천,fuelcell,18.6
1/3/2018,인천,IGCC,0
1/3/2018,인천,solar,45.423649
1/3/2018,인천,wind,49
1/3/2018,인천,water,12.599
1/3/2018,인천,ocean,0
1/3/2018,인천,bio,68.26
1/3/2018,인천,waste,2.98
1/2/2018,인천,fuelcell,18.6
1/2/2018,인천,IGCC,0
1/2/2018,인천,solar,44.605349
1/2/2018,인천,wind,49
1/2/2018,인천,water,12.599
1/2/2018,인천,ocean,0
1/2/2018,인천,bio,68.26
1/2/2018,인천,waste,2.98
1/1/2018,인천,fuelcell,18.6
1/1/2018,인천,IGCC,0
1/1/2018,인천,solar,44.605349
1/1/2018,인천,wind,49
1/1/2018,인천,water,12.599
1/1/2018,인천,ocean,0
1/1/2018,인천,bio,68.26
1/1/2018,인천,waste,2.98
1/12/2017,인천,fuelcell,18.6
1/12/2017,인천,IGCC,0
1/12/2017,인천,solar,44.605349
1/12/2017,인천,wind,49
1/12/2017,인천,water,12.599
1/12/2017,인천,ocean,0
1/12/2017,인천,bio,68.26
1/12/2017,인천,waste,2.98
1/12/2016,인천,fuelcell,18.6
1/12/2016,인천,IGCC,0
1/12/2016,인천,solar,32.629249
1/12/2016,인천,wind,49
1/12/2016,인천,water,13.599
1/12/2016,인천,ocean,0
1/12/2016,인천,bio,64.96
1/12/2016,인천,waste,4.7
1/12/2015,인천,fuelcell,13.6
1/12/2015,인천,IGCC,0
1/12/2015,인천,solar,23.38755
1/12/2015,인천,wind,49
1/12/2015,인천,water,13.599
1/12/2015,인천,ocean,0
1/12/2015,인천,bio,63.88
1/12/2015,인천,waste,4.78
1/12/2014,인천,fuelcell,13.6
1/12/2014,인천,IGCC,0
1/12/2014,인천,solar,20.69356
1/12/2014,인천,wind,49
1/12/2014,인천,water,13.599
1/12/2014,인천,ocean,0
1/12/2014,인천,bio,68.68
1/12/2014,인천,waste,2.98
1/12/2013,인천,fuelcell,2.4
1/12/2013,인천,IGCC,0
1/12/2013,인천,solar,10.40315
1/12/2013,인천,wind,49
1/12/2013,인천,water,7.599
1/12/2013,인천,ocean,0
1/12/2013,인천,bio,61.78
1/12/2013,인천,waste,0
1/12/2012,인천,fuelcell,2.4
1/12/2012,인천,IGCC,0
1/12/2012,인천,solar,5.54536
1/12/2012,인천,wind,25
1/12/2012,인천,water,7.599
1/12/2012,인천,ocean,0
1/12/2012,인천,bio,61.78
1/12/2012,인천,waste,0
1/9/2025,광주,fuelcell,21.035
1/9/2025,광주,IGCC,0
1/9/2025,광주,solar,395.741971
1/9/2025,광주,wind,0
1/9/2025,광주,water,1.83
1/9/2025,광주,ocean,0
1/9/2025,광주,bio,2.12
1/9/2025,광주,waste,0
1/8/2025,광주,fuelcell,21.035
1/8/2025,광주,IGCC,0
1/8/2025,광주,solar,391.815041
1/8/2025,광주,wind,0
1/8/2025,광주,water,1.83
1/8/2025,광주,ocean,0
1/8/2025,광주,bio,2.12
1/8/2025,광주,waste,0
1/7/2025,광주,fuelcell,21.035
1/7/2025,광주,IGCC,0
1/7/2025,광주,solar,384.768716
1/7/2025,광주,wind,0
1/7/2025,광주,water,1.83
1/7/2025,광주,ocean,0
1/7/2025,광주,bio,2.12
1/7/2025,광주,waste,0
1/6/2025,광주,fuelcell,21.035
1/6/2025,광주,IGCC,0
1/6/2025,광주,solar,377.460526
1/6/2025,광주,wind,0
1/6/2025,광주,water,1.83
1/6/2025,광주,ocean,0
1/6/2025,광주,bio,2.12
1/6/2025,광주,waste,0
1/5/2025,광주,fuelcell,21.035
1/5/2025,광주,IGCC,0
1/5/2025,광주,solar,370.431256
1/5/2025,광주,wind,0
1/5/2025,광주,water,1.83
1/5/2025,광주,ocean,0
1/5/2025,광주,bio,2.12
1/5/2025,광주,waste,0
1/4/2025,광주,fuelcell,21.035
1/4/2025,광주,IGCC,0
1/4/2025,광주,solar,361.414001
1/4/2025,광주,wind,0
1/4/2025,광주,water,1.83
1/4/2025,광주,ocean,0
1/4/2025,광주,bio,2.12
1/4/2025,광주,waste,0
1/3/2025,광주,fuelcell,21.035
1/3/2025,광주,IGCC,0
1/3/2025,광주,solar,352.319861
1/3/2025,광주,wind,0
1/3/2025,광주,water,1.83
1/3/2025,광주,ocean,0
1/3/2025,광주,bio,2.12
1/3/2025,광주,waste,0
1/2/2025,광주,fuelcell,21.035
1/2/2025,광주,IGCC,0
1/2/2025,광주,solar,343.959566
1/2/2025,광주,wind,0
1/2/2025,광주,water,1.83
1/2/2025,광주,ocean,0
1/2/2025,광주,bio,2.12
1/2/2025,광주,waste,0
1/1/2025,광주,fuelcell,21.035
1/1/2025,광주,IGCC,0
1/1/2025,광주,solar,343.491831
1/1/2025,광주,wind,0
1/1/2025,광주,water,1.83
1/1/2025,광주,ocean,0
1/1/2025,광주,bio,2.12
1/1/2025,광주,waste,0
1/12/2024,광주,fuelcell,21.035
1/12/2024,광주,IGCC,0
1/12/2024,광주,solar,340.616036
1/12/2024,광주,wind,0
1/12/2024,광주,water,1.83
1/12/2024,광주,ocean,0
1/12/2024,광주,bio,2.12
1/12/2024,광주,waste,0
1/11/2024,광주,fuelcell,21.035
1/11/2024,광주,IGCC,0
1/11/2024,광주,solar,329.910666
1/11/2024,광주,wind,0
1/11/2024,광주,water,1.83
1/11/2024,광주,ocean,0
1/11/2024,광주,bio,2.12
1/11/2024,광주,waste,0
1/10/2024,광주,fuelcell,21.035
1/10/2024,광주,IGCC,0
1/10/2024,광주,solar,322.864386
1/10/2024,광주,wind,0
1/10/2024,광주,water,1.83
1/10/2024,광주,ocean,0
1/10/2024,광주,bio,2.12
1/10/2024,광주,waste,0
1/9/2024,광주,fuelcell,21.035
1/9/2024,광주,IGCC,0
1/9/2024,광주,solar,311.731716
1/9/2024,광주,wind,0
1/9/2024,광주,water,1.83
1/9/2024,광주,ocean,0
1/9/2024,광주,bio,2.12
1/9/2024,광주,waste,0
1/8/2024,광주,fuelcell,21.035
1/8/2024,광주,IGCC,0
1/8/2024,광주,solar,311.731716
1/8/2024,광주,wind,0
1/8/2024,광주,water,1.83
1/8/2024,광주,ocean,0
1/8/2024,광주,bio,2.12
1/8/2024,광주,waste,0
1/7/2024,광주,fuelcell,21.035
1/7/2024,광주,IGCC,0
1/7/2024,광주,solar,306.264541
1/7/2024,광주,wind,0
1/7/2024,광주,water,1.83
1/7/2024,광주,ocean,0
1/7/2024,광주,bio,2.12
1/7/2024,광주,waste,0
1/6/2024,광주,fuelcell,21.035
1/6/2024,광주,IGCC,0
1/6/2024,광주,solar,297.833936
1/6/2024,광주,wind,0
1/6/2024,광주,water,1.83
1/6/2024,광주,ocean,0
1/6/2024,광주,bio,2.12
1/6/2024,광주,waste,0
1/5/2024,광주,fuelcell,21.035
1/5/2024,광주,IGCC,0
1/5/2024,광주,solar,295.259931
1/5/2024,광주,wind,0
1/5/2024,광주,water,1.83
1/5/2024,광주,ocean,0
1/5/2024,광주,bio,2.12
1/5/2024,광주,waste,0
1/4/2024,광주,fuelcell,21.035
1/4/2024,광주,IGCC,0
1/4/2024,광주,solar,295.259931
1/4/2024,광주,wind,0
1/4/2024,광주,water,1.83
1/4/2024,광주,ocean,0
1/4/2024,광주,bio,2.12
1/4/2024,광주,waste,0
1/3/2024,광주,fuelcell,21.035
1/3/2024,광주,IGCC,0
1/3/2024,광주,solar,289.688131
1/3/2024,광주,wind,0
1/3/2024,광주,water,1.83
1/3/2024,광주,ocean,0
1/3/2024,광주,bio,2.12
1/3/2024,광주,waste,0
1/2/2024,광주,fuelcell,21.035
1/2/2024,광주,IGCC,0
1/2/2024,광주,solar,286.734396
1/2/2024,광주,wind,0
1/2/2024,광주,water,1.83
1/2/2024,광주,ocean,0
1/2/2024,광주,bio,2.12
1/2/2024,광주,waste,0
1/1/2024,광주,fuelcell,21.035
1/1/2024,광주,IGCC,0
1/1/2024,광주,solar,277.384211
1/1/2024,광주,wind,0
1/1/2024,광주,water,1.83
1/1/2024,광주,ocean,0
1/1/2024,광주,bio,2.12
1/1/2024,광주,waste,0
1/12/2023,광주,fuelcell,21.035
1/12/2023,광주,IGCC,0
1/12/2023,광주,solar,274.265911
1/12/2023,광주,wind,0
1/12/2023,광주,water,1.83
1/12/2023,광주,ocean,0
1/12/2023,광주,bio,2.12
1/12/2023,광주,waste,0
1/11/2023,광주,fuelcell,21.035
1/11/2023,광주,IGCC,0
1/11/2023,광주,solar,272.212766
1/11/2023,광주,wind,0
1/11/2023,광주,water,1.83
1/11/2023,광주,ocean,0
1/11/2023,광주,bio,2.12
1/11/2023,광주,waste,0
1/10/2023,광주,fuelcell,21.035
1/10/2023,광주,IGCC,0
1/10/2023,광주,solar,265.068046
1/10/2023,광주,wind,0
1/10/2023,광주,water,1.83
1/10/2023,광주,ocean,0
1/10/2023,광주,bio,2.12
1/10/2023,광주,waste,0
1/9/2023,광주,fuelcell,21.035
1/9/2023,광주,IGCC,0
1/9/2023,광주,solar,263.576131
1/9/2023,광주,wind,0
1/9/2023,광주,water,1.83
1/9/2023,광주,ocean,0
1/9/2023,광주,bio,2.12
1/9/2023,광주,waste,0
1/8/2023,광주,fuelcell,21.035
1/8/2023,광주,IGCC,0
1/8/2023,광주,solar,259.523161
1/8/2023,광주,wind,0
1/8/2023,광주,water,1.83
1/8/2023,광주,ocean,0
1/8/2023,광주,bio,2.12
1/8/2023,광주,waste,0
1/7/2023,광주,fuelcell,21.035
1/7/2023,광주,IGCC,0
1/7/2023,광주,solar,255.251896
1/7/2023,광주,wind,0
1/7/2023,광주,water,1.83
1/7/2023,광주,ocean,0
1/7/2023,광주,bio,2.12
1/7/2023,광주,waste,0
1/6/2023,광주,fuelcell,21.035
1/6/2023,광주,IGCC,0
1/6/2023,광주,solar,253.530011
1/6/2023,광주,wind,0
1/6/2023,광주,water,1.83
1/6/2023,광주,ocean,0
1/6/2023,광주,bio,2.12
1/6/2023,광주,waste,0
1/5/2023,광주,fuelcell,21.035
1/5/2023,광주,IGCC,0
1/5/2023,광주,solar,252.701296
1/5/2023,광주,wind,0
1/5/2023,광주,water,1.83
1/5/2023,광주,ocean,0
1/5/2023,광주,bio,2.12
1/5/2023,광주,waste,0
1/4/2023,광주,fuelcell,21.035
1/4/2023,광주,IGCC,0
1/4/2023,광주,solar,250.470286
1/4/2023,광주,wind,0
1/4/2023,광주,water,1.83
1/4/2023,광주,ocean,0
1/4/2023,광주,bio,2.14
1/4/2023,광주,waste,0
1/3/2023,광주,fuelcell,21.035
1/3/2023,광주,IGCC,0
1/3/2023,광주,solar,248.842936
1/3/2023,광주,wind,0
1/3/2023,광주,water,1.83
1/3/2023,광주,ocean,0
1/3/2023,광주,bio,2.14
1/3/2023,광주,waste,0
1/2/2023,광주,fuelcell,21.035
1/2/2023,광주,IGCC,0
1/2/2023,광주,solar,246.834756
1/2/2023,광주,wind,0
1/2/2023,광주,water,1.83
1/2/2023,광주,ocean,0
1/2/2023,광주,bio,2.14
1/2/2023,광주,waste,0
1/1/2023,광주,fuelcell,21.035
1/1/2023,광주,IGCC,0
1/1/2023,광주,solar,244.437716
1/1/2023,광주,wind,0
1/1/2023,광주,water,1.83
1/1/2023,광주,ocean,0
1/1/2023,광주,bio,2.14
1/1/2023,광주,waste,0
1/12/2022,광주,fuelcell,21.035
1/12/2022,광주,IGCC,0
1/12/2022,광주,solar,240.978071
1/12/2022,광주,wind,0
1/12/2022,광주,water,1.83
1/12/2022,광주,ocean,0
1/12/2022,광주,bio,2.14
1/12/2022,광주,waste,0
1/11/2022,광주,fuelcell,21.035
1/11/2022,광주,IGCC,0
1/11/2022,광주,solar,239.634181
1/11/2022,광주,wind,0
1/11/2022,광주,water,1.83
1/11/2022,광주,ocean,0
1/11/2022,광주,bio,2.14
1/11/2022,광주,waste,0
1/10/2022,광주,fuelcell,12.635
1/10/2022,광주,IGCC,0
1/10/2022,광주,solar,239.339526
1/10/2022,광주,wind,0
1/10/2022,광주,water,1.83
1/10/2022,광주,ocean,0
1/10/2022,광주,bio,2.14
1/10/2022,광주,waste,0
1/9/2022,광주,fuelcell,12.635
1/9/2022,광주,IGCC,0
1/9/2022,광주,solar,238.967046
1/9/2022,광주,wind,0
1/9/2022,광주,water,1.83
1/9/2022,광주,ocean,0
1/9/2022,광주,bio,2.14
1/9/2022,광주,waste,0
1/8/2022,광주,fuelcell,12.635
1/8/2022,광주,IGCC,0
1/8/2022,광주,solar,237.813656
1/8/2022,광주,wind,0
1/8/2022,광주,water,1.83
1/8/2022,광주,ocean,0
1/8/2022,광주,bio,2.14
1/8/2022,광주,waste,0
1/7/2022,광주,fuelcell,12.635
1/7/2022,광주,IGCC,0
1/7/2022,광주,solar,234.949256
1/7/2022,광주,wind,0
1/7/2022,광주,water,1.83
1/7/2022,광주,ocean,0
1/7/2022,광주,bio,2.14
1/7/2022,광주,waste,0
1/6/2022,광주,fuelcell,12.635
1/6/2022,광주,IGCC,0
1/6/2022,광주,solar,234.961356
1/6/2022,광주,wind,0
1/6/2022,광주,water,1.83
1/6/2022,광주,ocean,0
1/6/2022,광주,bio,2.14
1/6/2022,광주,waste,0
1/5/2022,광주,fuelcell,12.635
1/5/2022,광주,IGCC,0
1/5/2022,광주,solar,229.723081
1/5/2022,광주,wind,0
1/5/2022,광주,water,1.83
1/5/2022,광주,ocean,0
1/5/2022,광주,bio,2.14
1/5/2022,광주,waste,0
1/4/2022,광주,fuelcell,0.315
1/4/2022,광주,IGCC,0
1/4/2022,광주,solar,228.605771
1/4/2022,광주,wind,0
1/4/2022,광주,water,1.83
1/4/2022,광주,ocean,0
1/4/2022,광주,bio,2.12
1/4/2022,광주,waste,0
1/3/2022,광주,fuelcell,0.315
1/3/2022,광주,IGCC,0
1/3/2022,광주,solar,225.429691
1/3/2022,광주,wind,0
1/3/2022,광주,water,1.83
1/3/2022,광주,ocean,0
1/3/2022,광주,bio,2.12
1/3/2022,광주,waste,0
1/2/2022,광주,fuelcell,0.315
1/2/2022,광주,IGCC,0
1/2/2022,광주,solar,219.083131
1/2/2022,광주,wind,0
1/2/2022,광주,water,1.83
1/2/2022,광주,ocean,0
1/2/2022,광주,bio,2.12
1/2/2022,광주,waste,0
1/1/2022,광주,fuelcell,0.315
1/1/2022,광주,IGCC,0
1/1/2022,광주,solar,220.195861
1/1/2022,광주,wind,0
1/1/2022,광주,water,1.83
1/1/2022,광주,ocean,0
1/1/2022,광주,bio,2.12
1/1/2022,광주,waste,0
1/12/2021,광주,fuelcell,0.315
1/12/2021,광주,IGCC,0
1/12/2021,광주,solar,217.205636
1/12/2021,광주,wind,0
1/12/2021,광주,water,1.83
1/12/2021,광주,ocean,0
1/12/2021,광주,bio,2.12
1/12/2021,광주,waste,0
1/11/2021,광주,fuelcell,0
1/11/2021,광주,IGCC,0
1/11/2021,광주,solar,214.111036
1/11/2021,광주,wind,0
1/11/2021,광주,water,1.83
1/11/2021,광주,ocean,0
1/11/2021,광주,bio,2.12
1/11/2021,광주,waste,0
1/10/2021,광주,fuelcell,0
1/10/2021,광주,IGCC,0
1/10/2021,광주,solar,214.111036
1/10/2021,광주,wind,0
1/10/2021,광주,water,1.83
1/10/2021,광주,ocean,0
1/10/2021,광주,bio,2.12
1/10/2021,광주,waste,0
1/9/2021,광주,fuelcell,0
1/9/2021,광주,IGCC,0
1/9/2021,광주,solar,212.470291
1/9/2021,광주,wind,0
1/9/2021,광주,water,1.83
1/9/2021,광주,ocean,0
1/9/2021,광주,bio,2.12
1/9/2021,광주,waste,0
1/8/2021,광주,fuelcell,0
1/8/2021,광주,IGCC,0
1/8/2021,광주,solar,210.658971
1/8/2021,광주,wind,0
1/8/2021,광주,water,1.83
1/8/2021,광주,ocean,0
1/8/2021,광주,bio,2.12
1/8/2021,광주,waste,0
1/7/2021,광주,fuelcell,0
1/7/2021,광주,IGCC,0
1/7/2021,광주,solar,204.868761
1/7/2021,광주,wind,0
1/7/2021,광주,water,1.83
1/7/2021,광주,ocean,0
1/7/2021,광주,bio,2.12
1/7/2021,광주,waste,0
1/6/2021,광주,fuelcell,0
1/6/2021,광주,IGCC,0
1/6/2021,광주,solar,202.165241
1/6/2021,광주,wind,0
1/6/2021,광주,water,1.83
1/6/2021,광주,ocean,0
1/6/2021,광주,bio,2.12
1/6/2021,광주,waste,0
1/5/2021,광주,fuelcell,0
1/5/2021,광주,IGCC,0
1/5/2021,광주,solar,199.029181
1/5/2021,광주,wind,0
1/5/2021,광주,water,1.83
1/5/2021,광주,ocean,0
1/5/2021,광주,bio,2.12
1/5/2021,광주,waste,0
1/4/2021,광주,fuelcell,0
1/4/2021,광주,IGCC,0
1/4/2021,광주,solar,199.029181
1/4/2021,광주,wind,0
1/4/2021,광주,water,1.83
1/4/2021,광주,ocean,0
1/4/2021,광주,bio,2.12
1/4/2021,광주,waste,0
1/3/2021,광주,fuelcell,0
1/3/2021,광주,IGCC,0
1/3/2021,광주,solar,196.171181
1/3/2021,광주,wind,0
1/3/2021,광주,water,1.83
1/3/2021,광주,ocean,0
1/3/2021,광주,bio,2.12
1/3/2021,광주,waste,0
1/2/2021,광주,fuelcell,0
1/2/2021,광주,IGCC,0
1/2/2021,광주,solar,191.518401
1/2/2021,광주,wind,0
1/2/2021,광주,water,1.83
1/2/2021,광주,ocean,0
1/2/2021,광주,bio,2.12
1/2/2021,광주,waste,0
1/1/2021,광주,fuelcell,0
1/1/2021,광주,IGCC,0
1/1/2021,광주,solar,190.075841
1/1/2021,광주,wind,0
1/1/2021,광주,water,1.83
1/1/2021,광주,ocean,0
1/1/2021,광주,bio,2.12
1/1/2021,광주,waste,0
1/12/2020,광주,fuelcell,0
1/12/2020,광주,IGCC,0
1/12/2020,광주,solar,190.417998
1/12/2020,광주,wind,0
1/12/2020,광주,water,1.83
1/12/2020,광주,ocean,0
1/12/2020,광주,bio,2.12
1/12/2020,광주,waste,0
1/11/2020,광주,fuelcell,0
1/11/2020,광주,IGCC,0
1/11/2020,광주,solar,187.98838
1/11/2020,광주,wind,0
1/11/2020,광주,water,1.83
1/11/2020,광주,ocean,0
1/11/2020,광주,bio,2.12
1/11/2020,광주,waste,0
1/10/2020,광주,fuelcell,0
1/10/2020,광주,IGCC,0
1/10/2020,광주,solar,186.66438
1/10/2020,광주,wind,0
1/10/2020,광주,water,1.83
1/10/2020,광주,ocean,0
1/10/2020,광주,bio,2.12
1/10/2020,광주,waste,0
1/9/2020,광주,fuelcell,0
1/9/2020,광주,IGCC,0
1/9/2020,광주,solar,185.76738
1/9/2020,광주,wind,0
1/9/2020,광주,water,1.83
1/9/2020,광주,ocean,0
1/9/2020,광주,bio,2.12
1/9/2020,광주,waste,0
1/8/2020,광주,fuelcell,0
1/8/2020,광주,IGCC,0
1/8/2020,광주,solar,184.08788
1/8/2020,광주,wind,0
1/8/2020,광주,water,1.83
1/8/2020,광주,ocean,0
1/8/2020,광주,bio,2.12
1/8/2020,광주,waste,0
1/7/2020,광주,fuelcell,0
1/7/2020,광주,IGCC,0
