snapshot,carrier,region,components,components_t,attribute,value,status,aggregation
1/1/2024,ocean,KR,generators,generators_t,marginal_cost,139.0210726,TRUE,national
1/1/2024,bio,KR,generators,generators_t,marginal_cost,171.4290379,TRUE,national
1/1/2024,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/1/2024,miscellaneous,KR,generators,generators_t,marginal_cost,152.0555438,TRUE,national
1/12/2023,nuclear,KR,generators,generators_t,marginal_cost,92.29871209,TRUE,national
1/12/2023,bituminous,KR,generators,generators_t,marginal_cost,111.1174866,TRUE,national
1/12/2023,anthracite,KR,generators,generators_t,marginal_cost,139.5345754,TRUE,national
1/12/2023,oil,KR,generators,generators_t,marginal_cost,244.0738078,TRUE,national
1/12/2023,LNG,KR,generators,generators_t,marginal_cost,184.0613909,TRUE,national
1/12/2023,PSH,KR,generators,generators_t,marginal_cost,264.047925,TRUE,national
1/12/2023,fuelcell,KR,generators,generators_t,marginal_cost,128.6779261,TRUE,national
1/12/2023,IGCC,KR,generators,generators_t,marginal_cost,143.6149668,TRUE,national
1/12/2023,solar,KR,generators,generators_t,marginal_cost,140.354227,TRUE,national
1/12/2023,wind,KR,generators,generators_t,marginal_cost,128.723727,TRUE,national
1/12/2023,hydro,KR,generators,generators_t,marginal_cost,150.4562479,TRUE,national
1/12/2023,ocean,KR,generators,generators_t,marginal_cost,130.4553197,TRUE,national
1/12/2023,bio,KR,generators,generators_t,marginal_cost,166.7071625,TRUE,national
1/12/2023,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/12/2023,miscellaneous,KR,generators,generators_t,marginal_cost,140.5786047,TRUE,national
1/11/2023,nuclear,KR,generators,generators_t,marginal_cost,56.78328865,TRUE,national
1/11/2023,bituminous,KR,generators,generators_t,marginal_cost,104.6261358,TRUE,national
1/11/2023,anthracite,KR,generators,generators_t,marginal_cost,129.3574574,TRUE,national
1/11/2023,oil,KR,generators,generators_t,marginal_cost,273.8922999,TRUE,national
1/11/2023,LNG,KR,generators,generators_t,marginal_cost,172.3876188,TRUE,national
1/11/2023,PSH,KR,generators,generators_t,marginal_cost,220.1666577,TRUE,national
1/11/2023,fuelcell,KR,generators,generators_t,marginal_cost,118.5261486,TRUE,national
1/11/2023,IGCC,KR,generators,generators_t,marginal_cost,132.0904889,TRUE,national
1/11/2023,solar,KR,generators,generators_t,marginal_cost,132.4274184,TRUE,national
1/11/2023,wind,KR,generators,generators_t,marginal_cost,117.8630583,TRUE,national
1/11/2023,hydro,KR,generators,generators_t,marginal_cost,141.248791,TRUE,national
1/11/2023,ocean,KR,generators,generators_t,marginal_cost,119.196298,TRUE,national
1/11/2023,bio,KR,generators,generators_t,marginal_cost,165.2804762,TRUE,national
1/11/2023,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/11/2023,miscellaneous,KR,generators,generators_t,marginal_cost,130.0462415,TRUE,national
1/10/2023,nuclear,KR,generators,generators_t,marginal_cost,59.22792438,TRUE,national
1/10/2023,bituminous,KR,generators,generators_t,marginal_cost,114.2038644,TRUE,national
1/10/2023,anthracite,KR,generators,generators_t,marginal_cost,146.521552,TRUE,national
1/10/2023,oil,KR,generators,generators_t,marginal_cost,363.3353442,TRUE,national
1/10/2023,LNG,KR,generators,generators_t,marginal_cost,186.2374272,TRUE,national
1/10/2023,PSH,KR,generators,generators_t,marginal_cost,212.3348639,TRUE,national
1/10/2023,fuelcell,KR,generators,generators_t,marginal_cost,134.246834,TRUE,national
1/10/2023,IGCC,KR,generators,generators_t,marginal_cost,1482.996495,TRUE,national
1/10/2023,solar,KR,generators,generators_t,marginal_cost,147.110196,TRUE,national
1/10/2023,wind,KR,generators,generators_t,marginal_cost,136.2930905,TRUE,national
1/10/2023,hydro,KR,generators,generators_t,marginal_cost,154.3889236,TRUE,national
1/10/2023,ocean,KR,generators,generators_t,marginal_cost,134.0679455,TRUE,national
1/10/2023,bio,KR,generators,generators_t,marginal_cost,183.1136251,TRUE,national
1/10/2023,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/10/2023,miscellaneous,KR,generators,generators_t,marginal_cost,148.0803181,TRUE,national
1/9/2023,nuclear,KR,generators,generators_t,marginal_cost,61.2259686,TRUE,national
1/9/2023,bituminous,KR,generators,generators_t,marginal_cost,136.8042836,TRUE,national
1/9/2023,anthracite,KR,generators,generators_t,marginal_cost,149.2324908,TRUE,national
1/9/2023,oil,KR,generators,generators_t,marginal_cost,517.1990333,TRUE,national
1/9/2023,LNG,KR,generators,generators_t,marginal_cost,186.4547439,TRUE,national
1/9/2023,PSH,KR,generators,generators_t,marginal_cost,234.5424263,TRUE,national
1/9/2023,fuelcell,KR,generators,generators_t,marginal_cost,137.3767396,TRUE,national
1/9/2023,IGCC,KR,generators,generators_t,marginal_cost,669.2941915,TRUE,national
1/9/2023,solar,KR,generators,generators_t,marginal_cost,149.4109189,TRUE,national
1/9/2023,wind,KR,generators,generators_t,marginal_cost,138.7655501,TRUE,national
1/9/2023,hydro,KR,generators,generators_t,marginal_cost,152.2015622,TRUE,national
1/9/2023,ocean,KR,generators,generators_t,marginal_cost,131.8180104,TRUE,national
1/9/2023,bio,KR,generators,generators_t,marginal_cost,183.4884079,TRUE,national
1/9/2023,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/9/2023,miscellaneous,KR,generators,generators_t,marginal_cost,151.8527264,TRUE,national
1/8/2023,nuclear,KR,generators,generators_t,marginal_cost,65.75072114,TRUE,national
1/8/2023,bituminous,KR,generators,generators_t,marginal_cost,152.8337,TRUE,national
1/8/2023,anthracite,KR,generators,generators_t,marginal_cost,156.0911613,TRUE,national
1/8/2023,oil,KR,generators,generators_t,marginal_cost,466.7178478,TRUE,national
1/8/2023,LNG,KR,generators,generators_t,marginal_cost,195.8032618,TRUE,national
1/8/2023,PSH,KR,generators,generators_t,marginal_cost,278.287449,TRUE,national
1/8/2023,fuelcell,KR,generators,generators_t,marginal_cost,144.2484478,TRUE,national
1/8/2023,IGCC,KR,generators,generators_t,marginal_cost,157.5578038,TRUE,national
1/8/2023,solar,KR,generators,generators_t,marginal_cost,159.7117636,TRUE,national
1/8/2023,wind,KR,generators,generators_t,marginal_cost,149.5889601,TRUE,national
1/8/2023,hydro,KR,generators,generators_t,marginal_cost,163.2870303,TRUE,national
1/8/2023,ocean,KR,generators,generators_t,marginal_cost,137.9842657,TRUE,national
1/8/2023,bio,KR,generators,generators_t,marginal_cost,201.7706742,TRUE,national
1/8/2023,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/8/2023,miscellaneous,KR,generators,generators_t,marginal_cost,160.5908853,TRUE,national
1/7/2023,nuclear,KR,generators,generators_t,marginal_cost,67.56065958,TRUE,national
1/7/2023,bituminous,KR,generators,generators_t,marginal_cost,148.6778733,TRUE,national
1/7/2023,anthracite,KR,generators,generators_t,marginal_cost,163.6681237,TRUE,national
1/7/2023,oil,KR,generators,generators_t,marginal_cost,440.0773555,TRUE,national
1/7/2023,LNG,KR,generators,generators_t,marginal_cost,203.9671652,TRUE,national
1/7/2023,PSH,KR,generators,generators_t,marginal_cost,258.9532336,TRUE,national
1/7/2023,fuelcell,KR,generators,generators_t,marginal_cost,150.7286741,TRUE,national
1/7/2023,IGCC,KR,generators,generators_t,marginal_cost,165.1243163,TRUE,national
1/7/2023,solar,KR,generators,generators_t,marginal_cost,166.8413012,TRUE,national
1/7/2023,wind,KR,generators,generators_t,marginal_cost,149.6603109,TRUE,national
1/7/2023,hydro,KR,generators,generators_t,marginal_cost,164.8795043,TRUE,national
1/7/2023,ocean,KR,generators,generators_t,marginal_cost,143.0117629,TRUE,national
1/7/2023,bio,KR,generators,generators_t,marginal_cost,209.7572178,TRUE,national
1/7/2023,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/7/2023,miscellaneous,KR,generators,generators_t,marginal_cost,163.5575348,TRUE,national
1/6/2023,nuclear,KR,generators,generators_t,marginal_cost,38.86655642,TRUE,national
1/6/2023,bituminous,KR,generators,generators_t,marginal_cost,142.8386274,TRUE,national
1/6/2023,anthracite,KR,generators,generators_t,marginal_cost,159.8127279,TRUE,national
1/6/2023,oil,KR,generators,generators_t,marginal_cost,375.6452018,TRUE,national
1/6/2023,LNG,KR,generators,generators_t,marginal_cost,191.8804432,TRUE,national
1/6/2023,PSH,KR,generators,generators_t,marginal_cost,227.1503285,TRUE,national
1/6/2023,fuelcell,KR,generators,generators_t,marginal_cost,145.1025636,TRUE,national
1/6/2023,IGCC,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/6/2023,solar,KR,generators,generators_t,marginal_cost,153.6640419,TRUE,national
1/6/2023,wind,KR,generators,generators_t,marginal_cost,145.5831334,TRUE,national
1/6/2023,hydro,KR,generators,generators_t,marginal_cost,165.5033332,TRUE,national
1/6/2023,ocean,KR,generators,generators_t,marginal_cost,138.9352297,TRUE,national
1/6/2023,bio,KR,generators,generators_t,marginal_cost,190.4297812,TRUE,national
1/6/2023,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/6/2023,miscellaneous,KR,generators,generators_t,marginal_cost,159.1938776,TRUE,national
1/5/2023,nuclear,KR,generators,generators_t,marginal_cost,34.58988607,TRUE,national
1/5/2023,bituminous,KR,generators,generators_t,marginal_cost,137.1717074,TRUE,national
1/5/2023,anthracite,KR,generators,generators_t,marginal_cost,151.4529755,TRUE,national
1/5/2023,oil,KR,generators,generators_t,marginal_cost,338.8363776,TRUE,national
1/5/2023,LNG,KR,generators,generators_t,marginal_cost,184.2314374,TRUE,national
1/5/2023,PSH,KR,generators,generators_t,marginal_cost,206.5747813,TRUE,national
1/5/2023,fuelcell,KR,generators,generators_t,marginal_cost,141.6241236,TRUE,national
1/5/2023,IGCC,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/5/2023,solar,KR,generators,generators_t,marginal_cost,149.5898855,TRUE,national
1/5/2023,wind,KR,generators,generators_t,marginal_cost,140.5474813,TRUE,national
1/5/2023,hydro,KR,generators,generators_t,marginal_cost,157.4355564,TRUE,national
1/5/2023,ocean,KR,generators,generators_t,marginal_cost,137.4613282,TRUE,national
1/5/2023,bio,KR,generators,generators_t,marginal_cost,182.0679164,TRUE,national
1/5/2023,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/5/2023,miscellaneous,KR,generators,generators_t,marginal_cost,156.9090255,TRUE,national
1/4/2023,nuclear,KR,generators,generators_t,marginal_cost,37.02148593,TRUE,national
1/4/2023,bituminous,KR,generators,generators_t,marginal_cost,143.8658507,TRUE,national
1/4/2023,anthracite,KR,generators,generators_t,marginal_cost,187.5089877,TRUE,national
1/4/2023,oil,KR,generators,generators_t,marginal_cost,305.9524681,TRUE,national
1/4/2023,LNG,KR,generators,generators_t,marginal_cost,197.7080536,TRUE,national
1/4/2023,PSH,KR,generators,generators_t,marginal_cost,197.190943,TRUE,national
1/4/2023,fuelcell,KR,generators,generators_t,marginal_cost,160.3323505,TRUE,national
1/4/2023,IGCC,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/4/2023,solar,KR,generators,generators_t,marginal_cost,156.4097526,TRUE,national
1/4/2023,wind,KR,generators,generators_t,marginal_cost,156.706865,TRUE,national
1/4/2023,hydro,KR,generators,generators_t,marginal_cost,170.2258635,TRUE,national
1/4/2023,ocean,KR,generators,generators_t,marginal_cost,155.8334737,TRUE,national
1/4/2023,bio,KR,generators,generators_t,marginal_cost,199.6241028,TRUE,national
1/4/2023,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/4/2023,miscellaneous,KR,generators,generators_t,marginal_cost,166.2680393,TRUE,national
1/3/2023,nuclear,KR,generators,generators_t,marginal_cost,50.54938376,TRUE,national
1/3/2023,bituminous,KR,generators,generators_t,marginal_cost,176.4071719,TRUE,national
1/3/2023,anthracite,KR,generators,generators_t,marginal_cost,229.7660989,TRUE,national
1/3/2023,oil,KR,generators,generators_t,marginal_cost,310.441535,TRUE,national
1/3/2023,LNG,KR,generators,generators_t,marginal_cost,270.4543709,TRUE,national
1/3/2023,PSH,KR,generators,generators_t,marginal_cost,316.6931166,TRUE,national
1/3/2023,fuelcell,KR,generators,generators_t,marginal_cost,212.2876101,TRUE,national
1/3/2023,IGCC,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/3/2023,solar,KR,generators,generators_t,marginal_cost,213.5341782,TRUE,national
1/3/2023,wind,KR,generators,generators_t,marginal_cost,211.3318321,TRUE,national
1/3/2023,hydro,KR,generators,generators_t,marginal_cost,240.6177049,TRUE,national
1/3/2023,ocean,KR,generators,generators_t,marginal_cost,214.0199361,TRUE,national
1/3/2023,bio,KR,generators,generators_t,marginal_cost,246.9369296,TRUE,national
1/3/2023,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/3/2023,miscellaneous,KR,generators,generators_t,marginal_cost,229.845699,TRUE,national
1/2/2023,nuclear,KR,generators,generators_t,marginal_cost,43.66950072,TRUE,national
1/2/2023,bituminous,KR,generators,generators_t,marginal_cost,152.6780447,TRUE,national
1/2/2023,anthracite,KR,generators,generators_t,marginal_cost,173.6275167,TRUE,national
1/2/2023,oil,KR,generators,generators_t,marginal_cost,331.3400572,TRUE,national
1/2/2023,LNG,KR,generators,generators_t,marginal_cost,290.1723994,TRUE,national
1/2/2023,PSH,KR,generators,generators_t,marginal_cost,252.8435897,TRUE,national
1/2/2023,fuelcell,KR,generators,generators_t,marginal_cost,232.5075003,TRUE,national
1/2/2023,IGCC,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/2/2023,solar,KR,generators,generators_t,marginal_cost,165.4043448,TRUE,national
1/2/2023,wind,KR,generators,generators_t,marginal_cost,173.6366342,TRUE,national
1/2/2023,hydro,KR,generators,generators_t,marginal_cost,175.8422901,TRUE,national
1/2/2023,ocean,KR,generators,generators_t,marginal_cost,161.1878397,TRUE,national
1/2/2023,bio,KR,generators,generators_t,marginal_cost,239.318134,TRUE,national
1/2/2023,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/2/2023,miscellaneous,KR,generators,generators_t,marginal_cost,182.6554843,TRUE,national
1/1/2023,nuclear,KR,generators,generators_t,marginal_cost,43.9260051,TRUE,national
1/1/2023,bituminous,KR,generators,generators_t,marginal_cost,156.8407798,TRUE,national
1/1/2023,anthracite,KR,generators,generators_t,marginal_cost,175.4787234,TRUE,national
1/1/2023,oil,KR,generators,generators_t,marginal_cost,374.9945753,TRUE,national
1/1/2023,LNG,KR,generators,generators_t,marginal_cost,278.7789377,TRUE,national
1/1/2023,PSH,KR,generators,generators_t,marginal_cost,243.9530305,TRUE,national
1/1/2023,fuelcell,KR,generators,generators_t,marginal_cost,222.2758268,TRUE,national
1/1/2023,IGCC,KR,generators,generators_t,marginal_cost,172.8310753,TRUE,national
1/1/2023,solar,KR,generators,generators_t,marginal_cost,162.4324453,TRUE,national
1/1/2023,wind,KR,generators,generators_t,marginal_cost,168.0688495,TRUE,national
1/1/2023,hydro,KR,generators,generators_t,marginal_cost,175.3950068,TRUE,national
1/1/2023,ocean,KR,generators,generators_t,marginal_cost,158.9429887,TRUE,national
1/1/2023,bio,KR,generators,generators_t,marginal_cost,233.4540652,TRUE,national
1/1/2023,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/1/2023,miscellaneous,KR,generators,generators_t,marginal_cost,184.0524578,TRUE,national
1/12/2022,nuclear,KR,generators,generators_t,marginal_cost,50.44373664,TRUE,national
1/12/2022,bituminous,KR,generators,generators_t,marginal_cost,162.8182743,TRUE,national
1/12/2022,anthracite,KR,generators,generators_t,marginal_cost,175.4186054,TRUE,national
1/12/2022,oil,KR,generators,generators_t,marginal_cost,412.746193,TRUE,national
1/12/2022,LNG,KR,generators,generators_t,marginal_cost,297.3197103,TRUE,national
1/12/2022,PSH,KR,generators,generators_t,marginal_cost,288.6863527,TRUE,national
1/12/2022,fuelcell,KR,generators,generators_t,marginal_cost,158.9600001,TRUE,national
1/12/2022,IGCC,KR,generators,generators_t,marginal_cost,175.3663695,TRUE,national
1/12/2022,solar,KR,generators,generators_t,marginal_cost,163.4405759,TRUE,national
1/12/2022,wind,KR,generators,generators_t,marginal_cost,169.0145082,TRUE,national
1/12/2022,hydro,KR,generators,generators_t,marginal_cost,186.3384452,TRUE,national
1/12/2022,ocean,KR,generators,generators_t,marginal_cost,158.9600001,TRUE,national
1/12/2022,bio,KR,generators,generators_t,marginal_cost,220.3525269,TRUE,national
1/12/2022,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/12/2022,miscellaneous,KR,generators,generators_t,marginal_cost,187.8778644,TRUE,national
1/11/2022,nuclear,KR,generators,generators_t,marginal_cost,48.91459949,TRUE,national
1/11/2022,bituminous,KR,generators,generators_t,marginal_cost,176.5849266,TRUE,national
1/11/2022,anthracite,KR,generators,generators_t,marginal_cost,253.8840576,TRUE,national
1/11/2022,oil,KR,generators,generators_t,marginal_cost,337.3545859,TRUE,national
1/11/2022,LNG,KR,generators,generators_t,marginal_cost,294.2044134,TRUE,national
1/11/2022,PSH,KR,generators,generators_t,marginal_cost,317.0376452,TRUE,national
1/11/2022,fuelcell,KR,generators,generators_t,marginal_cost,238.805223,TRUE,national
1/11/2022,IGCC,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/11/2022,solar,KR,generators,generators_t,marginal_cost,250.0844148,TRUE,national
1/11/2022,wind,KR,generators,generators_t,marginal_cost,237.7298556,TRUE,national
1/11/2022,hydro,KR,generators,generators_t,marginal_cost,266.4930195,TRUE,national
1/11/2022,ocean,KR,generators,generators_t,marginal_cost,234.2444122,TRUE,national
1/11/2022,bio,KR,generators,generators_t,marginal_cost,279.4033198,TRUE,national
1/11/2022,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/11/2022,miscellaneous,KR,generators,generators_t,marginal_cost,246.8450644,TRUE,national
1/10/2022,nuclear,KR,generators,generators_t,marginal_cost,48.38090148,TRUE,national
1/10/2022,bituminous,KR,generators,generators_t,marginal_cost,179.0687915,TRUE,national
1/10/2022,anthracite,KR,generators,generators_t,marginal_cost,260.9585688,TRUE,national
1/10/2022,oil,KR,generators,generators_t,marginal_cost,331.6270757,TRUE,national
1/10/2022,LNG,KR,generators,generators_t,marginal_cost,302.7848443,TRUE,national
1/10/2022,PSH,KR,generators,generators_t,marginal_cost,315.4267285,TRUE,national
1/10/2022,fuelcell,KR,generators,generators_t,marginal_cost,248.6524205,TRUE,national
1/10/2022,IGCC,KR,generators,generators_t,marginal_cost,247.9735097,TRUE,national
1/10/2022,solar,KR,generators,generators_t,marginal_cost,266.359538,TRUE,national
1/10/2022,wind,KR,generators,generators_t,marginal_cost,247.8002876,TRUE,national
1/10/2022,hydro,KR,generators,generators_t,marginal_cost,270.8119342,TRUE,national
1/10/2022,ocean,KR,generators,generators_t,marginal_cost,243.775297,TRUE,national
1/10/2022,bio,KR,generators,generators_t,marginal_cost,282.7629532,TRUE,national
1/10/2022,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/10/2022,miscellaneous,KR,generators,generators_t,marginal_cost,259.8720114,TRUE,national
1/9/2022,nuclear,KR,generators,generators_t,marginal_cost,48.32274086,TRUE,national
1/9/2022,bituminous,KR,generators,generators_t,marginal_cost,183.3461554,TRUE,national
1/9/2022,anthracite,KR,generators,generators_t,marginal_cost,257.5356191,TRUE,national
1/9/2022,oil,KR,generators,generators_t,marginal_cost,458.0358304,TRUE,national
1/9/2022,LNG,KR,generators,generators_t,marginal_cost,293.3243161,TRUE,national
1/9/2022,PSH,KR,generators,generators_t,marginal_cost,323.4167175,TRUE,national
1/9/2022,fuelcell,KR,generators,generators_t,marginal_cost,228.9079924,TRUE,national
1/9/2022,IGCC,KR,generators,generators_t,marginal_cost,289.2881137,TRUE,national
1/9/2022,solar,KR,generators,generators_t,marginal_cost,244.0199903,TRUE,national
1/9/2022,wind,KR,generators,generators_t,marginal_cost,232.0324748,TRUE,national
1/9/2022,hydro,KR,generators,generators_t,marginal_cost,240.4131384,TRUE,national
1/9/2022,ocean,KR,generators,generators_t,marginal_cost,221.586837,TRUE,national
1/9/2022,bio,KR,generators,generators_t,marginal_cost,281.3719841,TRUE,national
1/9/2022,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/9/2022,miscellaneous,KR,generators,generators_t,marginal_cost,238.0979721,TRUE,national
1/8/2022,nuclear,KR,generators,generators_t,marginal_cost,60.90109806,TRUE,national
1/8/2022,bituminous,KR,generators,generators_t,marginal_cost,189.6886932,TRUE,national
1/8/2022,anthracite,KR,generators,generators_t,marginal_cost,214.2727383,TRUE,national
1/8/2022,oil,KR,generators,generators_t,marginal_cost,645.8841025,TRUE,national
1/8/2022,LNG,KR,generators,generators_t,marginal_cost,274.269609,TRUE,national
1/8/2022,PSH,KR,generators,generators_t,marginal_cost,376.9128343,TRUE,national
1/8/2022,fuelcell,KR,generators,generators_t,marginal_cost,192.0629078,TRUE,national
1/8/2022,IGCC,KR,generators,generators_t,marginal_cost,208.669201,TRUE,national
1/8/2022,solar,KR,generators,generators_t,marginal_cost,212.1065517,TRUE,national
1/8/2022,wind,KR,generators,generators_t,marginal_cost,207.3574277,TRUE,national
1/8/2022,hydro,KR,generators,generators_t,marginal_cost,218.3753285,TRUE,national
1/8/2022,ocean,KR,generators,generators_t,marginal_cost,186.8689821,TRUE,national
1/8/2022,bio,KR,generators,generators_t,marginal_cost,251.9965759,TRUE,national
1/8/2022,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/8/2022,miscellaneous,KR,generators,generators_t,marginal_cost,214.9622497,TRUE,national
1/7/2022,nuclear,KR,generators,generators_t,marginal_cost,51.96107095,TRUE,national
1/7/2022,bituminous,KR,generators,generators_t,marginal_cost,150.7721945,TRUE,national
1/7/2022,anthracite,KR,generators,generators_t,marginal_cost,165.1972165,TRUE,national
1/7/2022,oil,KR,generators,generators_t,marginal_cost,475.8859361,TRUE,national
1/7/2022,LNG,KR,generators,generators_t,marginal_cost,198.0722268,TRUE,national
1/7/2022,PSH,KR,generators,generators_t,marginal_cost,293.3025341,TRUE,national
1/7/2022,fuelcell,KR,generators,generators_t,marginal_cost,144.9991942,TRUE,national
1/7/2022,IGCC,KR,generators,generators_t,marginal_cost,160.6535272,TRUE,national
1/7/2022,solar,KR,generators,generators_t,marginal_cost,156.2395964,TRUE,national
1/7/2022,wind,KR,generators,generators_t,marginal_cost,168.7756889,TRUE,national
1/7/2022,hydro,KR,generators,generators_t,marginal_cost,174.2494558,TRUE,national
1/7/2022,ocean,KR,generators,generators_t,marginal_cost,145.3194779,TRUE,national
1/7/2022,bio,KR,generators,generators_t,marginal_cost,202.1244317,TRUE,national
1/7/2022,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/7/2022,miscellaneous,KR,generators,generators_t,marginal_cost,157.3496457,TRUE,national
1/6/2022,nuclear,KR,generators,generators_t,marginal_cost,38.45303696,TRUE,national
1/6/2022,bituminous,KR,generators,generators_t,marginal_cost,126.6295746,TRUE,national
1/6/2022,anthracite,KR,generators,generators_t,marginal_cost,133.3700226,TRUE,national
1/6/2022,oil,KR,generators,generators_t,marginal_cost,400.8676897,TRUE,national
1/6/2022,LNG,KR,generators,generators_t,marginal_cost,155.6528804,TRUE,national
1/6/2022,PSH,KR,generators,generators_t,marginal_cost,168.9000053,TRUE,national
1/6/2022,fuelcell,KR,generators,generators_t,marginal_cost,127.7021781,TRUE,national
1/6/2022,IGCC,KR,generators,generators_t,marginal_cost,130.0087857,TRUE,national
1/6/2022,solar,KR,generators,generators_t,marginal_cost,131.6858438,TRUE,national
1/6/2022,wind,KR,generators,generators_t,marginal_cost,139.0968938,TRUE,national
1/6/2022,hydro,KR,generators,generators_t,marginal_cost,139.8682733,TRUE,national
1/6/2022,ocean,KR,generators,generators_t,marginal_cost,125.5456674,TRUE,national
1/6/2022,bio,KR,generators,generators_t,marginal_cost,175.8977555,TRUE,national
1/6/2022,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/6/2022,miscellaneous,KR,generators,generators_t,marginal_cost,138.3674696,TRUE,national
1/5/2022,nuclear,KR,generators,generators_t,marginal_cost,39.373545,TRUE,national
1/5/2022,bituminous,KR,generators,generators_t,marginal_cost,128.8342372,TRUE,national
1/5/2022,anthracite,KR,generators,generators_t,marginal_cost,141.1443383,TRUE,national
1/5/2022,oil,KR,generators,generators_t,marginal_cost,354.8544676,TRUE,national
1/5/2022,LNG,KR,generators,generators_t,marginal_cost,161.9411271,TRUE,national
1/5/2022,PSH,KR,generators,generators_t,marginal_cost,167.5967902,TRUE,national
1/5/2022,fuelcell,KR,generators,generators_t,marginal_cost,138.376259,TRUE,national
1/5/2022,IGCC,KR,generators,generators_t,marginal_cost,138.9915091,TRUE,national
1/5/2022,solar,KR,generators,generators_t,marginal_cost,139.2872717,TRUE,national
1/5/2022,wind,KR,generators,generators_t,marginal_cost,151.0855232,TRUE,national
1/5/2022,hydro,KR,generators,generators_t,marginal_cost,145.486419,TRUE,national
1/5/2022,ocean,KR,generators,generators_t,marginal_cost,138.0382226,TRUE,national
1/5/2022,bio,KR,generators,generators_t,marginal_cost,183.7232655,TRUE,national
1/5/2022,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/5/2022,miscellaneous,KR,generators,generators_t,marginal_cost,150.9666259,TRUE,national
1/4/2022,nuclear,KR,generators,generators_t,marginal_cost,53.33556265,TRUE,national
1/4/2022,bituminous,KR,generators,generators_t,marginal_cost,162.1122009,TRUE,national
1/4/2022,anthracite,KR,generators,generators_t,marginal_cost,210.7611288,TRUE,national
1/4/2022,oil,KR,generators,generators_t,marginal_cost,308.0638848,TRUE,national
1/4/2022,LNG,KR,generators,generators_t,marginal_cost,229.6100071,TRUE,national
1/4/2022,PSH,KR,generators,generators_t,marginal_cost,238.3597373,TRUE,national
1/4/2022,fuelcell,KR,generators,generators_t,marginal_cost,200.5494176,TRUE,national
1/4/2022,IGCC,KR,generators,generators_t,marginal_cost,201.0388581,TRUE,national
1/4/2022,solar,KR,generators,generators_t,marginal_cost,197.431906,TRUE,national
1/4/2022,wind,KR,generators,generators_t,marginal_cost,206.1552343,TRUE,national
1/4/2022,hydro,KR,generators,generators_t,marginal_cost,209.0807963,TRUE,national
1/4/2022,ocean,KR,generators,generators_t,marginal_cost,202.5663721,TRUE,national
1/4/2022,bio,KR,generators,generators_t,marginal_cost,232.5768493,TRUE,national
1/4/2022,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/4/2022,miscellaneous,KR,generators,generators_t,marginal_cost,206.9422941,TRUE,national
1/3/2022,nuclear,KR,generators,generators_t,marginal_cost,59.28093311,TRUE,national
1/3/2022,bituminous,KR,generators,generators_t,marginal_cost,144.8274857,TRUE,national
1/3/2022,anthracite,KR,generators,generators_t,marginal_cost,0,TRUE,national
1/3/2022,oil,KR,generators,generators_t,marginal_cost,285.5896829,TRUE,national
1/3/2022,LNG,KR,generators,generators_t,marginal_cost,218.4281438,TRUE,national
1/3/2022,PSH,KR,generators,generators_t,marginal_cost,226.6847562,TRUE,national
1/3/2022,fuelcell,KR,generators,generators_t,marginal_cost,191.8269001,TRUE,national
1/3/2022,IGCC,KR,generators,generators_t,marginal_cost,191.7829162,TRUE,national
1/3/2022,solar,KR,generators,generators_t,marginal_cost,193.7902653,TRUE,national
1/3/2022,wind,KR,generators,generators_t,marginal_cost,197.4876708,TRUE,national
1/3/2022,hydro,KR,generators,generators_t,marginal_cost,201.0173844,TRUE,national
1/3/2022,ocean,KR,generators,generators_t,marginal_cost,194.0881218,TRUE,national
1/3/2022,bio,KR,generators,generators_t,marginal_cost,177.3709594,TRUE,national
1/3/2022,waste,KR,generators,generators_t,marginal_cost,0,TRUE,national
