snapshot,carrier,marginalcost_t
1/1/2021,oil,175719.6016
1/1/2021,LNG,106680.5875
1/1/2021,PSH,145966.6885
1/1/2021,fuelcell,70094.9398
1/1/2021,IGCC,70108.2067
1/1/2021,solar,71156.1103
1/1/2021,wind,72302.4792
1/1/2021,hydro,93153.4387
1/1/2021,ocean,70677.5058
1/1/2021,bio,106515.0593
1/1/2021,waste,
1/1/2021,miscellaneous,75008.12498
1/12/2020,nuclear,72902.18268
1/12/2020,bituminous,85201.27263
1/12/2020,anthracite,80865.99494
1/12/2020,oil,149440.1533
1/12/2020,LNG,99020.91832
1/12/2020,PSH,122937.6334
1/12/2020,fuelcell,66674.4042
1/12/2020,IGCC,66843.1802
1/12/2020,solar,67999.4376
1/12/2020,wind,68536.4219
1/12/2020,hydro,86428.5444
1/12/2020,ocean,67070.2582
1/12/2020,bio,96895.0956
1/12/2020,waste,
1/12/2020,miscellaneous,71045.23485
1/11/2020,nuclear,51015.0919
1/11/2020,bituminous,59979.71441
1/11/2020,anthracite,59318.36237
1/11/2020,oil,164922.7691
1/11/2020,LNG,67703.02167
1/11/2020,PSH,79276.84116
1/11/2020,fuelcell,49496.0171
1/11/2020,IGCC,49655.5389
1/11/2020,solar,50138.325
1/11/2020,wind,51221.579
1/11/2020,hydro,60389.4882
1/11/2020,ocean,49658.5309
1/11/2020,bio,80918.02
1/11/2020,waste,
1/11/2020,miscellaneous,51347.8797
1/10/2020,nuclear,49907.47073
1/10/2020,bituminous,57773.2282
1/10/2020,anthracite,101533.1203
1/10/2020,oil,179221.2672
1/10/2020,LNG,63458.41671
1/10/2020,PSH,66269.33189
1/10/2020,fuelcell,50058.2107
1/10/2020,IGCC,50219.5469
1/10/2020,solar,50822.5753
1/10/2020,wind,53198.7195
1/10/2020,hydro,56191.2754
1/10/2020,ocean,50221.7404
1/10/2020,bio,87381.5148
1/10/2020,waste,
1/10/2020,miscellaneous,51315.61619
1/9/2020,nuclear,57440.38627
1/9/2020,bituminous,65883.82565
1/9/2020,anthracite,160993.3017
1/9/2020,oil,173047.4075
1/9/2020,LNG,76823.23398
1/9/2020,PSH,87308.23153
1/9/2020,fuelcell,55030.8102
1/9/2020,IGCC,55181.3571
1/9/2020,solar,57704.1217
1/9/2020,wind,59713.8503
1/9/2020,hydro,64381.1595
1/9/2020,ocean,54948.5098
1/9/2020,bio,98146.8406
1/9/2020,waste,
1/9/2020,miscellaneous,74612.38388
1/8/2020,nuclear,69721.01125
1/8/2020,bituminous,79910.48146
1/8/2020,anthracite,84911.75221
1/8/2020,oil,299943.3394
1/8/2020,LNG,103451.4104
1/8/2020,PSH,126382.5993
1/8/2020,fuelcell,61441.4082
1/8/2020,IGCC,61949.4241
1/8/2020,solar,67854.8726
1/8/2020,wind,68031.5676
1/8/2020,hydro,75408.0242
1/8/2020,ocean,60289.5037
1/8/2020,bio,117847.5992
1/8/2020,waste,
1/8/2020,miscellaneous,90109.6834
1/7/2020,nuclear,76550.64612
1/7/2020,bituminous,90127.9391
1/7/2020,anthracite,82540.74525
1/7/2020,oil,933784.2137
1/7/2020,LNG,126779.4393
1/7/2020,PSH,141236.061
1/7/2020,fuelcell,69592.2607
1/7/2020,IGCC,72406.1542
1/7/2020,solar,76890.4815
1/7/2020,wind,74065.0578
1/7/2020,hydro,89438.2909
1/7/2020,ocean,66951.593
1/7/2020,bio,127389.9016
1/7/2020,waste,
1/7/2020,miscellaneous,94857.21707
1/6/2020,nuclear,61473.66731
1/6/2020,bituminous,81458.10722
1/6/2020,anthracite,71401.46754
1/6/2020,oil,354616.7761
1/6/2020,LNG,102140.2336
1/6/2020,PSH,107411.7472
1/6/2020,fuelcell,69043.2406
1/6/2020,IGCC,0
1/6/2020,solar,74667.1376
1/6/2020,wind,73787.1585
1/6/2020,hydro,84268.4276
1/6/2020,ocean,66603.03
1/6/2020,bio,113339.7546
1/6/2020,waste,
1/6/2020,miscellaneous,89790.47313
1/5/2020,nuclear,46454.36493
1/5/2020,bituminous,79195.03729
1/5/2020,anthracite,72792.4399
1/5/2020,oil,270743.1719
1/5/2020,LNG,100805.2785
1/5/2020,PSH,98457.28221
1/5/2020,fuelcell,69460.6595
1/5/2020,IGCC,69723.9802
1/5/2020,solar,73933.1088
1/5/2020,wind,75588.9398
1/5/2020,hydro,79518.0555
1/5/2020,ocean,69583.9889
1/5/2020,bio,128833.7868
1/5/2020,waste,
1/5/2020,miscellaneous,78982.56122
1/4/2020,nuclear,48922.32611
1/4/2020,bituminous,82791.81478
1/4/2020,anthracite,79011.45895
1/4/2020,oil,171370.8162
1/4/2020,LNG,96122.40536
1/4/2020,PSH,95433.86752
1/4/2020,fuelcell,74076.9258
1/4/2020,IGCC,74224.3741
1/4/2020,solar,76079.5247
1/4/2020,wind,83501.8909
1/4/2020,hydro,82510.2917
1/4/2020,ocean,73475.3404
1/4/2020,bio,133989.4487
1/4/2020,waste,
1/4/2020,miscellaneous,81055.71333
1/3/2020,nuclear,56377.41527
1/3/2020,bituminous,92825.8239
1/3/2020,anthracite,91020.04706
1/3/2020,oil,202398.2715
1/3/2020,LNG,103629.8321
1/3/2020,PSH,117375.2494
1/3/2020,fuelcell,82842.0418
1/3/2020,IGCC,82994.2726
1/3/2020,solar,83796.2313
1/3/2020,wind,86800.2752
1/3/2020,hydro,93960.4793
1/3/2020,ocean,83207.4978
1/3/2020,bio,123041.8858
1/3/2020,waste,
1/3/2020,miscellaneous,84620.55641
1/2/2020,nuclear,60743.14064
1/2/2020,bituminous,96646.00494
1/2/2020,anthracite,93311.84943
1/2/2020,oil,275321.0457
1/2/2020,LNG,114603.465
1/2/2020,PSH,136728.0663
1/2/2020,fuelcell,81360.9919
1/2/2020,IGCC,81532.0062
1/2/2020,solar,82297.9861
1/2/2020,wind,85485.8265
1/2/2020,hydro,101348.8709
1/2/2020,ocean,81506.5487
1/2/2020,bio,130436.7218
1/2/2020,waste,
1/2/2020,miscellaneous,95745.631
1/1/2020,nuclear,65153.9579
1/1/2020,bituminous,101376.2096
1/1/2020,anthracite,97971.91123
1/1/2020,oil,187552.7944
1/1/2020,LNG,121631.2241
1/1/2020,PSH,154718.7688
1/1/2020,fuelcell,83744.5623
1/1/2020,IGCC,83941.1293
1/1/2020,solar,84978.4625
1/1/2020,wind,88747.9951
1/1/2020,hydro,108065.8468
1/1/2020,ocean,83796.4788
1/1/2020,bio,145559.3347
1/1/2020,waste,
1/1/2020,miscellaneous,96324.30884
1/12/2019,nuclear,81280.33039
1/12/2019,bituminous,86775.3185
1/12/2019,anthracite,94020.63966
1/12/2019,oil,174696.3199
1/12/2019,LNG,113078.2396
1/12/2019,PSH,119733.1702
1/12/2019,fuelcell,83439.445
1/12/2019,IGCC,83521.6153
1/12/2019,solar,86076.6053
1/12/2019,wind,92875.1569
1/12/2019,hydro,106741.1254
1/12/2019,ocean,83638.9639
1/12/2019,bio,130460.6549
1/12/2019,waste,
1/12/2019,miscellaneous,97074.43035
1/11/2019,nuclear,64311.81087
1/11/2019,bituminous,79888.66096
1/11/2019,anthracite,86287.02736
1/11/2019,oil,241390.2575
1/11/2019,LNG,99580.10201
1/11/2019,PSH,101013.1512
1/11/2019,fuelcell,80687.3489
1/11/2019,IGCC,79669.353
1/11/2019,solar,85626.6715
1/11/2019,wind,97379.3158
1/11/2019,hydro,91798.9242
1/11/2019,ocean,81182.8548
1/11/2019,bio,116302.2905
1/11/2019,waste,
1/11/2019,miscellaneous,97317.0425
1/10/2019,nuclear,52641.5696
1/10/2019,bituminous,77799.60947
1/10/2019,anthracite,90527.14756
1/10/2019,oil,201561.0977
1/10/2019,LNG,106173.6429
1/10/2019,PSH,104682.7065
1/10/2019,fuelcell,86397.6533
1/10/2019,IGCC,86982.7471
1/10/2019,solar,92591.9745
1/10/2019,wind,104271.0233
1/10/2019,hydro,94701.1157
1/10/2019,ocean,86527.8544
1/10/2019,bio,122749.9076
1/10/2019,waste,
1/10/2019,miscellaneous,86269.23307
1/9/2019,nuclear,50668.97563
1/9/2019,bituminous,76512.10859
1/9/2019,anthracite,83986.89336
1/9/2019,oil,332796.3493
1/9/2019,LNG,102573.4267
1/9/2019,PSH,105389.4454
1/9/2019,fuelcell,77856.9783
1/9/2019,IGCC,78148.0794
1/9/2019,solar,86170.724
1/9/2019,wind,97984.4201
1/9/2019,hydro,91700.402
1/9/2019,ocean,76872.1387
1/9/2019,bio,124823.14
1/9/2019,waste,81827.3507
1/9/2019,miscellaneous,77911.92204
1/8/2019,nuclear,60684.51064
1/8/2019,bituminous,88840.08912
1/8/2019,anthracite,96859.05631
1/8/2019,oil,346213.2947
1/8/2019,LNG,124462.4997
1/8/2019,PSH,128399.3349
1/8/2019,fuelcell,82909.9528
1/8/2019,IGCC,82921.356
1/8/2019,solar,92412.7569
1/8/2019,wind,98148.5129
1/8/2019,hydro,105453.6887
1/8/2019,ocean,80996.3627
1/8/2019,bio,144782.0223
1/8/2019,waste,99976.6228
1/8/2019,miscellaneous,83186.61291
1/7/2019,nuclear,57343.23416
1/7/2019,bituminous,86162.52735
1/7/2019,anthracite,92075.26414
1/7/2019,oil,393792.1084
1/7/2019,LNG,120367.5086
1/7/2019,PSH,121696.5041
1/7/2019,fuelcell,78038.049
1/7/2019,IGCC,82145.9772
1/7/2019,solar,87094.6742
1/7/2019,wind,91689.2455
1/7/2019,hydro,100659.9858
1/7/2019,ocean,75899.6228
1/7/2019,bio,123138.2424
1/7/2019,waste,100250.9477
1/7/2019,miscellaneous,77903.61741
1/6/2019,nuclear,45040.3618
1/6/2019,bituminous,77044.4976
1/6/2019,anthracite,83487.37454
1/6/2019,oil,289770.3095
1/6/2019,LNG,105114.0777
1/6/2019,PSH,99380.3411
1/6/2019,fuelcell,76894.9555
1/6/2019,IGCC,75548.4962
1/6/2019,solar,84404.7297
1/6/2019,wind,93267.5302
1/6/2019,hydro,88815.6986
1/6/2019,ocean,75552.1296
1/6/2019,bio,106164.0486
1/6/2019,waste,96418.9985
1/6/2019,miscellaneous,76950.78767
1/5/2019,nuclear,43492.8264
1/5/2019,bituminous,73660.49781
1/5/2019,anthracite,84710.14155
1/5/2019,oil,226989.4037
1/5/2019,LNG,94126.16841
1/5/2019,PSH,95170.4667
1/5/2019,fuelcell,78625.8345
1/5/2019,IGCC,78591.5584
1/5/2019,solar,84029.2558
1/5/2019,wind,89771.1386
1/5/2019,hydro,85981.8743
1/5/2019,ocean,78114.2938
1/5/2019,bio,109264.3718
1/5/2019,waste,82337.0689
1/5/2019,miscellaneous,78858.89785
1/4/2019,nuclear,52825.3925
1/4/2019,bituminous,84815.56903
1/4/2019,anthracite,105219.0647
1/4/2019,oil,215647.7282
1/4/2019,LNG,114168.0747
1/4/2019,PSH,115502.8403
1/4/2019,fuelcell,98569.3712
1/4/2019,IGCC,0
1/4/2019,solar,102576.1929
1/4/2019,wind,107067.2702
1/4/2019,hydro,106415.6496
1/4/2019,ocean,98830.0158
1/4/2019,bio,116569.8597
1/4/2019,waste,87643.4906
1/4/2019,miscellaneous,98561.41901
1/3/2019,nuclear,61985.00745
1/3/2019,bituminous,94490.5607
1/3/2019,anthracite,124464.6231
1/3/2019,oil,168470.1338
1/3/2019,LNG,135983.5467
1/3/2019,PSH,138280.6169
1/3/2019,fuelcell,111737.306
1/3/2019,IGCC,0
1/3/2019,solar,112985.5635
1/3/2019,wind,118328.4394
1/3/2019,hydro,126443.324
1/3/2019,ocean,112641.4028
1/3/2019,bio,111465.4655
1/3/2019,waste,90021.2099
1/3/2019,miscellaneous,111864.4261
1/2/2019,nuclear,64602.72859
1/2/2019,bituminous,96712.86795
1/2/2019,anthracite,123441.2449
1/2/2019,oil,241136.0886
1/2/2019,LNG,142408.7704
1/2/2019,PSH,150243.9758
1/2/2019,fuelcell,104362.0608
1/2/2019,IGCC,0
1/2/2019,solar,104462.7683
1/2/2019,wind,111745.5711
1/2/2019,hydro,130913.4399
1/2/2019,ocean,103580.5744
1/2/2019,bio,103656.2032
1/2/2019,waste,102977.3193
1/2/2019,miscellaneous,103831.1332
1/1/2019,nuclear,71512.96183
1/1/2019,bituminous,104755.4584
1/1/2019,anthracite,131982.368
1/1/2019,oil,238659.8373
1/1/2019,LNG,151788.8533
1/1/2019,PSH,159220.3148
1/1/2019,fuelcell,110412.1626
1/1/2019,IGCC,0
1/1/2019,solar,113255.3764
1/1/2019,wind,120497.0241
1/1/2019,hydro,139284.1888
1/1/2019,ocean,110646.3184
1/1/2019,bio,110645.1679
1/1/2019,waste,107195.0597
1/1/2019,miscellaneous,110618.9686
1/12/2018,nuclear,71868.73338
1/12/2018,bituminous,78878.20986
1/12/2018,anthracite,126712.1043
1/12/2018,oil,251178.5713
1/12/2018,LNG,144157.0133
1/12/2018,PSH,152084.9098
1/12/2018,fuelcell,108891.8774
1/12/2018,IGCC,107889.4036
1/12/2018,solar,112142.4823
1/12/2018,wind,124173.2625
1/12/2018,hydro,130427.1302
1/12/2018,ocean,108807.3005
1/12/2018,bio,109329.0902
1/12/2018,waste,106523.7366
1/12/2018,miscellaneous,108945.8579
1/11/2018,nuclear,62601.93131
1/11/2018,bituminous,73681.33559
1/11/2018,anthracite,113803.4904
1/11/2018,oil,238316.2712
1/11/2018,LNG,126034.2122
1/11/2018,PSH,126089.4448
1/11/2018,fuelcell,104264.7507
1/11/2018,IGCC,104366.4399
1/11/2018,solar,108634.3626
1/11/2018,wind,115774.4675
1/11/2018,hydro,115146.8976
1/11/2018,ocean,104603.5921
1/11/2018,bio,104397.8719
1/11/2018,waste,107848.2257
1/11/2018,miscellaneous,104456.8276
1/10/2018,nuclear,58211.42931
1/10/2018,bituminous,70700.30338
1/10/2018,anthracite,107257.6369
1/10/2018,oil,174500.2324
1/10/2018,LNG,117069.1418
1/10/2018,PSH,116315.5225
1/10/2018,fuelcell,101556.6008
1/10/2018,IGCC,101367.7579
1/10/2018,solar,105549.9734
1/10/2018,wind,113275.904
1/10/2018,hydro,109009.1502
1/10/2018,ocean,101580.4373
1/10/2018,bio,101642.5975
1/10/2018,waste,87238.0553
1/10/2018,miscellaneous,101637.2274
1/9/2018,nuclear,55483.34474
1/9/2018,bituminous,70507.718
1/9/2018,anthracite,103457.5184
1/9/2018,oil,272739.5162
1/9/2018,LNG,124476.4708
1/9/2018,PSH,115556.8464
1/9/2018,fuelcell,90291.2681
1/9/2018,IGCC,90289.5447
1/9/2018,solar,96050.7334
1/9/2018,wind,106536.495
1/9/2018,hydro,103903.3711
1/9/2018,ocean,89102.4257
1/9/2018,bio,89657.9338
1/9/2018,waste,83839.0434
1/9/2018,miscellaneous,90583.19471
1/8/2018,nuclear,61733.13945
1/8/2018,bituminous,80414.5303
1/8/2018,anthracite,102050.9842
1/8/2018,oil,194298.2661
1/8/2018,LNG,124445.3494
1/8/2018,PSH,127319.5098
1/8/2018,fuelcell,89150.8117
1/8/2018,IGCC,89313.9097
1/8/2018,solar,98084.7081
1/8/2018,wind,107118.0286
1/8/2018,hydro,109847.7267
1/8/2018,ocean,87812.6714
1/8/2018,bio,89845.6742
1/8/2018,waste,105806.6581
1/8/2018,miscellaneous,89168.66852
1/7/2018,nuclear,63115.17154
1/7/2018,bituminous,87363.16096
1/7/2018,anthracite,97600.68272
1/7/2018,oil,202644.4129
1/7/2018,LNG,122302.626
1/7/2018,PSH,127245.3681
1/7/2018,fuelcell,84802.5525
1/7/2018,IGCC,0
1/7/2018,solar,94982.5245
1/7/2018,wind,97916.206
1/7/2018,hydro,102786.7894
1/7/2018,ocean,82656.1896
1/7/2018,bio,85493.6379
1/7/2018,waste,104833.2886
1/7/2018,miscellaneous,84980.77566
1/6/2018,nuclear,60043.01175
1/6/2018,bituminous,83600.63754
1/6/2018,anthracite,96253.99243
1/6/2018,oil,199725.5161
1/6/2018,LNG,111085.4673
1/6/2018,PSH,115106.3428
1/6/2018,fuelcell,88729.0722
1/6/2018,IGCC,0
1/6/2018,solar,93443.7121
1/6/2018,wind,97870.4585
1/6/2018,hydro,100003.597
1/6/2018,ocean,87753.841
1/6/2018,bio,89119.0117
1/6/2018,waste,102771.2496
1/6/2018,miscellaneous,89097.20729
1/5/2018,nuclear,55357.84803
1/5/2018,bituminous,79060.08739
1/5/2018,anthracite,93547.68682
1/5/2018,oil,165273.3598
1/5/2018,LNG,101453.019
1/5/2018,PSH,106007.1441
1/5/2018,fuelcell,86735.2682
1/5/2018,IGCC,86865.759
1/5/2018,solar,90197.7057
1/5/2018,wind,94956.4306
1/5/2018,hydro,94303.6837
1/5/2018,ocean,86160.5251
1/5/2018,bio,87512.3154
1/5/2018,waste,84429.8954
1/5/2018,miscellaneous,86798.82729
1/4/2018,nuclear,57580.65783
1/4/2018,bituminous,80541.25403
1/4/2018,anthracite,96223.07549
1/4/2018,oil,185723.5668
1/4/2018,LNG,103658.9191
1/4/2018,PSH,108095.9419
1/4/2018,fuelcell,90255.6792
1/4/2018,IGCC,90385.4263
1/4/2018,solar,92929.6728
1/4/2018,wind,96690.0073
1/4/2018,hydro,97597.2775
1/4/2018,ocean,90057.801
1/4/2018,bio,90722.6994
1/4/2018,waste,85819.7623
1/4/2018,miscellaneous,90261.30673
1/3/2018,nuclear,67526.18931
1/3/2018,bituminous,92183.24856
1/3/2018,anthracite,108981.7625
1/3/2018,oil,151848.6268
1/3/2018,LNG,124370.5721
1/3/2018,PSH,131412.846
1/3/2018,fuelcell,100912.6106
1/3/2018,IGCC,100912.8858
1/3/2018,solar,102587.1053
1/3/2018,wind,106959.316
1/3/2018,hydro,114096.2165
1/3/2018,ocean,100706.2749
1/3/2018,bio,101210.552
1/3/2018,waste,87480.3743
1/3/2018,miscellaneous,100969.8203
1/2/2018,nuclear,64048.76615
1/2/2018,bituminous,88234.01635
1/2/2018,anthracite,105690.0403
1/2/2018,oil,152834.2553
1/2/2018,LNG,122619.5079
1/2/2018,PSH,135625.6849
1/2/2018,fuelcell,89393.8541
1/2/2018,IGCC,88728.818
1/2/2018,solar,90081.2438
1/2/2018,wind,98705.369
1/2/2018,hydro,110866.4641
1/2/2018,ocean,88495.5692
1/2/2018,bio,90025.3186
1/2/2018,waste,101421.1196
1/2/2018,miscellaneous,89144.53715
1/1/2018,nuclear,68104.34226
1/1/2018,bituminous,91880.25867
1/1/2018,anthracite,110411.3075
1/1/2018,oil,142568.7225
1/1/2018,LNG,126076.0511
1/1/2018,PSH,142254.4045
1/1/2018,fuelcell,91473.6381
1/1/2018,IGCC,91560.2452
1/1/2018,solar,93698.5842
1/1/2018,wind,101877.064
1/1/2018,hydro,115181.8481
1/1/2018,ocean,91417.4153
1/1/2018,bio,91857.8763
1/1/2018,waste,105058.8126
1/1/2018,miscellaneous,91520.02443
1/12/2017,nuclear,81156.29745
1/12/2017,bituminous,77957.83464
1/12/2017,anthracite,104138.3169
1/12/2017,oil,141317.7472
1/12/2017,LNG,120417.015
1/12/2017,PSH,127294.3178
1/12/2017,fuelcell,90173.6727
1/12/2017,IGCC,90277.143
1/12/2017,solar,92629.2434
1/12/2017,wind,97869.5739
1/12/2017,hydro,110894.261
1/12/2017,ocean,90051.2352
1/12/2017,bio,90602.2505
1/12/2017,waste,97277.2872
1/12/2017,miscellaneous,89945.03162
1/11/2017,nuclear,68990.04843
1/11/2017,bituminous,68610.94441
1/11/2017,anthracite,89655.45714
1/11/2017,oil,160010.9551
1/11/2017,LNG,102498.451
1/11/2017,PSH,103456.9745
1/11/2017,fuelcell,80735.6734
1/11/2017,IGCC,81149.5496
1/11/2017,solar,82951.3715
1/11/2017,wind,87533.0139
1/11/2017,hydro,92023.4344
1/11/2017,ocean,80773.0631
1/11/2017,bio,81261.3422
1/11/2017,waste,95728.4113
1/11/2017,miscellaneous,80252.23118
1/10/2017,nuclear,48264.62948
1/10/2017,bituminous,66137.98418
1/10/2017,anthracite,81086.52666
1/10/2017,oil,186144.6176
1/10/2017,LNG,98397.1165
1/10/2017,PSH,87143.63441
1/10/2017,fuelcell,70797.1317
1/10/2017,IGCC,0
1/10/2017,solar,75861.7604
1/10/2017,wind,87026.9097
1/10/2017,hydro,80367.4434
1/10/2017,ocean,69644.1047
1/10/2017,bio,71084.3711
1/10/2017,waste,95296.046
1/10/2017,miscellaneous,71588.44607
1/9/2017,nuclear,52291.07606
1/9/2017,bituminous,71086.81296
1/9/2017,anthracite,84885.89136
1/9/2017,oil,211582.0342
1/9/2017,LNG,108889.8656
1/9/2017,PSH,100937.5142
1/9/2017,fuelcell,71643.9784
1/9/2017,IGCC,72136.402
1/9/2017,solar,78852.8168
1/9/2017,wind,83743.3205
1/9/2017,hydro,87850.294
1/9/2017,ocean,70677.925
1/9/2017,bio,72119.3979
1/9/2017,waste,95890.4055
1/9/2017,miscellaneous,71630.96008
1/8/2017,nuclear,57226.00026
1/8/2017,bituminous,75192.73337
1/8/2017,anthracite,89983.91416
1/8/2017,oil,214634.986
1/8/2017,LNG,112529.3966
1/8/2017,PSH,110243.5808
1/8/2017,fuelcell,74752.9573
1/8/2017,IGCC,74913.1275
1/8/2017,solar,83517.3589
1/8/2017,wind,85045.8724
1/8/2017,hydro,90731.4838
1/8/2017,ocean,72901.429
1/8/2017,bio,75515.8122
1/8/2017,waste,96357.2046
1/8/2017,miscellaneous,74804.31934
1/7/2017,nuclear,57707.14582
1/7/2017,bituminous,75206.49474
1/7/2017,anthracite,90113.20595
1/7/2017,oil,178193.8491
1/7/2017,LNG,108764.5395
1/7/2017,PSH,110973.0777
1/7/2017,fuelcell,75100.0989
1/7/2017,IGCC,71077.3168
1/7/2017,solar,83823.9372
1/7/2017,wind,82033.617
1/7/2017,hydro,92297.6703
1/7/2017,ocean,73823.237
1/7/2017,bio,75773.9645
1/7/2017,waste,96584.4731
1/7/2017,miscellaneous,75243.31375
1/6/2017,nuclear,59367.53472
1/6/2017,bituminous,83950.19676
1/6/2017,anthracite,93799.36799
1/6/2017,oil,196325.6322
1/6/2017,LNG,108037.3812
1/6/2017,PSH,105121.3857
1/6/2017,fuelcell,81666.5311
1/6/2017,IGCC,82527.812
1/6/2017,solar,86479.1703
1/6/2017,wind,91649.2214
1/6/2017,hydro,97411.108
1/6/2017,ocean,79809.7421
1/6/2017,bio,82122.5134
1/6/2017,waste,96879.4675
1/6/2017,miscellaneous,81562.32358
1/5/2017,nuclear,53099.78672
1/5/2017,bituminous,77381.79346
1/5/2017,anthracite,84251.30966
1/5/2017,oil,173184.4542
1/5/2017,LNG,101724.0882
1/5/2017,PSH,96224.7251
1/5/2017,fuelcell,77897.5394
1/5/2017,IGCC,78139.0087
1/5/2017,solar,81170.5218
1/5/2017,wind,83006.4206
1/5/2017,hydro,87988.4475
1/5/2017,ocean,77124.2296
1/5/2017,bio,78506.3219
1/5/2017,waste,96354.9422
1/5/2017,miscellaneous,78086.48743
1/4/2017,nuclear,51358.21394
1/4/2017,bituminous,74025.39641
1/4/2017,anthracite,80549.25293
1/4/2017,oil,168845.657
1/4/2017,LNG,95622.29768
1/4/2017,PSH,88854.66893
1/4/2017,fuelcell,74607.5323
1/4/2017,IGCC,74592.1312
1/4/2017,solar,76881.2808
1/4/2017,wind,85400.3677
1/4/2017,hydro,82010.9086
1/4/2017,ocean,74449.8968
1/4/2017,bio,75298.629
1/4/2017,waste,95589.6172
1/4/2017,miscellaneous,74521.8832
1/3/2017,nuclear,65936.72016
1/3/2017,bituminous,91006.99191
1/3/2017,anthracite,109206.6044
1/3/2017,oil,233320.7901
1/3/2017,LNG,120712.1919
1/3/2017,PSH,116046.4107
1/3/2017,fuelcell,91474.9455
1/3/2017,IGCC,91649.4092
1/3/2017,solar,93638.7798
1/3/2017,wind,102888.498
1/3/2017,hydro,105499.0117
1/3/2017,ocean,91514.2915
1/3/2017,bio,91901.7788
1/3/2017,waste,97586.2805
1/3/2017,miscellaneous,91447.79928
1/2/2017,nuclear,69362.97417
1/2/2017,bituminous,91811.96888
1/2/2017,anthracite,107886.3722
1/2/2017,oil,144331.6329
1/2/2017,LNG,125456.2194
1/2/2017,PSH,122437.4129
1/2/2017,fuelcell,90582.1177
1/2/2017,IGCC,91309.5957
1/2/2017,solar,92614.1526
1/2/2017,wind,99500.5538
1/2/2017,hydro,108324.932
1/2/2017,ocean,90455.4927
1/2/2017,bio,91075.4414
1/2/2017,waste,97463.622
1/2/2017,miscellaneous,90534.74778
1/1/2017,nuclear,67566.92708
1/1/2017,bituminous,89846.07596
1/1/2017,anthracite,106076.3176
1/1/2017,oil,142246.4517
1/1/2017,LNG,123927.5728
1/1/2017,PSH,125211.8011
1/1/2017,fuelcell,85381.833
1/1/2017,IGCC,88137.1249
1/1/2017,solar,85494.5169
1/1/2017,wind,92117.047
1/1/2017,hydro,105512.2541
1/1/2017,ocean,84749.3413
1/1/2017,bio,85714.1153
1/1/2017,waste,96913.4255
1/1/2017,miscellaneous,84991.933
1/12/2016,nuclear,95451.68566
1/12/2016,bituminous,92626.85039
1/12/2016,anthracite,106890.6109
1/12/2016,oil,125476.0784
1/12/2016,LNG,125207.0828
1/12/2016,PSH,137740.4289
1/12/2016,fuelcell,86577.8114
1/12/2016,IGCC,87022.6804
1/12/2016,solar,88458.3974
1/12/2016,wind,91825.7149
1/12/2016,hydro,103668.5012
1/12/2016,ocean,86835.9684
1/12/2016,bio,86950.0902
1/12/2016,waste,97039.4883
1/12/2016,miscellaneous,86483.38253
1/11/2016,nuclear,79447.38993
1/11/2016,bituminous,77117.12542
1/11/2016,anthracite,87296.9689
1/11/2016,oil,123072.5412
1/11/2016,LNG,97273.79093
1/11/2016,PSH,104177.8228
1/11/2016,fuelcell,74725.7742
1/11/2016,IGCC,74645.6558
1/11/2016,solar,76539.2877
1/11/2016,wind,81755.6224
1/11/2016,hydro,87268.828
1/11/2016,ocean,74568.9484
1/11/2016,bio,74925.9092
1/11/2016,waste,96051.3722
1/11/2016,miscellaneous,74635.27092
1/10/2016,nuclear,70758.76709
1/10/2016,bituminous,68340.78613
1/10/2016,anthracite,78256.28445
1/10/2016,oil,90009.23578
1/10/2016,LNG,81816.07974
1/10/2016,PSH,83942.11224
1/10/2016,fuelcell,73162.2635
1/10/2016,IGCC,72817.9902
1/10/2016,solar,75222.8667
1/10/2016,wind,80106.5727
1/10/2016,hydro,80267.4257
1/10/2016,ocean,73093.9742
1/10/2016,bio,73318.9506
1/10/2016,waste,96120.8593
1/10/2016,miscellaneous,73059.82893
1/9/2016,nuclear,67033.5952
1/9/2016,bituminous,69232.341
1/9/2016,anthracite,78625.63499
1/9/2016,oil,126248.1663
1/9/2016,LNG,88848.05511
1/9/2016,PSH,89071.43285
1/9/2016,fuelcell,70633.4614
1/9/2016,IGCC,74953.0075
1/9/2016,solar,73551.4967
1/9/2016,wind,79462.342
1/9/2016,hydro,82798.0566
1/9/2016,ocean,69187.7844
1/9/2016,bio,71783.0294
1/9/2016,waste,96024.8796
1/9/2016,miscellaneous,70400.84483
1/8/2016,nuclear,60555.03309
1/8/2016,bituminous,69935.31478
1/8/2016,anthracite,83161.09276
1/8/2016,oil,128350.6341
1/8/2016,LNG,94663.74508
1/8/2016,PSH,99280.42534
1/8/2016,fuelcell,70855.6382
1/8/2016,IGCC,71637.0717
1/8/2016,solar,75389.6623
1/8/2016,wind,78196.9056
1/8/2016,hydro,87944.0747
1/8/2016,ocean,69992.5968
1/8/2016,bio,71347.5049
1/8/2016,waste,95889.2038
1/8/2016,miscellaneous,70931.28004
1/7/2016,nuclear,57867.98634
1/7/2016,bituminous,66998.59648
1/7/2016,anthracite,78809.77823
1/7/2016,oil,103113.9464
1/7/2016,LNG,91976.47535
1/7/2016,PSH,101889.9436
1/7/2016,fuelcell,66220.8738
1/7/2016,IGCC,66932.2812
1/7/2016,solar,70401.7486
1/7/2016,wind,72385.1885
1/7/2016,hydro,78364.2564
1/7/2016,ocean,65166.2023
