snapshot,carrier,marginalcost_t
1/7/2016,bio,66693.5816
1/7/2016,waste,95041.7247
1/7/2016,miscellaneous,66127.12992
1/6/2016,nuclear,54425.35877
1/6/2016,bituminous,63440.39013
1/6/2016,anthracite,74619.84044
1/6/2016,oil,98511.63718
1/6/2016,LNG,84816.62438
1/6/2016,PSH,91536.0244
1/6/2016,fuelcell,64907.9747
1/6/2016,IGCC,66073.3534
1/6/2016,solar,67007.9773
1/6/2016,wind,69366.8966
1/6/2016,hydro,77885.8181
1/6/2016,ocean,64160.1363
1/6/2016,bio,65337.3855
1/6/2016,waste,95106.0679
1/6/2016,miscellaneous,64836.29349
1/5/2016,nuclear,52338.94682
1/5/2016,bituminous,61171.66782
1/5/2016,anthracite,73869.30639
1/5/2016,oil,80299.41028
1/5/2016,LNG,77760.84981
1/5/2016,PSH,81620.13288
1/5/2016,fuelcell,68273.778
1/5/2016,IGCC,72481.3433
1/5/2016,solar,69455.0546
1/5/2016,wind,69260.7851
1/5/2016,hydro,73645.9541
1/5/2016,ocean,68241.8931
1/5/2016,bio,68059.0181
1/5/2016,waste,95376.5469
1/5/2016,miscellaneous,68140.09374
1/4/2016,nuclear,57918.89862
1/4/2016,bituminous,66124.0326
1/4/2016,anthracite,82099.59441
1/4/2016,oil,87234.52923
1/4/2016,LNG,86236.40359
1/4/2016,PSH,95827.58005
1/4/2016,fuelcell,75134.59
1/4/2016,IGCC,0
1/4/2016,solar,74704.1589
1/4/2016,wind,75672.4769
1/4/2016,hydro,80972.2696
1/4/2016,ocean,74812.2004
1/4/2016,bio,74931.1882
1/4/2016,waste,96078.4535
1/4/2016,miscellaneous,74928.38318
1/3/2016,nuclear,72534.24974
1/3/2016,bituminous,79803.31289
1/3/2016,anthracite,99481.66646
1/3/2016,oil,108552.7589
1/3/2016,LNG,110860.1469
1/3/2016,PSH,124062.9794
1/3/2016,fuelcell,87151.0607
1/3/2016,IGCC,0
1/3/2016,solar,87246.8548
1/3/2016,wind,86798.0508
1/3/2016,hydro,97981.191
1/3/2016,ocean,87384.0137
1/3/2016,bio,87093.0101
1/3/2016,waste,97115.93
1/3/2016,miscellaneous,86922.91452
1/2/2016,nuclear,73188.03356
1/2/2016,bituminous,81549.85719
1/2/2016,anthracite,104618.5152
1/2/2016,oil,114206.1376
1/2/2016,LNG,115308.8642
1/2/2016,PSH,126049.7448
1/2/2016,fuelcell,86572.312
1/2/2016,IGCC,93679.9993
1/2/2016,solar,84333.9392
1/2/2016,wind,86966.95
1/2/2016,hydro,102191.2616
1/2/2016,ocean,84218.7869
1/2/2016,bio,86330.6595
1/2/2016,waste,97000.5862
1/2/2016,miscellaneous,87808.03748
1/1/2016,nuclear,78185.21329
1/1/2016,bituminous,86080.53271
1/1/2016,anthracite,108887.9894
1/1/2016,oil,121766.285
1/1/2016,LNG,121705.7707
1/1/2016,PSH,138728.1985
1/1/2016,fuelcell,89919.4473
1/1/2016,IGCC,90669.4993
1/1/2016,solar,90425.1969
1/1/2016,wind,92012.5757
1/1/2016,hydro,108618.8622
1/1/2016,ocean,91098.3231
1/1/2016,bio,90031.337
1/1/2016,waste,97519.4004
1/1/2016,miscellaneous,89052.62619
1/12/2015,nuclear,74623.69018
1/12/2015,bituminous,82660.81699
1/12/2015,anthracite,90441.77276
1/12/2015,oil,129702.7394
1/12/2015,LNG,130565.4228
1/12/2015,PSH,139828.8455
1/12/2015,fuelcell,107805.2919
1/12/2015,IGCC,0
1/12/2015,solar,208837.7394
1/12/2015,wind,96866.6263
1/12/2015,hydro,109977.7541
1/12/2015,ocean,94727.5354
1/12/2015,bio,94948.6473
1/12/2015,waste,98275.7326
1/12/2015,miscellaneous,94839.0009
1/11/2015,nuclear,69435.78059
1/11/2015,bituminous,77912.67932
1/11/2015,anthracite,86710.75692
1/11/2015,oil,119051.8109
1/11/2015,LNG,119255.1616
1/11/2015,PSH,129359.3207
1/11/2015,fuelcell,137241.821
1/11/2015,IGCC,0
1/11/2015,solar,98084.9571
1/11/2015,wind,96765.7295
1/11/2015,hydro,102402.5446
1/11/2015,ocean,95874.3037
1/11/2015,bio,94764.1979
1/11/2015,waste,85951.4945
1/11/2015,miscellaneous,94277.84936
1/10/2015,nuclear,67209.48627
1/10/2015,bituminous,76995.99876
1/10/2015,anthracite,82392.6886
1/10/2015,oil,121568.7367
1/10/2015,LNG,109041.3544
1/10/2015,PSH,121917.6902
1/10/2015,fuelcell,97934.1142
1/10/2015,IGCC,0
1/10/2015,solar,211937.2933
1/10/2015,wind,99226.5751
1/10/2015,hydro,106310.0061
1/10/2015,ocean,98038.8981
1/10/2015,bio,97984.8695
1/10/2015,waste,98675.7764
1/10/2015,miscellaneous,97989.42047
1/9/2015,nuclear,63700.32092
1/9/2015,bituminous,74524.46408
1/9/2015,anthracite,81279.47704
1/9/2015,oil,167366.3622
1/9/2015,LNG,111896.4839
1/9/2015,PSH,115213.5859
1/9/2015,fuelcell,99935.9591
1/9/2015,IGCC,0
1/9/2015,solar,93383.2236
1/9/2015,wind,99657.9782
1/9/2015,hydro,100178.4735
1/9/2015,ocean,84635.043
1/9/2015,bio,88122.9684
1/9/2015,waste,97736.7706
1/9/2015,miscellaneous,88764.28725
1/8/2015,nuclear,64870.82552
1/8/2015,bituminous,73855.01134
1/8/2015,anthracite,82113.13895
1/8/2015,oil,196316.2275
1/8/2015,LNG,111906.0677
1/8/2015,PSH,112760.816
1/8/2015,fuelcell,105548.5274
1/8/2015,IGCC,0
1/8/2015,solar,94253.5427
1/8/2015,wind,96059.2646
1/8/2015,hydro,101580.6285
1/8/2015,ocean,85087.2361
1/8/2015,bio,87928.2235
1/8/2015,waste,97531.4529
1/8/2015,miscellaneous,86807.09534
1/7/2015,nuclear,61835.15481
1/7/2015,bituminous,70964.46361
1/7/2015,anthracite,84308.07601
1/7/2015,oil,279547.5181
1/7/2015,LNG,117086.0064
1/7/2015,PSH,113977.5873
1/7/2015,fuelcell,81120.5257
1/7/2015,IGCC,0
1/7/2015,solar,90437.6202
1/7/2015,wind,91958.4256
1/7/2015,hydro,95380.6641
1/7/2015,ocean,78073.2355
1/7/2015,bio,81155.8733
1/7/2015,waste,96415.6455
1/7/2015,miscellaneous,80110.93502
1/6/2015,nuclear,46424.96669
1/6/2015,bituminous,76139.85273
1/6/2015,anthracite,97569.37512
1/6/2015,oil,193951.9684
1/6/2015,LNG,107443.1119
1/6/2015,PSH,141410.5987
1/6/2015,fuelcell,134049.9386
1/6/2015,IGCC,0
1/6/2015,solar,459650.4377
1/6/2015,wind,95198.1382
1/6/2015,hydro,95917.7858
1/6/2015,ocean,82178.7353
1/6/2015,bio,105464.2401
1/6/2015,waste,97224.2989
1/6/2015,miscellaneous,82786.88525
1/5/2015,nuclear,46093.83814
1/5/2015,bituminous,51898.22958
1/5/2015,anthracite,104652.9871
1/5/2015,oil,132605.4599
1/5/2015,LNG,105811.892
1/5/2015,PSH,122655.3961
1/5/2015,fuelcell,98482.715
1/5/2015,IGCC,0
1/5/2015,solar,99756.6696
1/5/2015,wind,103659.371
1/5/2015,hydro,101527.5676
1/5/2015,ocean,95423.9733
1/5/2015,bio,103545.5749
1/5/2015,waste,98453.8339
1/5/2015,miscellaneous,95629.23888
1/4/2015,nuclear,50023.5759
1/4/2015,bituminous,54080.45905
1/4/2015,anthracite,112453.1194
1/4/2015,oil,129325.9978
1/4/2015,LNG,113947.9335
1/4/2015,PSH,130090.1731
1/4/2015,fuelcell,121113.5138
1/4/2015,IGCC,0
1/4/2015,solar,145835.4702
1/4/2015,wind,109058.4152
1/4/2015,hydro,109158.5991
1/4/2015,ocean,103284.1614
1/4/2015,bio,149030.0516
1/4/2015,waste,99213.2486
1/4/2015,miscellaneous,102714.9321
1/3/2015,nuclear,62344.63217
1/3/2015,bituminous,64922.89542
1/3/2015,anthracite,134232.037
1/3/2015,oil,145082.9689
1/3/2015,LNG,142125.5693
1/3/2015,PSH,145686.5824
1/3/2015,fuelcell,123505.8801
1/3/2015,IGCC,0
1/3/2015,solar,153022.7093
1/3/2015,wind,118291.241
1/3/2015,hydro,130464.6802
1/3/2015,ocean,118180.7103
1/3/2015,bio,118077.6247
1/3/2015,waste,101335.1949
1/3/2015,miscellaneous,117797.4435
1/2/2015,nuclear,64905.46482
1/2/2015,bituminous,67439.56122
1/2/2015,anthracite,143151.8425
1/2/2015,oil,182017.2113
1/2/2015,LNG,153343.9108
1/2/2015,PSH,160318.0863
1/2/2015,fuelcell,118507.7693
1/2/2015,IGCC,0
1/2/2015,solar,245998.5267
1/2/2015,wind,127497.4979
1/2/2015,hydro,138933.6418
1/2/2015,ocean,112517.0674
1/2/2015,bio,193574.2797
1/2/2015,waste,99078.7965
1/2/2015,miscellaneous,116699.4106
1/1/2015,nuclear,76568.40959
1/1/2015,bituminous,73849.35601
1/1/2015,anthracite,164373.6242
1/1/2015,oil,214861.2866
1/1/2015,LNG,169661.7491
1/1/2015,PSH,179293.7291
1/1/2015,fuelcell,140131.2892
1/1/2015,IGCC,0
1/1/2015,solar,142086.4711
1/1/2015,wind,146758.1384
1/1/2015,hydro,160910.4086
1/1/2015,ocean,140127.9575
1/1/2015,bio,140296.1782
1/1/2015,waste,106522.5753
1/1/2015,miscellaneous,139437.8967
1/12/2014,nuclear,44344.61076
1/12/2014,bituminous,62892.87502
1/12/2014,anthracite,92719.64321
1/12/2014,oil,203287.0469
1/12/2014,LNG,159067.1703
1/12/2014,PSH,167131.9433
1/12/2014,fuelcell,147536.6656
1/12/2014,IGCC,0
1/12/2014,solar,213376.8809
1/12/2014,wind,149010.9883
1/12/2014,hydro,155142.9518
1/12/2014,ocean,143394.5821
1/12/2014,bio,216438.575
1/12/2014,waste,130898.18
1/12/2014,miscellaneous,142953.668
1/11/2014,nuclear,52856.29378
1/11/2014,bituminous,65890.22694
1/11/2014,anthracite,89906.70848
1/11/2014,oil,243615.897
1/11/2014,LNG,148974.6947
1/11/2014,PSH,153178.9693
1/11/2014,fuelcell,170434.4157
1/11/2014,IGCC,0
1/11/2014,solar,146438.7174
1/11/2014,wind,144553.4844
1/11/2014,hydro,141916.235
1/11/2014,ocean,132828.115
1/11/2014,bio,133105.2375
1/11/2014,waste,123307.4701
1/11/2014,miscellaneous,132684.5093
1/10/2014,nuclear,52174.21426
1/10/2014,bituminous,63995.27541
1/10/2014,anthracite,90652.10828
1/10/2014,oil,280987.4608
1/10/2014,LNG,148686.4604
1/10/2014,PSH,147849.2607
1/10/2014,fuelcell,161488.9269
1/10/2014,IGCC,0
1/10/2014,solar,219090.4771
1/10/2014,wind,145730.2001
1/10/2014,hydro,140338.2419
1/10/2014,ocean,131239.0336
1/10/2014,bio,131545.9121
1/10/2014,waste,122183.1948
1/10/2014,miscellaneous,131376.1468
1/9/2014,nuclear,49921.78616
1/9/2014,bituminous,64257.22387
1/9/2014,anthracite,91678.68727
1/9/2014,oil,233189.0605
1/9/2014,LNG,154735.9897
1/9/2014,PSH,154818.5403
1/9/2014,fuelcell,128304.9622
1/9/2014,IGCC,0
1/9/2014,solar,171890.0677
1/9/2014,wind,149564.6721
1/9/2014,hydro,139595.5913
1/9/2014,ocean,123055.4633
1/9/2014,bio,128435.1863
1/9/2014,waste,94469.4726
1/9/2014,miscellaneous,136734.6939
1/8/2014,nuclear,54567.09575
1/8/2014,bituminous,62346.50782
1/8/2014,anthracite,90997.89334
1/8/2014,oil,345450.4341
1/8/2014,LNG,166531.2879
1/8/2014,PSH,161709.4848
1/8/2014,fuelcell,176074.2197
1/8/2014,IGCC,0
1/8/2014,solar,145794.9017
1/8/2014,wind,140277.2237
1/8/2014,hydro,145789.9805
1/8/2014,ocean,121546.275
1/8/2014,bio,126420.5328
1/8/2014,waste,90720.5206
1/8/2014,miscellaneous,127887.3239
1/7/2014,nuclear,58948.75987
1/7/2014,bituminous,65269.74523
1/7/2014,anthracite,96641.69845
1/7/2014,oil,221781.8205
1/7/2014,LNG,172525.9161
1/7/2014,PSH,181252.1221
1/7/2014,fuelcell,140307.393
1/7/2014,IGCC,0
1/7/2014,solar,250644.9001
1/7/2014,wind,148830.6462
1/7/2014,hydro,164860.9629
1/7/2014,ocean,136528.7113
1/7/2014,bio,140542.6101
1/7/2014,waste,94838.2189
1/7/2014,miscellaneous,147398.8439
1/6/2014,nuclear,52872.15004
1/6/2014,bituminous,74966.65344
1/6/2014,anthracite,83858.82811
1/6/2014,oil,210171.1418
1/6/2014,LNG,158443.8943
1/6/2014,PSH,164114.2545
1/6/2014,fuelcell,202403.315
1/6/2014,IGCC,0
1/6/2014,solar,587763.0954
1/6/2014,wind,145654.1523
1/6/2014,hydro,149451.1073
1/6/2014,ocean,132918.4358
1/6/2014,bio,231099.5941
1/6/2014,waste,93302.092
1/6/2014,miscellaneous,141292.1348
1/5/2014,nuclear,55353.17858
1/5/2014,bituminous,61551.33148
1/5/2014,anthracite,82868.61851
1/5/2014,oil,210002.7301
1/5/2014,LNG,160386.0515
1/5/2014,PSH,172663.6649
1/5/2014,fuelcell,143071.2619
1/5/2014,IGCC,0
1/5/2014,solar,149851.4971
1/5/2014,wind,150427.3345
1/5/2014,hydro,156465.3543
1/5/2014,ocean,142035.1034
1/5/2014,bio,143550.8101
1/5/2014,waste,97988.3891
1/5/2014,miscellaneous,146353.6464
1/4/2014,nuclear,57493.58965
1/4/2014,bituminous,63206.557
1/4/2014,anthracite,88119.75553
1/4/2014,oil,219922.7006
1/4/2014,LNG,161301.1001
1/4/2014,PSH,180607.0442
1/4/2014,fuelcell,159538.4796
1/4/2014,IGCC,0
1/4/2014,solar,167208.8235
1/4/2014,wind,163344.7891
1/4/2014,hydro,163390.0327
1/4/2014,ocean,149094.6171
1/4/2014,bio,149954.1248
1/4/2014,waste,98829.7154
1/4/2014,miscellaneous,148348.7451
1/3/2014,nuclear,61371.87646
1/3/2014,bituminous,66192.81302
1/3/2014,anthracite,95150.44535
1/3/2014,oil,201122.1745
1/3/2014,LNG,173009.0852
1/3/2014,PSH,198052.4463
1/3/2014,fuelcell,169277.5338
1/3/2014,IGCC,0
1/3/2014,solar,169940.0102
1/3/2014,wind,173362.8398
1/3/2014,hydro,180373.2538
1/3/2014,ocean,160858.1975
1/3/2014,bio,206133.8133
1/3/2014,waste,101202.8127
1/3/2014,miscellaneous,162109.0259
1/2/2014,nuclear,57616.22733
1/2/2014,bituminous,63809.17607
1/2/2014,anthracite,94434.35921
1/2/2014,oil,201659.662
1/2/2014,LNG,165023.2721
1/2/2014,PSH,201011.5851
1/2/2014,fuelcell,151197.5951
1/2/2014,IGCC,0
1/2/2014,solar,245110.6101
1/2/2014,wind,167941.9807
1/2/2014,hydro,173787.295
1/2/2014,ocean,148980.0045
1/2/2014,bio,151204.0485
1/2/2014,waste,100324.3996
1/2/2014,miscellaneous,149739.1304
1/1/2014,nuclear,58892.24004
1/1/2014,bituminous,66886.06766
1/1/2014,anthracite,94736.2637
1/1/2014,oil,226928.3379
1/1/2014,LNG,162222.3966
1/1/2014,PSH,190897.9678
1/1/2014,fuelcell,146722.2554
1/1/2014,IGCC,0
1/1/2014,solar,175084.7559
1/1/2014,wind,152849.1682
1/1/2014,hydro,165963.0256
1/1/2014,ocean,138546.602
1/1/2014,bio,140727.411
1/1/2014,waste,96043.8241
1/1/2014,miscellaneous,138786.9114
1/12/2013,nuclear,12842.03113
1/12/2013,bituminous,46013.05471
1/12/2013,anthracite,70600.39715
1/12/2013,oil,203706.0264
1/12/2013,LNG,153998.7769
1/12/2013,PSH,192984.802
1/12/2013,fuelcell,159358.2401
1/12/2013,IGCC,0
1/12/2013,solar,207425.635
1/12/2013,wind,159744.0651
1/12/2013,hydro,166121.2015
1/12/2013,ocean,148938.9103
1/12/2013,bio,148405.8037
1/12/2013,waste,100366.1689
1/12/2013,miscellaneous,146515.3971
1/11/2013,nuclear,19460.68849
1/11/2013,bituminous,47723.63565
1/11/2013,anthracite,74639.5266
1/11/2013,oil,208328.8581
1/11/2013,LNG,148339.9646
1/11/2013,PSH,179136.5529
1/11/2013,fuelcell,147264.6867
1/11/2013,IGCC,0
1/11/2013,solar,151719.0837
1/11/2013,wind,155021.23
1/11/2013,hydro,160294.775
1/11/2013,ocean,143523.0096
1/11/2013,bio,144423.3392
1/11/2013,waste,92764.0028
1/11/2013,miscellaneous,143497.1098
1/10/2013,nuclear,29155.62859
1/10/2013,bituminous,53096.68371
1/10/2013,anthracite,89437.12755
1/10/2013,oil,215442.3686
1/10/2013,LNG,161620.1345
1/10/2013,PSH,193911.4283
1/10/2013,fuelcell,158744.0802
1/10/2013,IGCC,0
1/10/2013,solar,186222.8313
1/10/2013,wind,169716.1442
1/10/2013,hydro,172048.9664
1/10/2013,ocean,151079.3855
1/10/2013,bio,155314.37
1/10/2013,waste,98813.0739
1/10/2013,miscellaneous,164788.7324
1/9/2013,nuclear,26650.35773
1/9/2013,bituminous,54583.57515
1/9/2013,anthracite,85200.39457
1/9/2013,oil,231978.2876
1/9/2013,LNG,158266.6987
1/9/2013,PSH,178219.2718
1/9/2013,fuelcell,180179.1131
1/9/2013,IGCC,0
1/9/2013,solar,221547.9818
1/9/2013,wind,154344.5891
1/9/2013,hydro,149161.946
1/9/2013,ocean,123611.0509
1/9/2013,bio,181066.6044
1/9/2013,waste,91168.3207
1/9/2013,miscellaneous,
1/8/2013,nuclear,32726.27349
1/8/2013,bituminous,56826.61138
1/8/2013,anthracite,94518.62715
1/8/2013,oil,232631.2983
1/8/2013,LNG,166903.9897
1/8/2013,PSH,211414.6842
1/8/2013,fuelcell,150999.3703
1/8/2013,IGCC,0
1/8/2013,solar,163312.1247
1/8/2013,wind,156300.564
1/8/2013,hydro,168744.3008
1/8/2013,ocean,150952.4569
1/8/2013,bio,152309.2689
1/8/2013,waste,90499.9509
1/8/2013,miscellaneous,
1/7/2013,nuclear,52484.69948
1/7/2013,bituminous,67289.27812
1/7/2013,anthracite,102900.4044
1/7/2013,oil,227784.2165
1/7/2013,LNG,169920.854
1/7/2013,PSH,228364.4414
1/7/2013,fuelcell,151794.0696
1/7/2013,IGCC,0
1/7/2013,solar,166826.5486
1/7/2013,wind,162572.5517
1/7/2013,hydro,168046.5285
1/7/2013,ocean,147488.37
1/7/2013,bio,150997.9348
1/7/2013,waste,102205.5255
1/7/2013,miscellaneous,
1/6/2013,nuclear,48849.56812
1/6/2013,bituminous,63241.40628
1/6/2013,anthracite,90159.44843
1/6/2013,oil,229865.5213
1/6/2013,LNG,162372.152
1/6/2013,PSH,214574.8033
1/6/2013,fuelcell,154187.7259
1/6/2013,IGCC,0
1/6/2013,solar,167173.9433
1/6/2013,wind,171090.3467
1/6/2013,hydro,174056.9565
1/6/2013,ocean,149190.2778
1/6/2013,bio,154705.8249
1/6/2013,waste,102343.5207
1/6/2013,miscellaneous,
1/5/2013,nuclear,47976.03198
1/5/2013,bituminous,61544.74515
1/5/2013,anthracite,90108.72669
1/5/2013,oil,230185.1681
1/5/2013,LNG,156462.3339
1/5/2013,PSH,200648.2038
1/5/2013,fuelcell,148171.8253
1/5/2013,IGCC,0
1/5/2013,solar,157046.506
1/5/2013,wind,156235.0768
1/5/2013,hydro,165495.7027
1/5/2013,ocean,146379.8903
1/5/2013,bio,148824.6514
1/5/2013,waste,100263.7102
1/5/2013,miscellaneous,
1/4/2013,nuclear,51310.67176
1/4/2013,bituminous,62231.39533
1/4/2013,anthracite,96854.65118
1/4/2013,oil,219936.4807
1/4/2013,LNG,165643.7713
1/4/2013,PSH,211548.3232
1/4/2013,fuelcell,160786.4861
1/4/2013,IGCC,0
1/4/2013,solar,169580.6384
1/4/2013,wind,174131.3532
1/4/2013,hydro,177610.5308
1/4/2013,ocean,158595.1524
1/4/2013,bio,161223.762
1/4/2013,waste,106284.3797
1/4/2013,miscellaneous,
1/3/2013,nuclear,48475.97933
1/3/2013,bituminous,63307.32889
1/3/2013,anthracite,91806.42664
1/3/2013,oil,213734.4391
1/3/2013,LNG,162366.9761
1/3/2013,PSH,206591.2446
1/3/2013,fuelcell,150842.8255
1/3/2013,IGCC,0
1/3/2013,solar,154159.7643
1/3/2013,wind,164959.7515
1/3/2013,hydro,164246.7504
1/3/2013,ocean,149792.5752
1/3/2013,bio,150794.8375
1/3/2013,waste,105089.4179
1/3/2013,miscellaneous,
1/2/2013,nuclear,48244.12938
1/2/2013,bituminous,61729.56251
1/2/2013,anthracite,101309.6497
1/2/2013,oil,212732.2976
1/2/2013,LNG,160602.2135
1/2/2013,PSH,208158.9792
1/2/2013,fuelcell,148414.4941
1/2/2013,IGCC,0
1/2/2013,solar,151362.2838
1/2/2013,wind,164397.6019
1/2/2013,hydro,165343.6737
1/2/2013,ocean,145800.2186
1/2/2013,bio,149005.0545
1/2/2013,waste,103577.3757
1/2/2013,miscellaneous,
1/1/2013,nuclear,52670.65231
1/1/2013,bituminous,67114.92288
1/1/2013,anthracite,105351.8771
1/1/2013,oil,232311.7892
1/1/2013,LNG,164650.0646
1/1/2013,PSH,229361.7602
1/1/2013,fuelcell,150120.3549
1/1/2013,IGCC,0
1/1/2013,solar,160209.5334
1/1/2013,wind,165542.0904
1/1/2013,hydro,172866.9848
1/1/2013,ocean,151372.0312
1/1/2013,bio,151384.4452
1/1/2013,waste,103074.9609
1/1/2013,miscellaneous,
1/12/2012,nuclear,28445.0052
1/12/2012,bituminous,48962.02152
1/12/2012,anthracite,73609.83696
1/12/2012,oil,237937.0414
1/12/2012,LNG,147685.0823
1/12/2012,PSH,241533.3778
1/12/2012,fuelcell,161680.5642
1/12/2012,IGCC,
1/12/2012,solar,183394.8921
1/12/2012,wind,172324.9168
1/12/2012,hydro,189889.589
1/12/2012,ocean,164802.9994
1/12/2012,bio,160607.851
1/12/2012,waste,73849.4442
1/12/2012,miscellaneous,1983400.611
1/11/2012,nuclear,25859.91179
1/11/2012,bituminous,51648.20322
1/11/2012,anthracite,78970.60246
1/11/2012,oil,240286.6344
1/11/2012,LNG,136016.2637
1/11/2012,PSH,181220.7744
1/11/2012,fuelcell,136095.2341
1/11/2012,IGCC,
1/11/2012,solar,145853.5188
1/11/2012,wind,160026.981
1/11/2012,hydro,156564.2234
1/11/2012,ocean,137441.6207
1/11/2012,bio,137290.5085
1/11/2012,waste,73584.1913
1/11/2012,miscellaneous,1036923.029
1/10/2012,nuclear,27340.83833
1/10/2012,bituminous,53333.04414
1/10/2012,anthracite,68255.72874
1/10/2012,oil,249902.0507
1/10/2012,LNG,154550.2896
1/10/2012,PSH,192029.5637
1/10/2012,fuelcell,146425.405
1/10/2012,IGCC,
1/10/2012,solar,156884.0746
1/10/2012,wind,172013.7255
1/10/2012,hydro,166471.9398
1/10/2012,ocean,143386.0396
1/10/2012,bio,147496.4526
1/10/2012,waste,82964.1489
1/10/2012,miscellaneous,1006348.388
1/9/2012,nuclear,25372.41606
1/9/2012,bituminous,55729.39487
1/9/2012,anthracite,77471.82373
1/9/2012,oil,257360.7876
1/9/2012,LNG,157513.812
1/9/2012,PSH,163952.0239
1/9/2012,fuelcell,130205.4992
1/9/2012,IGCC,
1/9/2012,solar,138231.8632
1/9/2012,wind,147907.6848
1/9/2012,hydro,145495.3522
1/9/2012,ocean,123845.6155
1/9/2012,bio,130239.9953
1/9/2012,waste,68873.161
1/9/2012,miscellaneous,792852.2927
1/8/2012,nuclear,42539.54494
1/8/2012,bituminous,69403.35322
1/8/2012,anthracite,105458.71
1/8/2012,oil,260453.6699
1/8/2012,LNG,182574.3877
1/8/2012,PSH,213442.7208
1/8/2012,fuelcell,157036.3475
1/8/2012,IGCC,
1/8/2012,solar,174109.206
1/8/2012,wind,170286.1179
1/8/2012,hydro,176848.2732
1/8/2012,ocean,151537.4749
1/8/2012,bio,157192.1793
1/8/2012,waste,71487.8826
1/8/2012,miscellaneous,982436.1291
1/7/2012,nuclear,45709.25296
1/7/2012,bituminous,70586.29689
1/7/2012,anthracite,110261.0992
1/7/2012,oil,266812.6152
1/7/2012,LNG,197710.3626
1/7/2012,PSH,245341.171
1/7/2012,fuelcell,181025.8423
1/7/2012,IGCC,
1/7/2012,solar,197380.453
1/7/2012,wind,186910.3954
1/7/2012,hydro,206587.5797
1/7/2012,ocean,176086.9639
1/7/2012,bio,181525.4529
1/7/2012,waste,96294.1133
1/7/2012,miscellaneous,2233694.186
1/6/2012,nuclear,38929.43957
1/6/2012,bituminous,64261.00991
1/6/2012,anthracite,102502.3096
1/6/2012,oil,263410.2186
1/6/2012,LNG,177852.0288
1/6/2012,PSH,228551.2004
1/6/2012,fuelcell,174210.7627
1/6/2012,IGCC,
1/6/2012,solar,189270.9655
1/6/2012,wind,193019.0495
1/6/2012,hydro,199902.343
1/6/2012,ocean,168361.1061
1/6/2012,bio,174485.7623
1/6/2012,waste,94119.0146
1/6/2012,miscellaneous,9914699.036
1/5/2012,nuclear,40461.04874
1/5/2012,bituminous,67910.38038
1/5/2012,anthracite,108911.4569
1/5/2012,oil,253999.1482
1/5/2012,LNG,171035.9872
1/5/2012,PSH,218589.0622
1/5/2012,fuelcell,167769.3862
1/5/2012,IGCC,
1/5/2012,solar,180151.4842
1/5/2012,wind,183462.7947
1/5/2012,hydro,186407.8899
1/5/2012,ocean,165393.3018
1/5/2012,bio,168918.1751
1/5/2012,waste,92339.9525
1/5/2012,miscellaneous,1320688.023
1/4/2012,nuclear,47549.81764
1/4/2012,bituminous,77775.1285
1/4/2012,anthracite,126368.2795
1/4/2012,oil,245578.3571
1/4/2012,LNG,167436.1087
1/4/2012,PSH,205213.9041
1/4/2012,fuelcell,155187.8517
1/4/2012,IGCC,
1/4/2012,solar,162505.8303
1/4/2012,wind,175863.9061
1/4/2012,hydro,169528.8612
1/4/2012,ocean,152790.5112
1/4/2012,bio,154403.1664
1/4/2012,waste,88537.5488
1/4/2012,miscellaneous,1091671.907
1/3/2012,nuclear,51970.12088
1/3/2012,bituminous,81074.08344
1/3/2012,anthracite,136585.8084
1/3/2012,oil,257147.554
1/3/2012,LNG,187275.5094
1/3/2012,PSH,250248.8975
1/3/2012,fuelcell,174234.1929
1/3/2012,IGCC,
1/3/2012,solar,187745.7996
1/3/2012,wind,193191.4548
1/3/2012,hydro,200466.0176
1/3/2012,ocean,174798.0904
1/3/2012,bio,172540.3712
1/3/2012,waste,68115.8173
1/3/2012,miscellaneous,17653529.51
1/2/2012,nuclear,47952.0417
1/2/2012,bituminous,75874.5221
1/2/2012,anthracite,125996.5684
1/2/2012,oil,248676.3309
1/2/2012,LNG,170273.908
1/2/2012,PSH,241397.8237
1/2/2012,fuelcell,156948.1175
1/2/2012,IGCC,
1/2/2012,solar,173035.506
1/2/2012,wind,183149.9679
1/2/2012,hydro,185379.1564
1/2/2012,ocean,154339.9723
1/2/2012,bio,157144.9253
1/2/2012,waste,66087.7502
1/2/2012,miscellaneous,2565915.182
1/1/2012,nuclear,51295.45983
1/1/2012,bituminous,80027.39602
1/1/2012,anthracite,129426.5346
1/1/2012,oil,258717.9634
1/1/2012,LNG,172158.8777
1/1/2012,PSH,221215.6981
1/1/2012,fuelcell,144583.3144
1/1/2012,IGCC,
1/1/2012,solar,146442.4504
1/1/2012,wind,165350.2688
1/1/2012,hydro,174416.7884
1/1/2012,ocean,141430.0867
1/1/2012,bio,145319.4863
1/1/2012,waste,81869.6162
1/1/2012,miscellaneous,1925935.709
1/12/2011,nuclear,39637.1766
1/12/2011,bituminous,71609.93217
1/12/2011,anthracite,97511.12222
1/12/2011,oil,241671.1471
1/12/2011,LNG,158767.0299
1/12/2011,PSH,207110.0922
1/12/2011,fuelcell,144312.8807
1/12/2011,IGCC,
1/12/2011,solar,153356.9177
1/12/2011,wind,162220.92
1/12/2011,hydro,163734.5997
1/12/2011,ocean,145065.4135
1/12/2011,bio,144855.0462
1/12/2011,waste,81333.3948
1/12/2011,miscellaneous,1581085.985
