snapshot,carrier,fuelcost_t
1/7/2010,LNG,112846
1/6/2010,nuclear,3370
1/6/2010,bituminous,39580
1/6/2010,anthracite,64427
1/6/2010,oil,164312
1/6/2010,LNG,110205
1/5/2010,nuclear,3362
1/5/2010,bituminous,38424
1/5/2010,anthracite,65242
1/5/2010,oil,165361
1/5/2010,LNG,109241
1/4/2010,nuclear,3339
1/4/2010,bituminous,35267
1/4/2010,anthracite,65950
1/4/2010,oil,168553
1/4/2010,LNG,101393
1/3/2010,nuclear,3309
1/3/2010,bituminous,37712
1/3/2010,anthracite,72332
1/3/2010,oil,168511
1/3/2010,LNG,102077
1/2/2010,nuclear,3292
1/2/2010,bituminous,39683
1/2/2010,anthracite,67615
1/2/2010,oil,169042
1/2/2010,LNG,107675
1/1/2010,nuclear,3270
1/1/2010,bituminous,38976
1/1/2010,anthracite,72566
1/1/2010,oil,159840
1/1/2010,LNG,106554
1/12/2009,nuclear,3253
1/12/2009,bituminous,39382
1/12/2009,anthracite,65512
1/12/2009,oil,152142
1/12/2009,LNG,99871
1/11/2009,nuclear,3249
1/11/2009,bituminous,40450
1/11/2009,anthracite,59391
1/11/2009,oil,152921
1/11/2009,LNG,102768
1/10/2009,nuclear,3232
1/10/2009,bituminous,38535
1/10/2009,anthracite,59186
1/10/2009,oil,152062
1/10/2009,LNG,93585
1/9/2009,nuclear,3217
1/9/2009,bituminous,40305
1/9/2009,anthracite,63114
1/9/2009,oil,155361
1/9/2009,LNG,84250
1/8/2009,nuclear,3298
1/8/2009,bituminous,38136
1/8/2009,anthracite,70118
1/8/2009,oil,140262
1/8/2009,LNG,91187
1/7/2009,nuclear,3275
1/7/2009,bituminous,41110
1/7/2009,anthracite,64741
1/7/2009,oil,139445
1/7/2009,LNG,77032
1/6/2009,nuclear,3167
1/6/2009,bituminous,42245
1/6/2009,anthracite,67060
1/6/2009,oil,132820
1/6/2009,LNG,86052
1/5/2009,nuclear,3164
1/5/2009,bituminous,49989
1/5/2009,anthracite,71419
1/5/2009,oil,130160
1/5/2009,LNG,106760
1/4/2009,nuclear,3157.824103
1/4/2009,bituminous,45662.60587
1/4/2009,anthracite,71361.62412
1/4/2009,oil,129443.5912
1/4/2009,LNG,123982.2171
1/3/2009,nuclear,3176
1/3/2009,bituminous,48916
1/3/2009,anthracite,76371
1/3/2009,oil,125566
1/3/2009,LNG,137728
1/2/2009,nuclear,3142.044844
1/2/2009,bituminous,55752.3425
1/2/2009,anthracite,82898.7289
1/2/2009,oil,122213.7591
1/2/2009,LNG,170247.3731
1/1/2009,nuclear,3136.2
1/1/2009,bituminous,54171.4
1/1/2009,anthracite,90580.4
1/1/2009,oil,134843.8
1/1/2009,LNG,179219.9
1/12/2008,nuclear,3131.580241
1/12/2008,bituminous,46442.22759
1/12/2008,anthracite,92250.66826
1/12/2008,oil,188035.2308
1/12/2008,LNG,167467.2783
1/11/2008,nuclear,3125.712062
1/11/2008,bituminous,42103.92133
1/11/2008,anthracite,86037.72051
1/11/2008,oil,192803.027
1/11/2008,LNG,157967.0223
1/10/2008,nuclear,3120.740503
1/10/2008,bituminous,35829.87824
1/10/2008,anthracite,79379.77684
1/10/2008,oil,188197.305
1/10/2008,LNG,139266.4293
1/9/2008,nuclear,3117.366072
1/9/2008,bituminous,34571.46138
1/9/2008,anthracite,76729.63466
1/9/2008,oil,193964.3391
1/9/2008,LNG,134344.0326
1/8/2008,nuclear,3110.676555
1/8/2008,bituminous,33803.32689
1/8/2008,anthracite,76197.58613
1/8/2008,oil,168580.1987
1/8/2008,LNG,126079.7704
1/7/2008,nuclear,3101.911065
1/7/2008,bituminous,32622.68901
1/7/2008,anthracite,74435.45395
1/7/2008,oil,157424.8661
1/7/2008,LNG,123462.5613
1/6/2008,nuclear,3098.121195
1/6/2008,bituminous,30760.79409
1/6/2008,anthracite,69621.59841
1/6/2008,oil,144227.6484
1/6/2008,LNG,116571.5716
1/5/2008,nuclear,3080
1/5/2008,bituminous,29510
1/5/2008,anthracite,67090
1/5/2008,oil,136920
1/5/2008,LNG,102820
1/4/2008,nuclear,3080
1/4/2008,bituminous,26590
1/4/2008,anthracite,68790
1/4/2008,oil,128160
1/4/2008,LNG,103510
1/3/2008,nuclear,3080
1/3/2008,bituminous,26650
1/3/2008,anthracite,67350
1/3/2008,oil,126480
1/3/2008,LNG,99890
1/2/2008,nuclear,3070
1/2/2008,bituminous,23790
1/2/2008,anthracite,62290
1/2/2008,oil,124490
1/2/2008,LNG,99710
1/1/2008,nuclear,3080
1/1/2008,bituminous,24570
1/1/2008,anthracite,63220
1/1/2008,oil,126230
1/1/2008,LNG,91960
1/12/2007,nuclear,3080
1/12/2007,bituminous,22940
1/12/2007,anthracite,60520
1/12/2007,oil,117020
1/12/2007,LNG,91040
1/11/2007,nuclear,3080
1/11/2007,bituminous,22660
1/11/2007,anthracite,58950
1/11/2007,oil,112670
1/11/2007,LNG,86640
1/10/2007,nuclear,3080
1/10/2007,bituminous,21770
1/10/2007,anthracite,58740
1/10/2007,oil,110840
1/10/2007,LNG,83260
1/9/2007,nuclear,3090
1/9/2007,bituminous,20810
1/9/2007,anthracite,58220
1/9/2007,oil,108740
1/9/2007,LNG,80750
1/8/2007,nuclear,3090
1/8/2007,bituminous,20230
1/8/2007,anthracite,62980
1/8/2007,oil,100440
1/8/2007,LNG,78320
1/7/2007,nuclear,3090
1/7/2007,bituminous,20400
1/7/2007,anthracite,64390
1/7/2007,oil,98060
1/7/2007,LNG,76920
1/6/2007,nuclear,3090
1/6/2007,bituminous,19750
1/6/2007,anthracite,64520
1/6/2007,oil,96070
1/6/2007,LNG,80300
1/5/2007,nuclear,3090
1/5/2007,bituminous,19380
1/5/2007,anthracite,62500
1/5/2007,oil,90590
1/5/2007,LNG,79030
1/4/2007,nuclear,3090
1/4/2007,bituminous,18720
1/4/2007,anthracite,61340
1/4/2007,oil,89810
1/4/2007,LNG,80160
1/3/2007,nuclear,3100
1/3/2007,bituminous,18980
1/3/2007,anthracite,60940
1/3/2007,oil,85240
1/3/2007,LNG,86750
1/2/2007,nuclear,3110
1/2/2007,bituminous,19130
1/2/2007,anthracite,56340
1/2/2007,oil,85470
1/2/2007,LNG,83990
1/1/2007,nuclear,3110
1/1/2007,bituminous,18900
1/1/2007,anthracite,56740
1/1/2007,oil,86070
1/1/2007,LNG,87550
1/12/2006,nuclear,3110
1/12/2006,bituminous,19330
1/12/2006,anthracite,57410
1/12/2006,oil,89630
1/12/2006,LNG,90570
1/11/2006,nuclear,3120
1/11/2006,bituminous,19090
1/11/2006,anthracite,57590
1/11/2006,oil,93830
1/11/2006,LNG,90710
1/10/2006,nuclear,3120
1/10/2006,bituminous,19130
1/10/2006,anthracite,59590
1/10/2006,oil,98750
1/10/2006,LNG,87800
1/9/2006,nuclear,3130
1/9/2006,bituminous,19570
1/9/2006,anthracite,61240
1/9/2006,oil,100340
1/9/2006,LNG,84040
1/8/2006,nuclear,3140
1/8/2006,bituminous,18640
1/8/2006,anthracite,60920
1/8/2006,oil,99990
1/8/2006,LNG,80360
1/7/2006,nuclear,3140
1/7/2006,bituminous,18620
1/7/2006,anthracite,61120
1/7/2006,oil,100290
1/7/2006,LNG,77570
1/6/2006,nuclear,3140
1/6/2006,bituminous,18970
1/6/2006,anthracite,60630
1/6/2006,oil,100990
1/6/2006,LNG,72600
1/5/2006,nuclear,3150
1/5/2006,bituminous,19110
1/5/2006,anthracite,61300
1/5/2006,oil,99200
1/5/2006,LNG,80170
1/4/2006,nuclear,3160
1/4/2006,bituminous,19780
1/4/2006,anthracite,59990
1/4/2006,oil,97590
1/4/2006,LNG,78100
1/3/2006,nuclear,3170
1/3/2006,bituminous,20740
1/3/2006,anthracite,59390
1/3/2006,oil,95610
1/3/2006,LNG,79480
1/2/2006,nuclear,3170
1/2/2006,bituminous,21810
1/2/2006,anthracite,58950
1/2/2006,oil,93010
1/2/2006,LNG,79970
1/1/2006,nuclear,3180
1/1/2006,bituminous,21720
1/1/2006,anthracite,60140
1/1/2006,oil,92680
1/1/2006,LNG,83860
1/12/2005,nuclear,3180
1/12/2005,bituminous,21890
1/12/2005,anthracite,60870
1/12/2005,oil,93870
1/12/2005,LNG,79390
1/11/2005,nuclear,3200
1/11/2005,bituminous,22160
1/11/2005,anthracite,61720
1/11/2005,oil,91950
1/11/2005,LNG,79010
1/10/2005,nuclear,3210
1/10/2005,bituminous,21790
1/10/2005,anthracite,56780
1/10/2005,oil,88010
1/10/2005,LNG,73670
1/9/2005,nuclear,3220
1/9/2005,bituminous,22020
1/9/2005,anthracite,56140
1/9/2005,oil,87750
1/9/2005,LNG,69660
1/8/2005,nuclear,3240
1/8/2005,bituminous,21290
1/8/2005,anthracite,54820
1/8/2005,oil,83270
1/8/2005,LNG,65750
1/7/2005,nuclear,3230
1/7/2005,bituminous,21010
1/7/2005,anthracite,53730
1/7/2005,oil,81020
1/7/2005,LNG,62650
1/6/2005,nuclear,3230
1/6/2005,bituminous,20960
1/6/2005,anthracite,54010
1/6/2005,oil,74860
1/6/2005,LNG,60400
1/5/2005,nuclear,3250
1/5/2005,bituminous,21170
1/5/2005,anthracite,51480
1/5/2005,oil,68800
1/5/2005,LNG,60630
1/4/2005,nuclear,3240
1/4/2005,bituminous,20320
1/4/2005,anthracite,50900
1/4/2005,oil,63490
1/4/2005,LNG,58330
1/3/2005,nuclear,3240
1/3/2005,bituminous,20330
1/3/2005,anthracite,50570
1/3/2005,oil,63140
1/3/2005,LNG,64560
1/2/2005,nuclear,3210
1/2/2005,bituminous,21210
1/2/2005,anthracite,50610
1/2/2005,oil,67260
1/2/2005,LNG,71480
1/1/2005,nuclear,3220
1/1/2005,bituminous,21830
1/1/2005,anthracite,51110
1/1/2005,oil,72960
1/1/2005,LNG,71770
1/12/2004,nuclear,3193
1/12/2004,bituminous,22682
1/12/2004,anthracite,52149
1/12/2004,oil,76432
1/12/2004,LNG,71523
1/11/2004,nuclear,3184
1/11/2004,bituminous,21952
1/11/2004,anthracite,49904
1/11/2004,oil,69507
1/11/2004,LNG,67722
1/10/2004,nuclear,3179
1/10/2004,bituminous,21470
1/10/2004,anthracite,50398
1/10/2004,oil,69963
1/10/2004,LNG,65324
1/9/2004,nuclear,3218
1/9/2004,bituminous,22032
1/9/2004,anthracite,50315
1/9/2004,oil,67770
1/9/2004,LNG,65266
1/8/2004,nuclear,3176
1/8/2004,bituminous,21144
1/8/2004,anthracite,48909
1/8/2004,oil,67240
1/8/2004,LNG,60168
1/7/2004,nuclear,3302
1/7/2004,bituminous,20006
1/7/2004,anthracite,49975
1/7/2004,oil,68761
1/7/2004,LNG,58277
1/6/2004,nuclear,3320
1/6/2004,bituminous,19472
1/6/2004,anthracite,49307
1/6/2004,oil,64931
1/6/2004,LNG,56033
1/5/2004,nuclear,3342
1/5/2004,bituminous,18517
1/5/2004,anthracite,48494
1/5/2004,oil,64073
1/5/2004,LNG,55894
1/4/2004,nuclear,3343
1/4/2004,bituminous,18687
1/4/2004,anthracite,48333
1/4/2004,oil,63618
1/4/2004,LNG,56043
1/3/2004,nuclear,3287
1/3/2004,bituminous,17781
1/3/2004,anthracite,48956
1/3/2004,oil,64163
1/3/2004,LNG,59330
1/2/2004,nuclear,3267
1/2/2004,bituminous,15795
1/2/2004,anthracite,48391
1/2/2004,oil,63614
1/2/2004,LNG,59236
1/1/2004,nuclear,3268
1/1/2004,bituminous,13968
1/1/2004,anthracite,47102
1/1/2004,oil,62512
1/1/2004,LNG,57462
1/12/2003,nuclear,3290
1/12/2003,bituminous,13136
1/12/2003,anthracite,47778
1/12/2003,oil,60127
1/12/2003,LNG,59277
1/11/2003,nuclear,3295
1/11/2003,bituminous,13169
1/11/2003,anthracite,48436
1/11/2003,oil,59478
1/11/2003,LNG,58469
1/10/2003,nuclear,3285
1/10/2003,bituminous,12678
1/10/2003,anthracite,48714
1/10/2003,oil,60165
1/10/2003,LNG,60424
1/9/2003,nuclear,3341
1/9/2003,bituminous,12436
1/9/2003,anthracite,49142
1/9/2003,oil,60922
1/9/2003,LNG,60126
1/8/2003,nuclear,3357
1/8/2003,bituminous,12028
1/8/2003,anthracite,48717
1/8/2003,oil,63200
1/8/2003,LNG,55217
1/7/2003,nuclear,3388
1/7/2003,bituminous,12378
1/7/2003,anthracite,48659
1/7/2003,oil,65863
1/7/2003,LNG,58911
1/6/2003,nuclear,3400
1/6/2003,bituminous,13102
1/6/2003,anthracite,48791
1/6/2003,oil,67399
1/6/2003,LNG,59038
1/5/2003,nuclear,3415
1/5/2003,bituminous,13401
1/5/2003,anthracite,50357
1/5/2003,oil,70768
1/5/2003,LNG,57596
1/4/2003,nuclear,3437
1/4/2003,bituminous,12826
1/4/2003,anthracite,51311
1/4/2003,oil,68923
1/4/2003,LNG,57940
1/3/2003,nuclear,3459
1/3/2003,bituminous,12467
1/3/2003,anthracite,51092
1/3/2003,oil,65339
1/3/2003,LNG,58337
1/2/2003,nuclear,3465
1/2/2003,bituminous,12473
1/2/2003,anthracite,47433
1/2/2003,oil,60875
1/2/2003,LNG,59950
1/1/2003,nuclear,3461
1/1/2003,bituminous,12563
1/1/2003,anthracite,45545
1/1/2003,oil,60936
1/1/2003,LNG,61638
1/12/2002,nuclear,3476
1/12/2002,bituminous,12606
1/12/2002,anthracite,46185
1/12/2002,oil,60752
1/12/2002,LNG,57773
1/11/2002,nuclear,3472
1/11/2002,bituminous,12862
1/11/2002,anthracite,46336
1/11/2002,oil,57676
1/11/2002,LNG,52875
1/10/2002,nuclear,3477
1/10/2002,bituminous,12912
1/10/2002,anthracite,45066
1/10/2002,oil,55171
1/10/2002,LNG,50612
1/9/2002,nuclear,3479
1/9/2002,bituminous,13628
1/9/2002,anthracite,44068
1/9/2002,oil,54139
1/9/2002,LNG,50892
1/8/2002,nuclear,3507
1/8/2002,bituminous,14215
1/8/2002,anthracite,44568
1/8/2002,oil,55236
1/8/2002,LNG,51147
1/7/2002,nuclear,3555
1/7/2002,bituminous,15276
1/7/2002,anthracite,44733
1/7/2002,oil,55589
1/7/2002,LNG,51955
1/6/2002,nuclear,3571
1/6/2002,bituminous,15448
1/6/2002,anthracite,45395
1/6/2002,oil,53761
1/6/2002,LNG,53008
1/5/2002,nuclear,3564
1/5/2002,bituminous,15681
1/5/2002,anthracite,44283
1/5/2002,oil,49379
1/5/2002,LNG,54961
1/4/2002,nuclear,3573
1/4/2002,bituminous,15516
1/4/2002,anthracite,42810
1/4/2002,oil,46434
1/4/2002,LNG,54199
1/3/2002,nuclear,3614
1/3/2002,bituminous,15542
1/3/2002,anthracite,42810
1/3/2002,oil,46376
1/3/2002,LNG,57588
1/2/2002,nuclear,3619
1/2/2002,bituminous,15273
1/2/2002,anthracite,42422
1/2/2002,oil,48842
1/2/2002,LNG,60854
1/1/2002,nuclear,3602
1/1/2002,bituminous,14984
1/1/2002,anthracite,45621
1/1/2002,oil,54763
1/1/2002,LNG,63152
1/12/2001,nuclear,3604
1/12/2001,bituminous,14883
1/12/2001,anthracite,46128
1/12/2001,oil,58158
1/12/2001,LNG,64369
1/11/2001,nuclear,3597
1/11/2001,bituminous,14882
1/11/2001,anthracite,47129
1/11/2001,oil,56766
1/11/2001,LNG,61643
1/10/2001,nuclear,3611
1/10/2001,bituminous,14679
1/10/2001,anthracite,48285
1/10/2001,oil,56674
1/10/2001,LNG,60756
1/9/2001,nuclear,3571
1/9/2001,bituminous,14879
1/9/2001,anthracite,47937
1/9/2001,oil,56672
1/9/2001,LNG,59221
1/8/2001,nuclear,3584
1/8/2001,bituminous,15098
1/8/2001,anthracite,47372
1/8/2001,oil,57310
1/8/2001,LNG,60959
1/7/2001,nuclear,3632
1/7/2001,bituminous,15109
1/7/2001,anthracite,46156
1/7/2001,oil,56313
1/7/2001,LNG,63529
1/6/2001,nuclear,3412
1/6/2001,bituminous,13898
1/6/2001,anthracite,46624
1/6/2001,oil,58530
1/6/2001,LNG,66791
1/5/2001,nuclear,3412
1/5/2001,bituminous,14209
1/5/2001,anthracite,45223
1/5/2001,oil,56151
1/5/2001,LNG,65853
1/4/2001,nuclear,3412
1/4/2001,bituminous,13662
1/4/2001,anthracite,46169
1/4/2001,oil,56162
1/4/2001,LNG,66682
