name,bus0,bus1,marginal_cost
1358,192,192,0.1
1359,192,343,0.1
1360,192,192,0.1
1361,192,192,0.1
1362,192,192,0.1
1363,192,192,0.1
1364,357,357,0.1
1365,357,357,0.1
1366,357,357,0.1
1367,192,343,0.1
1368,342,342,0.1
1369,343,343,0.1
1370,114,114,0.1
1371,114,114,0.1
1372,114,114,0.1
1373,114,114,0.1
1374,92,114,0.1
1375,114,114,0.1
1376,114,114,0.1
1377,114,114,0.1
1378,136,142,0.1
1379,136,142,0.1
1380,136,136,0.1
1381,136,136,0.1
1382,136,136,0.1
1383,136,136,0.1
1384,136,136,0.1
1385,136,136,0.1
1386,142,136,0.1
1387,142,142,0.1
1388,142,142,0.1
1389,142,142,0.1
1390,146,146,0.1
1391,143,143,0.1
1392,143,143,0.1
1393,143,143,0.1
1394,143,143,0.1
1395,143,143,0.1
1396,143,143,0.1
1397,43,143,0.1
1398,358,43,0.1
1399,358,358,0.1
1400,358,358,0.1
1401,358,358,0.1
1402,359,358,0.1
1403,142,142,0.1
1404,142,142,0.1
1405,142,142,0.1
1406,360,361,0.1
1407,360,362,0.1
1408,360,360,0.1
1409,229,229,0.1
1410,363,364,0.1
1411,247,363,0.1
1412,365,365,0.1
1413,365,365,0.1
1414,365,365,0.1
1415,365,120,0.1
1416,194,194,0.1
1417,194,194,0.1
1418,366,194,0.1
1419,366,161,0.1
1420,367,368,0.1
1421,307,367,0.1
1422,262,367,0.1
1423,246,246,0.1
1424,246,246,0.1
1425,368,241,0.1
1426,334,334,0.1
1427,369,370,0.1
1428,370,236,0.1
1429,236,119,0.1
1430,232,232,0.1
1431,262,232,0.1
1432,144,144,0.1
1433,227,361,0.1
1434,278,288,0.1
1435,278,371,0.1
1436,278,278,0.1
1437,262,246,0.1
1438,232,326,0.1
1439,48,176,0.1
1440,48,47,0.1
1441,171,171,0.1
1442,171,372,0.1
1443,171,171,0.1
1444,373,171,0.1
1445,374,375,0.1
1446,376,377,0.1
1447,258,258,0.1
1448,373,258,0.1
1449,219,219,0.1
1450,233,216,0.1
1451,233,233,0.1
1452,233,233,0.1
1453,378,101,0.1
1454,378,378,0.1
1455,378,378,0.1
1456,378,53,0.1
1457,270,191,0.1
1458,270,270,0.1
1459,270,378,0.1
1460,260,161,0.1
1461,379,379,0.1
1462,260,379,0.1
1463,379,380,0.1
1464,381,223,0.1
1465,381,381,0.1
1466,381,381,0.1
1467,222,382,0.1
1468,382,382,0.1
1469,382,382,0.1
1470,290,250,0.1
1471,290,290,0.1
1472,383,65,0.1
1473,383,383,0.1
1474,383,383,0.1
1475,384,385,0.1
1476,386,71,0.1
1477,224,67,0.1
1478,260,161,0.1
1479,387,161,0.1
1480,161,161,0.1
1481,388,222,0.1
1482,217,217,0.1
1483,138,138,0.1
1484,138,389,0.1
1485,38,38,0.1
1486,108,108,0.1
1487,276,116,0.1
1488,4,4,0.1
1489,390,287,0.1
1490,390,390,0.1
1491,86,86,0.1
1492,87,87,0.1
1493,87,87,0.1
1494,89,89,0.1
1495,158,159,0.1
1496,58,58,0.1
1497,58,58,0.1
1498,391,77,0.1
1499,349,349,0.1
1500,349,349,0.1
1501,234,234,0.1
1502,59,59,0.1
1503,64,64,0.1
1504,392,173,0.1
1505,173,173,0.1
1506,173,174,0.1
1507,393,393,0.1
1508,71,71,0.1
1509,15,394,0.1
1510,9,9,0.1
1511,158,331,0.1
1512,64,179,0.1
1513,324,324,0.1
1514,68,68,0.1
1515,68,68,0.1
1516,68,68,0.1
1517,76,335,0.1
1518,64,64,0.1
1519,16,16,0.1
1520,16,16,0.1
1521,16,16,0.1
1522,16,16,0.1
1523,16,16,0.1
1524,16,16,0.1
1525,16,16,0.1
1526,239,320,0.1
1527,240,240,0.1
1528,324,324,0.1
1529,316,316,0.1
1530,144,144,0.1
1531,144,144,0.1
1532,247,247,0.1
1533,53,144,0.1
1534,47,47,0.1
1535,153,153,0.1
1536,153,153,0.1
1537,179,179,0.1
1538,292,292,0.1
1539,263,263,0.1
1540,263,263,0.1
1541,263,263,0.1
1542,32,32,0.1
1543,32,32,0.1
1544,32,32,0.1
1545,34,34,0.1
1546,263,263,0.1
1547,265,327,0.1
1548,39,39,0.1
1549,39,39,0.1
1550,152,174,0.1
1551,167,167,0.1
1552,167,167,0.1
1553,167,167,0.1
1554,234,210,0.1
1555,395,210,0.1
1556,68,68,0.1
1557,171,171,0.1
1558,171,171,0.1
1559,396,396,0.1
1560,68,68,0.1
1561,68,68,0.1
1562,211,211,0.1
1563,338,144,0.1
1564,338,397,0.1
1565,53,53,0.1
1566,53,53,0.1
1567,171,171,0.1
1568,398,171,0.1
1569,398,398,0.1
1570,77,77,0.1
1571,120,120,0.1
1572,208,208,0.1
1573,203,379,0.1
1574,314,314,0.1
1575,170,170,0.1
1576,258,258,0.1
1577,281,258,0.1
1578,352,352,0.1
1579,179,179,0.1
1580,7,316,0.1
1581,9,9,0.1
1582,72,332,0.1
1583,158,268,0.1
1584,153,153,0.1
1585,28,28,0.1
1586,330,330,0.1
1587,178,178,0.1
1588,178,178,0.1
1589,178,178,0.1
1590,64,64,0.1
1591,58,58,0.1
1592,58,58,0.1
1593,144,144,0.1
1594,162,399,0.1
1595,400,390,0.1
1596,144,144,0.1
1597,144,144,0.1
1598,53,53,0.1
1599,123,123,0.1
1600,298,298,0.1
1601,401,402,0.1
1602,130,130,0.1
1603,130,130,0.1
1604,136,136,0.1
1605,136,136,0.1
1606,136,136,0.1
1607,136,136,0.1
1608,142,142,0.1
1609,142,142,0.1
1610,378,378,0.1
1611,223,223,0.1
1612,11,11,0.1
1613,11,11,0.1
1614,11,11,0.1
1615,11,11,0.1
1616,11,11,0.1
1617,11,11,0.1
1618,11,11,0.1
1619,11,11,0.1
1620,276,276,0.1
1621,116,116,0.1
1622,116,116,0.1
1623,4,4,0.1
1624,51,51,0.1
1625,4,10,0.1
1626,236,236,0.1
1627,191,191,0.1
1628,120,120,0.1
1629,120,120,0.1
1630,230,230,0.1
1631,230,230,0.1
1632,230,230,0.1
1633,124,124,0.1
1634,230,124,0.1
1635,403,403,0.1
1636,403,403,0.1
1637,118,118,0.1
1638,118,118,0.1
1639,118,118,0.1
1640,118,118,0.1
1641,118,118,0.1
1642,118,118,0.1
1643,403,118,0.1
1644,201,118,0.1
1645,145,145,0.1
1646,145,145,0.1
1647,190,190,0.1
1648,63,63,0.1
1649,127,127,0.1
1650,127,127,0.1
1651,127,127,0.1
1652,127,127,0.1
1653,127,127,0.1
1654,124,124,0.1
1655,124,124,0.1
1656,124,124,0.1
1657,53,361,0.1
1658,227,227,0.1
1659,227,227,0.1
1660,227,227,0.1
1661,46,46,0.1
1662,46,46,0.1
1663,212,212,0.1
1664,212,212,0.1
1665,212,212,0.1
1666,212,212,0.1
1667,142,142,0.1
1668,142,142,0.1
1669,142,142,0.1
1670,142,142,0.1
1671,142,142,0.1
1672,142,142,0.1
1673,142,142,0.1
1674,142,142,0.1
1675,142,142,0.1
1676,142,142,0.1
1677,142,142,0.1
1678,142,142,0.1
1679,142,142,0.1
1680,142,142,0.1
1681,142,142,0.1
1682,142,142,0.1
1683,142,142,0.1
1684,142,142,0.1
1685,142,142,0.1
1686,142,142,0.1
1687,142,142,0.1
1688,142,142,0.1
1689,132,132,0.1
1690,147,147,0.1
1691,147,147,0.1
1692,404,147,0.1
1693,134,134,0.1
1694,134,134,0.1
1695,134,134,0.1
1696,77,77,0.1
1697,77,77,0.1
1698,77,77,0.1
1699,77,77,0.1
1700,77,77,0.1
1701,120,120,0.1
1702,120,120,0.1
1703,120,120,0.1
1704,120,120,0.1
1705,120,120,0.1
1706,120,120,0.1
1707,360,360,0.1
1708,360,360,0.1
1709,360,360,0.1
1710,360,360,0.1
1711,360,360,0.1
1712,360,360,0.1
1713,134,134,0.1
1714,134,134,0.1
1715,134,146,0.1
1716,148,199,0.1
1717,148,298,0.1
1718,130,130,0.1
1719,130,130,0.1
1720,130,130,0.1
1721,130,130,0.1
1722,148,199,0.1
1723,148,130,0.1
1724,200,200,0.1
1725,200,200,0.1
1726,46,46,0.1
1727,46,46,0.1
1728,42,45,0.1
1729,45,45,0.1
1730,211,211,0.1
1731,211,211,0.1
1732,211,211,0.1
1733,211,211,0.1
1734,211,211,0.1
1735,211,211,0.1
1736,211,211,0.1
1737,405,211,0.1
1738,211,211,0.1
1739,211,211,0.1
1740,211,211,0.1
1741,43,43,0.1
1742,43,43,0.1
1743,43,43,0.1
1744,43,43,0.1
1745,43,43,0.1
1746,43,43,0.1
1747,43,362,0.1
1748,344,344,0.1
1749,344,344,0.1
1750,344,344,0.1
1751,344,344,0.1
1752,344,344,0.1
1753,342,342,0.1
1754,342,342,0.1
1755,342,342,0.1
1756,342,342,0.1
1757,342,342,0.1
1758,342,342,0.1
1759,115,406,0.1
1760,96,96,0.1
1761,96,96,0.1
1762,96,96,0.1
1763,96,96,0.1
1764,118,118,0.1
1765,118,118,0.1
1766,118,118,0.1
1767,63,407,0.1
1768,407,41,0.1
1769,38,38,0.1
1770,38,38,0.1
1771,38,38,0.1
1772,38,38,0.1
1773,38,38,0.1
1774,38,38,0.1
1775,38,38,0.1
1776,38,38,0.1
1777,38,38,0.1
1778,38,38,0.1
1779,38,38,0.1
1780,41,38,0.1
1781,41,41,0.1
1782,41,41,0.1
1783,41,41,0.1
1784,41,41,0.1
1785,41,41,0.1
1786,41,41,0.1
1787,41,41,0.1
1788,41,41,0.1
1789,41,41,0.1
1790,41,41,0.1
1791,41,41,0.1
1792,41,41,0.1
1793,41,41,0.1
1794,41,41,0.1
1795,41,41,0.1
1796,41,41,0.1
1797,41,41,0.1
1798,41,41,0.1
1799,41,41,0.1
1800,41,41,0.1
1801,41,41,0.1
1802,41,41,0.1
1803,41,41,0.1
1804,41,41,0.1
1805,41,41,0.1
1806,41,41,0.1
1807,41,41,0.1
1808,41,41,0.1
1809,41,41,0.1
1810,41,41,0.1
1811,41,41,0.1
1812,41,41,0.1
1813,41,41,0.1
1814,41,41,0.1
1815,41,41,0.1
1816,41,41,0.1
1817,41,41,0.1
1818,41,41,0.1
1819,41,41,0.1
1820,41,41,0.1
1821,41,41,0.1
1822,41,41,0.1
1823,32,32,0.1
1824,32,198,0.1
1825,198,198,0.1
1826,198,198,0.1
1827,198,198,0.1
1828,32,32,0.1
1829,32,32,0.1
1830,32,32,0.1
1831,32,32,0.1
1832,32,32,0.1
1833,32,32,0.1
1834,32,32,0.1
1835,32,32,0.1
1836,32,32,0.1
1837,32,32,0.1
1838,32,32,0.1
1839,32,32,0.1
1840,32,32,0.1
1841,32,32,0.1
1842,32,32,0.1
1843,32,32,0.1
1844,32,32,0.1
1845,32,32,0.1
1846,32,32,0.1
1847,32,32,0.1
1848,32,32,0.1
1849,32,32,0.1
1850,32,32,0.1
1851,32,32,0.1
1852,32,32,0.1
1853,32,32,0.1
1854,348,348,0.1
1855,348,348,0.1
1856,348,348,0.1
1857,73,73,0.1
1858,73,73,0.1
1859,73,73,0.1
1860,73,73,0.1
1861,73,73,0.1
1862,73,73,0.1
1863,73,73,0.1
1864,73,73,0.1
1865,348,348,0.1
1866,348,32,0.1
1867,117,117,0.1
1868,117,117,0.1
1869,117,117,0.1
1870,251,348,0.1
1871,251,251,0.1
1872,251,251,0.1
1873,251,251,0.1
1874,251,251,0.1
1875,408,408,0.1
1876,408,408,0.1
1877,408,408,0.1
1878,408,408,0.1
1879,261,408,0.1
1880,117,261,0.1
1881,92,92,0.1
1882,92,92,0.1
1883,92,92,0.1
1884,92,92,0.1
1885,92,92,0.1
1886,92,92,0.1
1887,92,92,0.1
1888,92,92,0.1
1889,92,92,0.1
1890,92,92,0.1
1891,92,92,0.1
1892,92,92,0.1
1893,92,92,0.1
1894,33,33,0.1
1895,33,33,0.1
1896,33,33,0.1
1897,33,33,0.1
1898,33,33,0.1
1899,33,33,0.1
1900,33,33,0.1
1901,33,33,0.1
1902,33,33,0.1
1903,33,33,0.1
1904,33,33,0.1
1905,33,33,0.1
1906,33,33,0.1
1907,33,33,0.1
1908,33,33,0.1
1909,33,33,0.1
1910,33,33,0.1
1911,33,33,0.1
1912,33,33,0.1
1913,33,33,0.1
1914,33,33,0.1
1915,33,33,0.1
1916,33,33,0.1
1917,33,33,0.1
1918,33,33,0.1
1919,33,33,0.1
1920,47,47,0.1
1921,47,47,0.1
1922,47,47,0.1
1923,47,47,0.1
1924,47,47,0.1
1925,47,47,0.1
1926,47,47,0.1
1927,47,47,0.1
1928,47,47,0.1
1929,47,47,0.1
1930,47,47,0.1
1931,47,47,0.1
1932,47,47,0.1
1933,47,47,0.1
1934,47,47,0.1
1935,47,47,0.1
1936,42,42,0.1
1937,42,42,0.1
1938,42,42,0.1
1939,42,42,0.1
1940,42,42,0.1
1941,42,42,0.1
1942,42,42,0.1
1943,42,42,0.1
1944,42,42,0.1
1945,42,42,0.1
1946,42,42,0.1
1947,42,42,0.1
1948,42,42,0.1
1949,42,42,0.1
1950,42,42,0.1
1951,42,42,0.1
1952,42,42,0.1
1953,40,40,0.1
1954,40,40,0.1
1955,40,40,0.1
1956,40,40,0.1
1957,40,40,0.1
1958,40,40,0.1
1959,40,40,0.1
1960,40,40,0.1
1961,40,40,0.1
1962,40,40,0.1
1963,40,40,0.1
1964,40,40,0.1
1965,40,40,0.1
1966,40,40,0.1
1967,40,40,0.1
1968,40,40,0.1
1969,40,40,0.1
1970,127,127,0.1
1971,127,127,0.1
1972,127,127,0.1
1973,127,127,0.1
1974,127,127,0.1
1975,127,127,0.1
1976,127,127,0.1
1977,127,127,0.1
1978,127,127,0.1
1979,127,127,0.1
1980,76,76,0.1
1981,76,76,0.1
1982,76,76,0.1
1983,76,76,0.1
1984,76,76,0.1
1985,235,235,0.1
1986,235,235,0.1
1987,235,235,0.1
1988,235,235,0.1
1989,235,235,0.1
1990,262,262,0.1
1991,262,262,0.1
1992,262,262,0.1
1993,262,262,0.1
1994,262,262,0.1
1995,262,262,0.1
1996,262,262,0.1
1997,246,246,0.1
1998,161,161,0.1
1999,161,161,0.1
2000,161,409,0.1
2001,203,203,0.1
2002,74,74,0.1
2003,350,350,0.1
2004,350,350,0.1
2005,350,350,0.1
2006,192,192,0.1
2007,192,192,0.1
2008,192,192,0.1
2009,192,192,0.1
2010,192,192,0.1
2011,192,192,0.1
2012,192,192,0.1
2013,192,192,0.1
2014,192,192,0.1
2015,192,192,0.1
2016,192,192,0.1
2017,192,192,0.1
2018,192,192,0.1
2019,192,192,0.1
2020,192,192,0.1
2021,192,192,0.1
2022,192,192,0.1
2023,192,192,0.1
2024,192,192,0.1
2025,192,192,0.1
2026,192,192,0.1
2027,192,192,0.1
2028,192,192,0.1
2029,192,192,0.1
2030,192,192,0.1
2031,192,192,0.1
2032,192,192,0.1
2033,192,192,0.1
2034,192,192,0.1
2035,192,192,0.1
2036,192,192,0.1
2037,192,192,0.1
2038,192,192,0.1
2039,139,355,0.1
2040,2,2,0.1
2041,2,2,0.1
2042,2,2,0.1
2043,2,2,0.1
2044,2,2,0.1
2045,2,2,0.1
2046,114,114,0.1
2047,114,114,0.1
2048,192,192,0.1
2049,192,192,0.1
2050,192,192,0.1
2051,192,192,0.1
2052,192,192,0.1
2053,192,192,0.1
2054,192,114,0.1
2055,92,92,0.1
2056,92,92,0.1
2057,92,92,0.1
2058,92,92,0.1
2059,92,92,0.1
2060,92,92,0.1
2061,92,92,0.1
2062,349,349,0.1
2063,349,349,0.1
2064,208,208,0.1
2065,208,208,0.1
2066,208,208,0.1
2067,208,208,0.1
2068,208,208,0.1
2069,265,265,0.1
2070,265,265,0.1
2071,265,265,0.1
2072,263,263,0.1
2073,263,263,0.1
2074,263,263,0.1
2075,263,263,0.1
2076,263,263,0.1
2077,73,73,0.1
2078,73,73,0.1
2079,410,266,0.1
2080,341,34,0.1
2081,340,340,0.1
2082,340,340,0.1
2083,340,340,0.1
2084,340,340,0.1
2085,340,340,0.1
2086,213,213,0.1
2087,213,213,0.1
2088,213,213,0.1
2089,213,213,0.1
2090,213,213,0.1
2091,32,32,0.1
2092,110,110,0.1
2093,110,110,0.1
2094,110,110,0.1
2095,110,110,0.1
2096,153,153,0.1
2097,28,28,0.1
2098,28,28,0.1
2099,28,28,0.1
2100,28,28,0.1
2101,28,28,0.1
2102,153,153,0.1
2103,153,153,0.1
2104,153,153,0.1
2105,64,64,0.1
2106,322,322,0.1
2107,64,64,0.1
2108,64,64,0.1
2109,64,64,0.1
2110,64,64,0.1
2111,64,64,0.1
2112,64,64,0.1
2113,64,64,0.1
2114,64,64,0.1
2115,64,64,0.1
2116,64,64,0.1
2117,153,153,0.1
2118,153,153,0.1
2119,153,153,0.1
2120,7,7,0.1
2121,252,252,0.1
2122,253,253,0.1
2123,254,254,0.1
2124,254,254,0.1
2125,254,254,0.1
2126,254,254,0.1
2127,165,165,0.1
2128,165,165,0.1
2129,0,0,0.1
2130,0,0,0.1
2131,0,0,0.1
2132,0,0,0.1
2133,0,0,0.1
2134,12,12,0.1
2135,12,12,0.1
2136,12,12,0.1
2137,12,12,0.1
2138,30,30,0.1
2139,30,30,0.1
2140,30,30,0.1
2141,30,30,0.1
2142,30,30,0.1
2143,30,30,0.1
2144,30,30,0.1
2145,30,30,0.1
2146,30,30,0.1
2147,30,30,0.1
2148,299,300,0.1
2149,300,300,0.1
2150,23,23,0.1
2151,23,23,0.1
2152,292,292,0.1
2153,292,292,0.1
2154,292,292,0.1
2155,292,292,0.1
2156,68,68,0.1
2157,165,160,0.1
2158,167,234,0.1
2159,165,234,0.1
2160,234,234,0.1
2161,165,234,0.1
2162,165,234,0.1
2163,165,165,0.1
2164,234,165,0.1
2165,165,234,0.1
2166,165,165,0.1
2167,316,316,0.1
2168,316,316,0.1
2169,152,152,0.1
2170,152,152,0.1
2171,152,152,0.1
2172,152,152,0.1
2173,152,152,0.1
2174,152,152,0.1
2175,152,152,0.1
2176,152,152,0.1
2177,152,152,0.1
2178,152,152,0.1
2179,152,152,0.1
2180,152,152,0.1
2181,152,152,0.1
2182,152,152,0.1
2183,152,152,0.1
2184,21,21,0.1
2185,21,21,0.1
2186,21,21,0.1
2187,21,21,0.1
2188,21,21,0.1
2189,21,21,0.1
2190,21,21,0.1
2191,21,21,0.1
2192,21,21,0.1
2193,21,21,0.1
2194,21,21,0.1
2195,1,1,0.1
2196,234,234,0.1
2197,234,234,0.1
2198,68,68,0.1
2199,68,68,0.1
2200,68,234,0.1
2201,68,234,0.1
2202,152,152,0.1
2203,152,152,0.1
2204,152,152,0.1
2205,68,68,0.1
2206,68,68,0.1
2207,68,68,0.1
2208,68,68,0.1
2209,68,68,0.1
2210,68,68,0.1
2211,68,68,0.1
2212,152,152,0.1
2213,178,178,0.1
2214,7,7,0.1
2215,7,7,0.1
2216,7,7,0.1
2217,21,21,0.1
2218,21,21,0.1
2219,21,21,0.1
2220,21,21,0.1
2221,21,21,0.1
2222,21,21,0.1
2223,5,5,0.1
2224,71,71,0.1
2225,71,71,0.1
2226,71,71,0.1
2227,71,71,0.1
2228,71,71,0.1
2229,71,71,0.1
2230,217,223,0.1
2231,217,217,0.1
2232,222,222,0.1
2233,222,222,0.1
2234,275,275,0.1
2235,275,275,0.1
2236,275,275,0.1
2237,275,275,0.1
2238,275,275,0.1
2239,275,275,0.1
2240,262,262,0.1
2241,368,368,0.1
2242,194,194,0.1
2243,161,161,0.1
2244,161,161,0.1
2245,161,161,0.1
2246,161,161,0.1
2247,161,161,0.1
2248,161,161,0.1
2249,161,161,0.1
2250,290,392,0.1
2251,161,290,0.1
2252,392,215,0.1
2253,215,215,0.1
2254,215,215,0.1
2255,215,215,0.1
2256,215,215,0.1
2257,215,215,0.1
2258,215,215,0.1
2259,215,215,0.1
2260,215,215,0.1
2261,215,215,0.1
2262,215,215,0.1
2263,215,215,0.1
2264,94,94,0.1
2265,94,2,0.1
2266,94,94,0.1
2267,3,3,0.1
2268,3,3,0.1
2269,3,3,0.1
2270,3,3,0.1
2271,93,93,0.1
2272,93,93,0.1
2273,93,93,0.1
2274,93,93,0.1
2275,180,180,0.1
2276,180,180,0.1
2277,180,180,0.1
2278,180,180,0.1
2279,180,180,0.1
2280,180,180,0.1
2281,180,180,0.1
2282,180,180,0.1
2283,180,180,0.1
2284,180,180,0.1
2285,180,180,0.1
2286,180,180,0.1
2287,180,180,0.1
2288,180,180,0.1
2289,182,182,0.1
2290,182,182,0.1
2291,182,182,0.1
2292,182,182,0.1
2293,184,184,0.1
2294,184,184,0.1
2295,184,184,0.1
2296,183,183,0.1
2297,183,183,0.1
2298,183,183,0.1
2299,183,183,0.1
2300,183,183,0.1
2301,183,183,0.1
2302,116,116,0.1
2303,116,116,0.1
2304,116,116,0.1
2305,116,116,0.1
2306,4,4,0.1
2307,276,276,0.1
2308,276,276,0.1
2309,276,276,0.1
2310,276,276,0.1
2311,276,276,0.1
2312,276,276,0.1
2313,276,276,0.1
2314,16,16,0.1
2315,16,16,0.1
2316,15,15,0.1
2317,15,15,0.1
2318,15,15,0.1
2319,15,15,0.1
2320,15,15,0.1
2321,15,15,0.1
2322,15,15,0.1
2323,15,15,0.1
2324,15,15,0.1
2325,15,15,0.1
2326,18,18,0.1
2327,18,18,0.1
2328,298,298,0.1
2329,298,298,0.1
2330,298,298,0.1
2331,298,298,0.1
2332,111,298,0.1
2333,111,111,0.1
2334,288,288,0.1
2335,288,288,0.1
2336,288,288,0.1
2337,288,288,0.1
2338,288,227,0.1
2339,227,227,0.1
2340,227,227,0.1
2341,227,227,0.1
2342,227,227,0.1
2343,227,227,0.1
2344,370,370,0.1
2345,370,370,0.1
2346,370,370,0.1
2347,370,370,0.1
2348,80,80,0.1
2349,258,258,0.1
2350,258,258,0.1
2351,258,258,0.1
2352,258,258,0.1
2353,258,258,0.1
2354,258,258,0.1
2355,258,258,0.1
2356,258,258,0.1
2357,258,258,0.1
2358,258,258,0.1
2359,258,258,0.1
2360,29,29,0.1
2361,170,170,0.1
2362,170,170,0.1
2363,279,279,0.1
2364,279,279,0.1
2365,279,279,0.1
2366,279,279,0.1
2367,279,279,0.1
2368,279,279,0.1
2369,411,411,0.1
2370,411,411,0.1
2371,411,279,0.1
2372,411,411,0.1
2373,411,411,0.1
2374,411,411,0.1
2375,411,411,0.1
2376,273,411,0.1
2377,273,273,0.1
2378,273,273,0.1
2379,273,273,0.1
2380,412,412,0.1
2381,35,35,0.1
2382,39,39,0.1
2383,39,39,0.1
2384,39,39,0.1
2385,39,39,0.1
2386,39,39,0.1
2387,35,33,0.1
2388,37,35,0.1
2389,37,37,0.1
2390,37,37,0.1
2391,36,37,0.1
2392,36,36,0.1
2393,36,36,0.1
2394,36,36,0.1
2395,108,108,0.1
2396,171,171,0.1
2397,260,260,0.1
2398,14,249,0.1
2399,55,55,0.1
2400,55,55,0.1
2401,55,55,0.1
2402,55,55,0.1
2403,55,55,0.1
2404,55,55,0.1
2405,171,171,0.1
2406,171,171,0.1
2407,55,55,0.1
2408,55,55,0.1
2409,55,55,0.1
2410,55,55,0.1
2411,55,55,0.1
2412,55,55,0.1
2413,55,55,0.1
2414,55,55,0.1
2415,249,249,0.1
2416,249,249,0.1
2417,13,13,0.1
2418,13,13,0.1
2419,171,171,0.1
2420,171,171,0.1
2421,171,171,0.1
2422,171,171,0.1
2423,171,171,0.1
2424,171,171,0.1
2425,171,171,0.1
2426,171,171,0.1
2427,171,171,0.1
2428,398,398,0.1
2429,398,398,0.1
2430,398,398,0.1
2431,171,171,0.1
2432,171,171,0.1
2433,372,372,0.1
2434,372,372,0.1
2435,171,171,0.1
2436,171,171,0.1
2437,171,171,0.1
2438,171,171,0.1
2439,171,171,0.1
2440,171,171,0.1
2441,171,171,0.1
2442,171,171,0.1
2443,171,171,0.1
2444,171,171,0.1
2445,283,283,0.1
2446,283,283,0.1
2447,283,283,0.1
2448,283,283,0.1
2449,74,74,0.1
2450,74,74,0.1
2451,74,74,0.1
2452,74,74,0.1
2453,74,74,0.1
2454,74,74,0.1
2455,74,74,0.1
2456,74,74,0.1
2457,350,350,0.1
2458,350,350,0.1
2459,353,353,0.1
2460,353,353,0.1
2461,353,353,0.1
2462,353,353,0.1
2463,379,379,0.1
2464,379,379,0.1
2465,379,379,0.1
2466,379,379,0.1
2467,379,379,0.1
2468,379,379,0.1
2469,379,379,0.1
2470,379,379,0.1
2471,379,379,0.1
2472,354,354,0.1
2473,354,354,0.1
2474,352,352,0.1
2475,352,352,0.1
2476,352,352,0.1
2477,352,352,0.1
2478,352,352,0.1
2479,203,352,0.1
2480,250,250,0.1
2481,250,250,0.1
2482,250,382,0.1
2483,382,382,0.1
2484,382,382,0.1
2485,382,382,0.1
2486,382,382,0.1
2487,382,382,0.1
2488,382,382,0.1
2489,152,152,0.1
2490,21,21,0.1
2491,152,152,0.1
2492,152,152,0.1
2493,152,152,0.1
2494,152,152,0.1
2495,152,152,0.1
2496,152,152,0.1
2497,152,152,0.1
2498,152,152,0.1
2499,152,152,0.1
2500,173,173,0.1
2501,173,173,0.1
2502,174,174,0.1
2503,152,152,0.1
2504,152,152,0.1
2505,152,152,0.1
2506,152,152,0.1
2507,152,152,0.1
2508,152,152,0.1
2509,152,152,0.1
2510,262,262,0.1
2511,262,262,0.1
2512,262,262,0.1
2513,231,231,0.1
2514,231,231,0.1
2515,231,231,0.1
2516,231,231,0.1
2517,38,38,0.1
2518,38,38,0.1
2519,38,38,0.1
2520,38,38,0.1
2521,38,38,0.1
2522,38,38,0.1
2523,38,38,0.1
2524,38,38,0.1
2525,38,38,0.1
2526,38,38,0.1
2527,38,38,0.1
2528,38,38,0.1
2529,38,38,0.1
2530,38,38,0.1
2531,38,38,0.1
2532,38,38,0.1
2533,38,38,0.1
2534,38,38,0.1
2535,38,38,0.1
2536,38,38,0.1
2537,38,38,0.1
2538,38,38,0.1
2539,38,38,0.1
2540,38,38,0.1
2541,38,38,0.1
2542,38,38,0.1
2543,38,38,0.1
2544,38,38,0.1
2545,38,38,0.1
2546,38,38,0.1
2547,38,38,0.1
2548,38,38,0.1
2549,38,38,0.1
2550,38,38,0.1
2551,38,38,0.1
2552,38,38,0.1
2553,38,38,0.1
2554,38,38,0.1
2555,38,38,0.1
2556,38,38,0.1
2557,38,38,0.1
2558,38,38,0.1
2559,38,38,0.1
2560,38,38,0.1
2561,38,38,0.1
2562,38,38,0.1
2563,38,38,0.1
2564,38,38,0.1
2565,38,38,0.1
2566,38,38,0.1
2567,38,38,0.1
2568,38,38,0.1
2569,38,38,0.1
2570,38,38,0.1
2571,38,38,0.1
2572,38,38,0.1
2573,38,38,0.1
2574,38,38,0.1
2575,38,38,0.1
2576,38,38,0.1
2577,38,38,0.1
2578,38,38,0.1
2579,62,62,0.1
2580,62,62,0.1
2581,62,62,0.1
2582,62,62,0.1
2583,62,62,0.1
2584,62,62,0.1
2585,62,62,0.1
2586,411,311,0.1
2587,161,409,0.1
2588,178,178,0.1
2589,19,19,0.1
2590,19,19,0.1
2591,153,153,0.1
2592,153,153,0.1
2593,9,9,0.1
2594,9,9,0.1
2595,9,9,0.1
2596,9,9,0.1
2597,9,9,0.1
2598,9,9,0.1
2599,9,9,0.1
2600,9,9,0.1
2601,9,9,0.1
2602,9,9,0.1
2603,9,15,0.1
2604,15,15,0.1
2605,158,158,0.1
2606,158,12,0.1
2607,12,12,0.1
2608,12,12,0.1
2609,12,12,0.1
2610,12,12,0.1
2611,12,12,0.1
2612,12,12,0.1
2613,240,240,0.1
2614,240,240,0.1
2615,240,240,0.1
2616,158,158,0.1
2617,158,158,0.1
2618,158,158,0.1
2619,158,158,0.1
2620,158,158,0.1
2621,158,158,0.1
2622,330,330,0.1
2623,330,330,0.1
2624,68,68,0.1
2625,68,68,0.1
2626,68,234,0.1
2627,23,23,0.1
2628,23,23,0.1
