name,bus,type,build_year,p_nom,carrier,address
영흥#4,KR,기력,2008.12,870,유연탄,인천 옹진군 영흥면
영흥#5,KR,기력,2014.6,870,유연탄,인천 옹진군 영흥면
영흥#6,KR,기력,2014.11,870,유연탄,인천 옹진군 영흥면
울산#4,KR,기력,1980.1,400,중유,울산 남구 남화동
울산#5,KR,기력,1980.1,400,중유,울산 남구 남화동
울산#6,KR,기력,1981.1,400,중유,울산 남구 남화동
제주#2,KR,신재생,2000.3,75,바이오중유,제주 제주시 삼양동
제주#3,KR,신재생,2000.12,75,바이오중유,제주 제주시 삼양동
태안#1,KR,기력,1995.6,500,유연탄,충남 태안군 원북면 방갈리
태안#10,KR,기력,2017.6,1050,유연탄,충남 태안군 원북면 방갈리
태안#2,KR,기력,1995.12,500,유연탄,충남 태안군 원북면 방갈리
태안#3,KR,기력,1997.3,500,유연탄,충남 태안군 원북면 방갈리
태안#4,KR,기력,1997.8,500,유연탄,충남 태안군 원북면 방갈리
태안#5,KR,기력,2001.1,500,유연탄,충남 태안군 원북면 방갈리
태안#6,KR,기력,2002.5,500,유연탄,충남 태안군 원북면 방갈리
태안#7,KR,기력,2007.2,500,유연탄,충남 태안군 원북면 방갈리
태안#8,KR,기력,2007.8,500,유연탄,충남 태안군 원북면 방갈리
태안#9,KR,기력,2016.1,1050,유연탄,충남 태안군 원북면 방갈리
평택#1,KR,기력,1980.4,350,LNG,경기 평택시 포승면
평택#2,KR,기력,1980.6,350,LNG,경기 평택시 포승면
평택#3,KR,기력,1983.5,350,LNG,경기 평택시 포승면
평택#4,KR,기력,1983.8,350,LNG,경기 평택시 포승면
하동#1,KR,기력,1997.7,500,유연탄,경남 하동군 금성면
하동#2,KR,기력,1997.11,500,유연탄,경남 하동군 금성면
하동#3,KR,기력,1998.6,500,유연탄,경남 하동군 금성면
하동#4,KR,기력,1999.3,500,유연탄,경남 하동군 금성면
하동#5,KR,기력,2000.7,500,유연탄,경남 하동군 금성면
하동#6,KR,기력,2001.7,500,유연탄,경남 하동군 금성면
하동#7,KR,기력,2008.12,500,유연탄,경남 하동군 금성면
하동#8,KR,기력,2009.5,500,유연탄,경남 하동군 금성면
호남#1,KR,기력,1973.4,250,유연탄,전남 여수시 월내동
호남#2,KR,기력,1973.5,250,유연탄,전남 여수시 월내동
가거도,KR,내연,2004.8,0.3,경유,전남 신안군 흑산면 가거도리
가거도,KR,내연,2009.9,0.75,경유,전남 신안군 흑산면 가거도리
가의도,KR,내연,1996.7,0.24,경유,충남 태안군 근흥면 가의도리
가파도,KR,내연,1993.2,0.45,경유,제주 서귀포시 대정읍 가파리
개야도,KR,내연,1994.3,0.5,경유,전북 군산시 옥도면 개야도리
개야도,KR,내연,2006.9,1,경유,전북 군산시 옥도면 개야도리
거문도,KR,내연,1989.4,2,경유,전남 여수시 삼산면 덕촌리
거문도,KR,내연,1997.7,0.5,경유,전남 여수시 삼산면 덕촌리
거문도,KR,내연,2005.8,2,경유,전남 여수시 삼산면 덕촌리
고대도,KR,내연,1996.4,0.1,경유,충남 보령시 오천면
고대도,KR,내연,1996.4,0.3,경유,충남 보령시 오천면
구자도,KR,내연,2007.4,0.24,경유,전남 진도군 의신면
낙월도,KR,내연,1994.5,0.75,경유,전남 영광군 낙월면
녹도,KR,내연,1996.1,0.16,경유,충남 보령시 오천면
녹도,KR,내연,2011.5,0.1,경유,충남 보령시 오천면
대청도,KR,내연,1995.2,0.45,경유,인천 옹진군 대청면 대청리
대청도,KR,내연,2006.8,0.5,경유,인천 옹진군 대청면 대청리
대청도,KR,내연,2011.3,2.6,경유,인천 옹진군 대청면 대청리
덕우도,KR,내연,1996.5,0.24,경유,전남 완도군 생일면 봉선리
덕우도,KR,내연,2000.1,0.15,경유,전남 완도군 생일면 봉선리
덕적도,KR,내연,1989.8,0.9,경유,인천 옹진군 덕적면
덕적도,KR,내연,1997.7,0.5,경유,인천 옹진군 덕적면
덕적도,KR,내연,2001.6,0.5,경유,인천 옹진군 덕적면
덕적도,KR,내연,2005.6,1,경유,인천 옹진군 덕적면
독거도,KR,내연,2004.11,0.08,경유,전남 진도군 조도면
독거도,KR,내연,2010.1,0.08,경유,전남 진도군 조도면
득량도,KR,내연,1994.6,0.3,경유,전남 고흥군 도양읍
마라도,KR,내연,2011.11,0.3,경유,제주 서귀포시 대정읍
마라도,KR,내연,2011.11,0.2,경유,제주 서귀포시 대정읍
마라도,KR,내연,2013.6,0.2,경유,제주 서귀포시 대정읍
매물도,KR,내연,1994.3,0.45,경유,경남 통영시 한산면
문갑도,KR,내연,2004.1,0.24,경유,인천 옹진군 덕적면
백령도,KR,내연,1999.12,4.5,경유,인천시 옹진군 백령면
백령도,KR,내연,2001.6,1.5,경유,인천시 옹진군 백령면
백령도,KR,내연,2003.7,3,경유,인천시 옹진군 백령면
백령도,KR,내연,2013.3,6,경유,인천시 옹진군 백령면
비안도,KR,내연,1994.3,0.45,경유,전북 군산시 옥도면 비안도리
비양도,KR,내연,1996.4,0.24,경유,제주 제주시 한림읍 협재리
삽시도,KR,내연,1993.2,1,경유,충남 보령시 오천면 삽시도리
삽시도,KR,내연,2006.9,0.6,경유,충남 보령시 오천면 삽시도리
상화도,KR,내연,2006.7,0.08,경유,전남 여수시 화정면
상화도,KR,내연,2006.12,0.08,경유,전남 여수시 화정면
상화도,KR,내연,2008.12,0.08,경유,전남 여수시 화정면
성남도,KR,내연,2004.12,0.08,경유,전남 진도군 조도면
성남도,KR,내연,2010.4,0.08,경유,전남 진도군 조도면
소연평도,KR,내연,2002.12,0.5,경유,인천 웅진군 연평면
소연평도,KR,내연,2002.12,0.1,경유,인천 웅진군 연평면
소청도,KR,내연,1995.1,2.4,경유,인천 옹진군 대청면 소청리
손죽도,KR,내연,1994.6,0.3,경유,전남 여수시 삼산면
송이도,KR,내연,1996.1,0.2,경유,전남 영광군 낙월면
송이도,KR,내연,2011.5,0.1,경유,전남 영광군 낙월면
수우도,KR,내연,1996.6,0.08,경유,경남 통영시 사량면
수우도,KR,내연,2008.6,0.08,경유,경남 통영시 사량면
슬도,KR,내연,2006.11,0.24,경유,전남 진도군 조도면
승봉도,KR,내연,1994.12,0.45,경유,인천 옹진군 자월면
승봉도,KR,내연,2004.7,0.5,경유,인천 옹진군 자월면
승봉도,KR,내연,2008.1,1,경유,인천 옹진군 자월면
시산도,KR,내연,1994.8,0.75,경유,전남 고흥군 도양읍
어룡도,KR,내연,2006.12,0.24,경유,전남 완도군 노화읍
어의도,KR,내연,1996.1,0.08,경유,경남 통영시 용남면
어의도,KR,내연,1996.1,0.08,경유,경남 통영시 용남면
어청도,KR,내연,1994.2,0.3,경유,전북 군산시 옥도면 어청도리
어청도,KR,내연,2007.7,0.6,경유,전북 군산시 옥도면 어청도리
어청도,KR,내연,2012.8,0.5,경유,전북 군산시 옥도면 어청도리
여서도,KR,내연,1996.7,0.24,경유,전남 완도군 청산면 여서리
여자도,KR,내연,1994.4,0.45,경유,전남 여수시 화정면
연도,KR,내연,1996.4,0.16,경유,전북 군산시 옥도면 연도리
연도,KR,내연,2011.5,0.1,경유,전북 군산시 옥도면 연도리
연평도,KR,내연,2005.7,2,경유,인천 옹진군 연평면 연평리
연평도,KR,내연,2011.7,5.7,경유,인천 옹진군 연평면 연평리
영산도,KR,내연,2015.11,0.24,경유,전남 신안군 흑산면
왕등도,KR,내연,2006.4,0.24,경유,전남 부안군 위도면
외도,KR,내연,2015.11,0.16,경유,충남 태안군 안면읍
외도,KR,내연,2015.11,0.06,경유,충남 태안군 안면읍
외연도,KR,내연,1994.8,0.45,경유,충남 보령시 오천면 외연도리
외연도,KR,내연,2004.7,0.3,경유,충남 보령시 오천면 외연도리
울도,KR,내연,2003.3,0.24,경유,인천 옹진군 덕적면
울릉도,KR,내연,1986.6,2,경유,경북 울릉군 울릉읍 서면
울릉도,KR,내연,1996.8,3,경유,경북 울릉군 울릉읍 서면
울릉도,KR,내연,2002.9,1.5,경유,경북 울릉군 울릉읍 서면
울릉도,KR,내연,2007.12,6,경유,경북 울릉군 울릉읍 서면
울릉도,KR,내연,2011.12,6,경유,경북 울릉군 울릉읍 서면
위도,KR,내연,1993.2,1.35,경유,전북 부안군 위도면 진리
위도,KR,내연,2002.8,0.5,경유,전북 부안군 위도면 진리
위도,KR,내연,2003.6,1,경유,전북 부안군 위도면 진리
자월도,KR,내연,1993.1,0.15,경유,인천 옹진군 자월면 자월리
자월도,KR,내연,2004.9,1.5,경유,인천 옹진군 자월면 자월리
장고도,KR,내연,1996.1,0.45,경유,충남 보령시 오천면
"제주GT#1,2",KR,내연,1977.12,110,경유,제주 제주시 삼양동
제주GT#3,KR,내연,1977.12,55,경유,제주 제주시 삼양동
제주내연#1,KR,내연,2005.6,40,중유,제주 제주시 삼양동
제주내연#2,KR,내연,2009.6,40,중유,제주 제주시 삼양동
조도,KR,내연,1996.1,1,경유,전남 진도군 조도면
조도,KR,내연,2008.5,1.6,경유,전남 진도군 조도면
조도,KR,내연,2016.2,0.8,경유,전남 진도군 조도면
초도,KR,내연,1992.5,0.75,경유,전남 여수시 삼산면
추도,KR,내연,1994.2,0.24,경유,경남 통영시 산양읍
추자도,KR,내연,1995.12,0.5,경유,제주 제주시 추자면
추자도,KR,내연,1999.5,0.5,경유,제주 제주시 추자면
추자도,KR,내연,1999.7,0.5,경유,제주 제주시 추자면
추자도,KR,내연,2007.2,2,경유,제주 제주시 추자면
추자도,KR,내연,2012.5,2,경유,제주 제주시 추자면
평도,KR,내연,2005.1,0.24,경유,전남 여수시 삼산면
풍도,KR,내연,1996.8,0.45,경유,경기 안산시 단원구 풍도동
호도,KR,내연,1997.7,0.6,경유,충남 보령시 오천면
홍도,KR,내연,1993.3,0.25,경유,전남 신안군 흑산면 홍도리
홍도,KR,내연,2004.11,0.5,경유,전남 신안군 흑산면 홍도리
홍도,KR,내연,2010.5,1.6,경유,전남 신안군 흑산면 홍도리
화도,KR,내연,2002.02,0.08,경유,전남 고흥군 도양읍
화도,KR,내연,2007.07,0.08,경유,전남 고흥군 도양읍
화도,KR,내연,2010.1,0.08,경유,전남 고흥군 도양읍
흑산도,KR,내연,1994.8,0.5,경유,전남 신안군 흑산면
흑산도,KR,내연,1996.8,1.5,경유,전남 신안군 흑산면
흑산도,KR,내연,2008.3,2,경유,전남 신안군 흑산면
광양#1 GT,KR,복합,2006.2,306.2,LNG,전남 광양시 금호동
광양#1 ST,KR,복합,2006.2,188.4,LNG,전남 광양시 금호동
광양#2 GT,KR,복합,2006.5,306.2,LNG,전남 광양시 금호동
광양#2 ST,KR,복합,2006.5,188.4,LNG,전남 광양시 금호동
군산 GT,KR,복합,2010.5,466.6,LNG,전북 군산시 경암동
군산 ST,KR,복합,2010.5,251.8,LNG,전북 군산시 경암동
남제주복합 GT,KR,복합,2020.11,97.028,LNG,제주 서귀포시 안덕면
남제주복합 ST,KR,복합,2020.11,49.217,LNG,제주 서귀포시 안덕면
당진#1 GT,KR,복합,2000.7,321.92,LNG,충남 당진시 송악읍
당진#1 ST,KR,복합,2001.4,178.83,LNG,충남 당진시 송악읍
당진#2 GT,KR,복합,2008.3,349,LNG,충남 당진시 송악읍
당진#2 ST,KR,복합,2008.3,184,LNG,충남 당진시 송악읍
당진#3 GT,KR,복합,2013.8,250,LNG,충남 당진시 송악읍
당진#3 ST,KR,복합,2013.8,132,LNG,충남 당진시 송악읍
당진#4 GT,KR,복합,2017.4,539.6,LNG,충남 당진시 송악읍
당진#4 ST,KR,복합,2017.4,306.4,LNG,충남 당진시 송악읍
대산 GT,KR,복합,1997.12,374.8,LNG,충남 서산시 대산읍
대산 ST,KR,복합,1998.3,91,LNG,충남 서산시 대산읍
동두천#1 GT,KR,복합,2015.3,572.6,LNG,경기 동두천시 지형동
동두천#1 ST,KR,복합,2015.3,285.8,LNG,경기 동두천시 지형동
동두천#2 GT,KR,복합,2015.1,572.6,LNG,경기 동두천시 지형동
동두천#2 ST,KR,복합,2015.1,285.8,LNG,경기 동두천시 지형동
보령#1~3 GT,KR,복합,1997.8,900,LNG,충남 보령시 오천면
보령#1~3 ST,KR,복합,2002.8,450,LNG,충남 보령시 오천면
부산#1 GT,KR,복합,2003.5,300,LNG,부산 사하구 감천동
부산#1 ST,KR,복합,2003.5,150,LNG,부산 사하구 감천동
부산#2 GT,KR,복합,2003.6,300,LNG,부산 사하구 감천동
부산#2 ST,KR,복합,2003.6,150,LNG,부산 사하구 감천동
부산#3 GT,KR,복합,2004.2,300,LNG,부산 사하구 감천동
부산#3 ST,KR,복합,2004.2,150,LNG,부산 사하구 감천동
부산#4 GT,KR,복합,2004.3,300,LNG,부산 사하구 감천동
부산#4 ST,KR,복합,2004.3,150,LNG,부산 사하구 감천동
부산정관에너지 GT,KR,복합,2017.7,26.65,LNG,부산 기장군 정관읍
부산정관에너지 ST,KR,복합,2017.7,19.186,LNG,부산 기장군 정관읍
분당#1 GT,KR,복합,1992.4,155.516,LNG,경기 성남시 분당동
분당#1 GT,KR,복합,1992.6,233.274,LNG,경기 성남시 분당동
분당#1 ST,KR,복합,1993.9,185,LNG,경기 성남시 분당동
분당#2 GT,KR,복합,1995.6,233.274,LNG,경기 성남시 분당동
분당#2 ST,KR,복합,1997.3,115,LNG,경기 성남시 분당동
서울복합#1 GT,KR,복합,2019.11,241.298,LNG,서울 마포구 토정로
서울복합#1 ST,KR,복합,2019.11,127.875,LNG,서울 마포구 토정로
서울복합#2 GT,KR,복합,2019..6,241.298,LNG,서울 마포구 토정로
서울복합#2 ST,KR,복합,2019..6,127.875,LNG,서울 마포구 토정로
서인천 #5~8 GT,KR,복합,1992.5,300,LNG,인천 서구 경서동
서인천 #5~8 GT,KR,복합,1992.6,300,LNG,인천 서구 경서동
서인천 #5~8 ST,KR,복합,1992.1,150,LNG,인천 서구 경서동
서인천 #5~8 ST,KR,복합,1992.11,150,LNG,인천 서구 경서동
서인천#1~4 GT,KR,복합,1992.2,150,LNG,인천 서구 경서동
서인천#1~4 GT,KR,복합,1992.3,150,LNG,인천 서구 경서동
서인천#1~4 GT,KR,복합,1992.4,300,LNG,인천 서구 경서동
서인천#1~4 ST,KR,복합,1992.7,150,LNG,인천 서구 경서동
서인천#1~4 ST,KR,복합,1992.9,150,LNG,인천 서구 경서동
"신인천#1,2 GT",KR,복합,1996.6,600,LNG,인천 서구 경서동
"신인천#1,2 ST",KR,복합,1997.7,300,LNG,인천 서구 경서동
"신인천#3,4 GT",KR,복합,1996.6,600,LNG,인천 서구 경서동
"신인천#3,4 ST",KR,복합,1997.7,300,LNG,인천 서구 경서동
신평택 GT,KR,복합,2019.1,580.4,LNG,경기 평택시 포승읍
신평택 ST,KR,복합,2019.1,282.9,LNG,경기 평택시 포승읍
안동 GT,KR,복합,2014.3,234.5,LNG,경북 안동시 풍산읍
안동 ST,KR,복합,2014.3,127.1,LNG,경북 안동시 풍산읍
안산 GT,KR,복합,2014.11,485.8,LNG,경기 안산시 단원구
안산 ST,KR,복합,2014.11,265.4,LNG,경기 안산시 단원구
여주복합GT#1,KR,복합,2023.07,336.022,LNG,경기 여주시 북내면
여주복합GT#2,KR,복합,2023.07,336.022,LNG,경기 여주시 북내면
여주복합ST,KR,복합,2023.07,353.356,LNG,경기 여주시 북내면
영남파워 GT,KR,복합,2017.1,292,LNG,울산 남구 장생포로
영남파워 ST,KR,복합,2017.1,150.8,LNG,울산 남구 장생포로
영월 GT,KR,복합,2010.1,549,LNG,강원 영월군 영월읍
영월 ST,KR,복합,2010.1,299,LNG,강원 영월군 영월읍
오성 GT,KR,복합,2013.3,497.04,LNG,경기 평택시 오성면
오성 ST,KR,복합,2013.3,272.79,LNG,경기 평택시 오성면
울산#1 GT,KR,복합,1995.6,200,LNG,울산 남구 남화동
울산#1 ST,KR,복합,1979.1,100,LNG,울산 남구 남화동
울산#2 GT,KR,복합,1996.7,300,LNG,울산 남구 남화동
울산#2 ST,KR,복합,1997.6,150,LNG,울산 남구 남화동
울산#3 GT,KR,복합,1996.7,300,LNG,울산 남구 남화동
울산#3 ST,KR,복합,1997.8,150,LNG,울산 남구 남화동
울산#4 GT,KR,복합,2013.7,573.2,LNG,울산 남구 남화동
울산#4 ST,KR,복합,2014.7,298.7,LNG,울산 남구 남화동
율촌#1 GT,KR,복합,2004.7,327.6,LNG,전남 순천시 해룡면
율촌#1 ST,KR,복합,2005.7,197.9,LNG,전남 순천시 해룡면
율촌#2 GT,KR,복합,2013.6,571.6,LNG,전남 순천시 해룡면
율촌#2 ST,KR,복합,2014.4,292.6,LNG,전남 순천시 해룡면
인천#1 GT,KR,복합,2005.6,321.458,LNG,인천 서구 원창동
인천#1 ST,KR,복합,2005.6,182.081,LNG,인천 서구 원창동
인천#2 GT,KR,복합,2009.6,327.958,LNG,인천 서구 원창동
인천#2 ST,KR,복합,2009.6,180.95,LNG,인천 서구 원창동
인천#3 GT,KR,복합,2012.12,300,LNG,인천 서구 원창동
인천#3 ST,KR,복합,2012.12,150,LNG,인천 서구 원창동
일산#1 GT,KR,복합,1993.2,200,LNG,경기 고양시 백석동
일산#1 GT,KR,복합,1993.2,200,LNG,경기 고양시 백석동
일산#1 ST,KR,복합,1993.12,200,LNG,경기 고양시 백석동
일산#2 GT,KR,복합,1995.6,200,LNG,경기 고양시 백석동
일산#2 ST,KR,복합,1996.3,100,LNG,경기 고양시 백석동
제주복합#1 GT,KR,복합,2018..6,71.893,유류,제주 제주시 원당로
제주복합#1 ST,KR,복합,2018..6,42.474,유류,제주 제주시 원당로
제주복합#2 GT,KR,복합,2018..8,58.947,LNG,제주 제주시 원당로
제주복합#2 ST,KR,복합,2018..8,34.776,LNG,제주 제주시 원당로
파주문산#1 GT,KR,복합,2017.2,551,LNG,경기 파주시 파주읍
파주문산#1 ST,KR,복합,2017.2,296.6,LNG,경기 파주시 파주읍
파주문산#2 GT,KR,복합,2017.3,551,LNG,경기 파주시 파주읍
파주문산#2 ST,KR,복합,2017.3,296.6,LNG,경기 파주시 파주읍
평택#2 GT,KR,복합,2013.7,572.6,LNG,경기 평택시 포승면
평택#2 ST,KR,복합,2014.9,295.9,LNG,경기 평택시 포승면
포스코#3 GT,KR,복합,1996.7,300,LNG,인천 서구 원창동
포스코#3 ST,KR,복합,1999.11,150,LNG,인천 서구 원창동
포스코#4 GT,KR,복합,1997.7,300,LNG,인천 서구 원창동
포스코#4 ST,KR,복합,2001.09,150,LNG,인천 서구 원창동
포스코#5 GT,KR,복합,2011.2,366.4,LNG,인천 서구 원창동
포스코#5 ST,KR,복합,2011.2,208.2,LNG,인천 서구 원창동
포스코#6 GT,KR,복합,2011.6,366.4,LNG,인천 서구 원창동
포스코#6 ST,KR,복합,2011.6,208.2,LNG,인천 서구 원창동
포스코#7 GT,KR,복합,2014.7,242.7,LNG,인천 서구 원창동
포스코#7 ST,KR,복합,2014.7,132.9,LNG,인천 서구 원창동
포스코#8 GT,KR,복합,2014.1,242.7,LNG,인천 서구 원창동
포스코#8 ST,KR,복합,2014.1,132.9,LNG,인천 서구 원창동
포스코#9 GT,KR,복합,2015.1,242.7,LNG,인천 서구 원창동
포스코#9 ST,KR,복합,2015.1,132.9,LNG,인천 서구 원창동
포천#1 GT,KR,복합,2014.6,481,LNG,경기 포천시 창수면
포천#1 ST,KR,복합,2014.6,244,LNG,경기 포천시 창수면
포천#2 GT,KR,복합,2014.8,481,LNG,경기 포천시 창수면
포천#2 ST,KR,복합,2014.8,244,LNG,경기 포천시 창수면
포천천연 GT,KR,복합,2017.3,575.4,LNG,경기 포천시 신북면
포천천연 ST,KR,복합,2017.3,298.8,LNG,경기 포천시 신북면
한림 GT,KR,복합,1995.6,35,LNG,제주 제주시 한림읍
한림 GT,KR,복합,1996.6,35,LNG,제주 제주시 한림읍
한림 ST,KR,복합,1997.7,35,LNG,제주 제주시 한림읍
KC하이드로,KR,소수력,2013.5,0.4,소수력,제주 제주시 한경면
가북,KR,소수력,2014.4,0.65,소수력,경남 거창군 가북면
강릉,KR,수력,1990.12,41,수력,강원 강릉시 성산면(남한강지류 송천 도암호)
강릉,KR,수력,1991.1,41,수력,강원 강릉시 성산면(남한강지류 송천 도암호)
강림,KR,소수력,1978.5,0.45,소수력,강원 평창군 도암면(남한강지류 주천강)
강정고령보,KR,소수력,2011.12,3,소수력,대구 달성군 다사읍
강천보,KR,소수력,2011.12,4.95,소수력,경기 여주군 여주읍
개취보,KR,소수력,2013.8,0.42,소수력,경남 산청군 금서면
경천#1,KR,소수력,1995.6,0.8,소수력,경북 문경시 동로면
경천#2,KR,소수력,2010.1,2.1,소수력,경북 문경시 동로면
경천지구,KR,소수력,2008.12,0.44,소수력,전북 완주군 경천면
고문,KR,소수력,2007.8,1.5,소수력,경기 연천군 연천읍
고산,KR,소수력,2009.12,0.56,소수력,대구 수성구 노변동
고수,KR,소수력,2018.1,0.099,소수력,전북 고창군 고창읍
공주보,KR,소수력,2011.12,3,소수력,충남 공주시 우성면
광주호,KR,소수력,2013.1,0.24,소수력,전남 담양군 고서면
광천,KR,소수력,1992.1,0.45,소수력,전남 순천시 주암면
괴산,KR,소수력,1957.2,2.6,소수력,충북 괴산군 칠성면(남한강수계 남한강 칠성호)
구만,KR,소수력,2014.5,0.17,소수력,전남 구례군 광의면
구미보,KR,소수력,2011.12,3,소수력,경북 구미시 해평면
군위댐,KR,소수력,2010.1,0.5,소수력,경북 군위군 고로면
궁평,KR,소수력,2012.1,0.18,소수력,충남 아산시 송악면
극동,KR,소수력,2011.8,1.5,소수력,전북 정읍시 산외면
극동제2,KR,소수력,2013.4,0.75,소수력,전북 정읍시 산외면
금강,KR,소수력,1988.3,1.35,소수력,충북 옥천군 동이면
금계,KR,소수력,2014.4,0.28,소수력,경북 영주시 풍기읍
낙단보,KR,소수력,2012.6,3,소수력,경북 의성군 단밀면
낙덕,KR,소수력,2014.4,0.06,소수력,전북 순창군 복흥면
남강,KR,소수력,1998.1,18,소수력,경남 진주시 판문동(낙동강수계 남강 진양호)
남강#2,KR,소수력,2019.11,9,소수력,경남 진주시 내동면
노량진,KR,소수력,2013.12,0.3,소수력,서울 동작구 노량진동
농어촌공사,KR,소수력,2010.1,0.49,소수력,충남 보령시 죽정동
단양수중보,KR,소수력,2019.6,2.4,소수력,충북 단양군 단성면
달방,KR,소수력,2007.2,0.17,소수력,강원 동해시 이로동
달성보,KR,소수력,2012.6,2.856,소수력,경북 고령군 개진면
담양,KR,소수력,2007.5,1.274,소수력,전남 담양군 금성면
당진화력#1,KR,소수력,2010.5,4.998,소수력,충남 당진시 석문면
당진화력2소수력,KR,소수력,2014.8,3.2,소수력,충남 당진시 석문면
대곡,KR,소수력,2005.6,0.3,소수력,울산 울주군 두동면
대아,KR,소수력,1993.6,3,소수력,전북 순천시 주안면
대청,KR,수력,1980.11,45,수력,충북 청원군 문의면(금강본류 대청호)
대청,KR,수력,1980.11,45,수력,충북 청원군 문의면(금강본류 대청호)
대청댐#1,KR,소수력,2008.6,0.8,소수력,충북 청원군 현도면
대청댐2,KR,소수력,2017.12,0.9,소수력,충북 청주시 상당구
덕남정수장,KR,소수력,2014.5,0.27,소수력,광주 남구 덕남1길
동상,KR,소수력,2012.1,0.59,소수력,전북 완주군 동상면
동화댐,KR,소수력,2005.5,1,소수력,전북 장수군 번안면
동화정수장,KR,소수력,2015.1,0.12,소수력,전북 장수군 번암면
맹동,KR,소수력,2016.4,0.36,소수력,충북 음성군 맹동면
무주소수력,KR,소수력,2003.4,0.4,소수력,전북 무주군 적상면
무주양수,KR,양수,1995.2,300,양수,전북 무주군 적상면
무주양수,KR,양수,1995.4,300,양수,전북 무주군 적상면
물야,KR,소수력,2011.12,0.41,소수력,경북 봉화군 물야면
밀양,KR,소수력,2001.1,1.3,소수력,경남 밀양시 산외면
반변,KR,소수력,1996.1,1.06,소수력,경북 안동시 임하면
방우리,KR,소수력,1987.3,2.12,소수력,충남 금산군 부리면
백곡,KR,소수력,2007.5,0.43,소수력,충북 진천군 진천읍
백운제#1,KR,소수력,2014.5,0.16,소수력,전남 광양시 지실길
백제보,KR,소수력,2011.12,2.64,소수력,충남 부여군 부여읍
보령,KR,소수력,1997.12,0.145,소수력,충남 보령시 미산면
보령,KR,소수력,1999.3,0.556,소수력,충남 보령시 미산면
보령화력#1,KR,소수력,2009.7,5,소수력,충남 보령시 오천면
보령화력#2,KR,소수력,2008.6,2.5,소수력,충남 보령군 오천면 오포
보성,KR,소수력,2009.5,1.1,소수력,전남 보성군 득량면
보성강,KR,소수력,1990.5,4.5,소수력,전남 보성군 득량면(섬진강수계 보성강 보성저수지)
보청,KR,소수력,2016.5,0.35,소수력,충북 보은군 수한면
