name,bus,type,build_year,p_nom,carrier,address
보현산댐,KR,소수력,2017.5,0.17,소수력,경북 영천시 화북면
봉화,KR,소수력,1988.9,2.1,소수력,충북 봉화군 명호면
부안,KR,소수력,1998.6,0.193,소수력,전북 부안군 변산면
부항댐,KR,소수력,2013.1,0.6,소수력,경북 김천시 지례면
북평해양수력,KR,소수력,2016.1,5,소수력,강원 동해시 공단4로
산내,KR,소수력,1989.9,0.82,소수력,전북 남원시 산내면
산청소수력*,KR,소수력,2001.12,0.995,소수력,경남 산청군 시천면
산청소수력*,KR,소수력,2010.11,0,소수력,경남 산청군 시천면
산청양수,KR,양수,2001.9,350,양수,경남 산청군 시천면
산청양수,KR,양수,2001.11,350,양수,경남 산청군 시천면
삼랑진양수,KR,양수,1985.11,300,양수,경남 밀양시 삼랑진읍
삼랑진양수,KR,양수,1985.12,300,양수,경남 밀양시 삼랑진읍
삼척그린파워 해양소수력,KR,소수력,2017.8,2.75,소수력,강원 삼척시 원덕읍
삼천포 해양,KR,소수력,2007.2,6,소수력,경남 고성군 하이면
삼한에너지,KR,소수력,2014.9,2.8,소수력,강원 정선군 정선읍
삿갓보,KR,소수력,2011.8,0.4,소수력,전북 정읍시 응동면
상주보,KR,소수력,2012.6,3,소수력,경북 상주시 중동면
서리보,KR,소수력,2010.1,1.5,소수력,강원 인제군 기린면
서포,KR,소수력,2014.9,0.35,소수력,전북 군산시 개정면
섬진강댐,KR,소수력,2016.7,1.65,소수력,전북 임실군 강진면
성남,KR,소수력,2004.2,0.34,소수력,경기 성남시 수정구
성남 제2소수력,KR,소수력,2008.12,0.36,소수력,경기 성남시 수정구
성덕댐,KR,소수력,2014.9,0.23,소수력,경북 청송군 안덕면
성주,KR,소수력,1999.9,1.8,소수력,경북 성주군 가천면
세종보,KR,소수력,2011.8,2.31,소수력,세종 연기면
소양강,KR,수력,1973.1,200,수력,강원 춘천시 신북읍(한강수계 소양강 소양호)
소양강,KR,수력,1973.1,200,수력,강원 춘천시 신북읍(한강수계 소양강 소양호)
소천,KR,소수력,1987.7,2.4,소수력,경북 봉화군 소천면
소향,KR,소수력,2018.12,3,소수력,전주 완주군 고산면
솔향강릉,KR,소수력,2011.12,0.34,소수력,강원 강릉시 홍제동
승촌보,KR,소수력,2011.12,0.8,소수력,광주 남구 승천동
신보령,KR,소수력,2016.1,5,소수력,충남 보령시 주교면
안계,KR,소수력,2013.2,0.99,소수력,경북 경주시 강동면
안동,KR,수력,1976.1,90,수력,경북 안동시 성곡동(낙동강본류 안동호)
안동소수력,KR,소수력,2003.9,1.5,소수력,경북 안동시 성곡동
양양소수력,KR,소수력,2005.8,1.4,소수력,강원 양양군 서면
양양양수,KR,양수,2006.2,250,양수,강원 양양군 서면
양양양수,KR,양수,2006.4,250,양수,강원 양양군 서면
양양양수,KR,양수,2006.6,250,양수,강원 양양군 서면
양양양수,KR,양수,2006.8,250,양수,강원 양양군 서면
양양양수신소수력,KR,소수력,2020.12,0.15,소수력,충북 단양군 단성면
어승생,KR,소수력,2020.8,0.287,소수력,제주 제주시 해안동
여주보,KR,소수력,2012.3,4.95,소수력,경기 여주시 능서면
영주댐,KR,소수력,2016.8,5,소수력,경북 영주시 평은면
영천,KR,소수력,2001.8,1,소수력,경북 영천시 임고면
영흥해양#1,KR,소수력,2008.3,3,소수력,인천 옹진군 영흥면
영흥해양#2,KR,소수력,2011.9,4.599,소수력,인천 웅진군 영흥면
영흥해양#3,KR,소수력,2014.5,5,소수력,인천 옹진군 영흥면
예당,KR,소수력,2012.1,0.48,소수력,충남 예산군 응봉면
예천소수력,KR,소수력,2011.12,0.9,소수력,경북 예천군
예천양수,KR,소수력,2018.8,0.025,소수력,경북 예천군 은풍면
예천양수#1,KR,양수,2011.8,400,양수,경북 예천군 용문면
예천양수#2,KR,양수,2011.1,400,양수,경북 예천군 용문면
오봉지구,KR,소수력,2012.6,0.53,소수력,강원 강릉시 성산면
용담,KR,소수력,2001.9,2.3,소수력,전북 진안군 용담면
용담,KR,소수력,2020.4,2.13,소수력,전북 진안군 안천면
용담,KR,소수력,2004.12,1.8,소수력,전북 진안군 용담면
용담1수력,KR,수력,2001.9,22.1,수력,전북 진안군 용담면
용담고산#1,KR,소수력,2016.7,0.8,소수력,전북 완주군 고산면
용림,KR,소수력,2011.12,0.6,소수력,전북 장수군 장수읍
용연 정수장,KR,소수력,2016.6,0.76,소수력,광주 동구 용연동
운문,KR,소수력,1998.1,0.36,소수력,경북 청도군 운문면
운서보,KR,소수력,2014.9,0.4,소수력,경남 함양군 휴천면
원정수,KR,소수력,2007.5,0.6,소수력,전남 광양시 금호동
원통보,KR,소수력,2011.8,0.2,소수력,강원 인제군 북면
율현,KR,소수력,2008.1,0.56,소수력,경남 산청군 신동면
읍애,KR,소수력,2020.12,0.177,소수력,충북 단양군 단성면
의암,KR,수력,1967.8,48,수력,강원 춘천시 신동면(한강수계 북한강 의암호)
이포보,KR,소수력,2011.12,3,소수력,경기 여주군 금사면
일산정수장,KR,소수력,2017.6,0.25,소수력,경기 고양시 덕양구
임기,KR,소수력,1986.8,1.2,소수력,경북 봉화군 소천면
임하,KR,수력,1992.7,50,수력,경북 안동시 임하면(낙동가지류 반변천 임하호)
자인정,KR,소수력,2012.12,0.065,소수력,경북 경산시 자인면
장성,KR,소수력,2013.7,1.392,소수력,전남 장성군 장성읍
장흥,KR,소수력,2005.2,0.8,소수력,전남 장흥군 부산면
정선(봉정),KR,소수력,1993.5,1.92,소수력,강원 정선군 북면
정우#2,KR,소수력,2013.7,0.075,소수력,전북 정읍시 정우면
주암,KR,수력,1991.4,22.5,수력,전남 순천시 주암면(섬진강수계 보성강 주암호)
주암,KR,소수력,2007.5,1,소수력,전남 순천시 주암면
주암 역조정지댐,KR,소수력,2012.11,0.055,소수력,전남 순천시 상사면
죽산보,KR,소수력,2011.12,1.22,소수력,전북 나주시 다시면
죽전,KR,소수력,2014.6,0.19,소수력,경남 합천군 가야면
청송양수,KR,양수,2006.9,300,양수,경북 청송군 파천면
청송양수,KR,양수,2006.12,300,양수,경북 청송군 파천면
청평,KR,수력,1943.1,39.6,수력,경기 가평군 외서면(한강수계 북한강 청평호)
청평,KR,수력,1968.4,40.5,수력,경기 가평군 외서면(한강수계 북한강 청평호)
청평,KR,수력,2011.12,60,수력,경기 가평군 외서면(한강수계 북한강 청평호)
청평양수,KR,양수,1979.11,200,양수,경남 밀양시 삼랑진읍
청평양수,KR,양수,1980.2,200,양수,경남 밀양시 삼랑진읍
추산,KR,소수력,1969.5,0.6,소수력,경북 울릉군 북면(나리분지수원지 용출소)
추산,KR,소수력,1978.6,0.1,소수력,경북 울릉군 북면(나리분지수원지 용출소)
춘천,KR,수력,1965.1,31.14,수력,강원 춘천시 신북읍(한강수계 북한강 춘천호)
춘천,KR,수력,1965.2,31.14,수력,강원 춘천시 신북읍(한강수계 북한강 춘천호)
충주,KR,수력,1985.5,200,수력,충북 충주시 동량면(한강수계 남한강 충주호)
충주,KR,수력,1985.5,200,수력,충북 충주시 동량면(한강수계 남한강 충주호)
충주,KR,수력,1985.7,6,수력,충북 충주시 동량면(한강수계 남한강 충주호)
충주,KR,수력,1985.7,6,수력,충북 충주시 동량면(한강수계 남한강 충주호)
칠곡보,KR,소수력,2012.6,3,소수력,경북 칠곡군 석적읍
칠보,KR,수력,1945.4,14.4,수력,전북 정읍시 칠보면(섬진강수계 섬진강옥정호)
칠보,KR,수력,1965.12,14.6,수력,전북 정읍시 칠보면(섬진강수계 섬진강옥정호)
칠보,KR,수력,1985.3,6,수력,전북 정읍시 칠보면(섬진강수계 섬진강옥정호)
탑정,KR,소수력,2010.1,0.32,소수력,충남 논산시 부적면
태안소수력,KR,소수력,2008.6,2.2,소수력,충남 태안군 원북면
토평,KR,소수력,2011.12,0.045,소수력,경기 구리시 수택동
판교가압장,KR,소수력,2011.8,0.2,소수력,경기 성남시 분당구
팔당,KR,수력,1973.12,120,수력,경기 남양주시 조안면(한강수계 북한강 팔당호)
팔당,KR,수력,1973.12,120,수력,경기 남양주시 조안면(한강수계 북한강 팔당호)
하동호,KR,소수력,2006.6,0.825,소수력,전남 하동군 청암면
한국해양울돌목조류,KR,신재생,2009.5,1,해양에너지,전남 진도군 군내면
한석,KR,소수력,1989.4,2.214,소수력,충북 단양군 영춘면
함안보,KR,소수력,2012.3,5,소수력,경남 함안군 칠북면
합천,KR,수력,1989.3,100,수력,경남 합천군 용주면(낙동강수계 황강 합천호)
합천·창녕보,KR,소수력,2012.6,5,소수력,경남 합천군 청덕면
합천2수력,KR,소수력,2017.12,1.8,소수력,경남 합천군 용주면
행원,KR,소수력,2010.11,0.06,소수력,제주 제주시 구좌읍
홍익동진,KR,소수력,2008.6,0.85,소수력,전북 정읍시 칠보면
화천,KR,수력,1944.1,54,수력,강원 화천군 간동면(한강수계 북한강 파로호)
화천,KR,수력,1957.11,27,수력,강원 화천군 간동면(한강수계 북한강 파로호)
화천,KR,수력,1968.6,27,수력,강원 화천군 간동면(한강수계 북한강 파로호)
회동댐,KR,소수력,2012.12,0.055,소수력,부산 금정구 회동동
횡성,KR,소수력,2000.8,1,소수력,강원 횡성군 갑천면
횡성댐2,KR,소수력,2011.1,0.3,소수력,강원 횡성군 갑천면
고 리 #2,KR,PWR,1983.7,650,농축U,부산 기장군 장안읍 고리
고 리 #3,KR,PWR,1985.9,950,농축U,부산 기장군 장안읍 고리
고 리 #4,KR,PWR,1986.4,950,농축U,부산 기장군 장안읍 고리
신고리#1,KR,PWR,2011.2,1000,농축U,울산 울주군 서생면 신암리
신고리#2,KR,PWR,2012.7,1000,농축U,울산 울주군 서생면 신암리
신고리#3,KR,PWR,2016.12,1400,농축U,울산 울주군 서생면 신암리
신고리#4,KR,PWR,2019.8,1400,농축U,울산 울주군 서생면 신암리
신월성#1,KR,PWR,2012.7,1000,농축U,경북 경주시 양남면 나아리
신월성#2,KR,PWR,2015.7,1000,농축U,경북 경주시 양남면 나아리
신한울 #1,KR,PWR,2022.12,1400,농축U,경북 울진군 북면 울진북로
월 성 #2,KR,PHWR,1997.7,700,천연U,경북 경주시 양남면 나아리
월 성 #3,KR,PHWR,1998.7,700,천연U,경북 경주시 양남면 나아리
월 성 #4,KR,PHWR,1999.1,700,천연U,경북 경주시 양남면 나아리
한 빛 #1,KR,PWR,1986.8,950,농축U,전남 영광군 홍농읍 계마리
한 빛 #2,KR,PWR,1987.6,950,농축U,전남 영광군 홍농읍 계마리
한 빛 #3,KR,PWR,1995.3,1000,농축U,전남 영광군 홍농읍 계마리
한 빛 #4,KR,PWR,1996.1,1000,농축U,전남 영광군 홍농읍 계마리
한 빛 #5,KR,PWR,2002.5,1000,농축U,전남 영광군 홍농읍 계마리
한 빛 #6,KR,PWR,2002.12,1000,농축U,전남 영광군 홍농읍 계마리
한 울 #1,KR,PWR,1988.9,950,농축U,경북 울진군 북면 부구리
한 울 #2,KR,PWR,1989.9,950,농축U,경북 울진군 북면 부구리
한 울 #3,KR,PWR,1998.8,1000,농축U,경북 울진군 북면 부구리
한 울 #4,KR,PWR,1999.12,1000,농축U,경북 울진군 북면 부구리
한 울 #5,KR,PWR,2004.7,1000,농축U,경북 울진군 북면 부구리
한 울 #6,KR,PWR,2005.4,1000,농축U,경북 울진군 북면 부구리
SGC에너지#1,KR,열병합,2008.1,54.529,역청탄,전북 군산시 소룡동
SGC에너지#2,KR,열병합,2009.11,30.54,역청탄,전북 군산시 소룡동
SGC에너지#3,KR,열병합,2014.1,60,기타,전북 군산시 소룡동
SGC에너지#4,KR,열병합,2016.4,250,유연탄,전북 군산시 소룡동
SGC에너지#5,KR,열병합,2017.4,28.5,유연탄,전북 군산시 소룡동
광교열병합,KR,열병합,2012.11,102.588,LNG,경기 수원시 이의동
광교열병합,KR,열병합,2012.11,42.2,LNG,경기 수원시 이의동
구미열병합,KR,열병합,1991.11,97.1,유연탄,경북 구미시 공단 2동
금호여수열병합,KR,열병합,2009.4,119.13,유연탄,전남 여수시 화치동
금호여수열병합,KR,열병합,2016.2,144.97,유연탄,전남 여수시 화치동
김천열병합,KR,열병합,2013.4,59,유연탄,경북 김천시 응명동
김포열병합GT,KR,열병합,2023.07,229.62,LNG,경기 김포시 양촌읍
김포열병합ST,KR,열병합,2023.07,120.84,LNG,경기 김포시 양촌읍
내포그린열병합 GT,KR,열병합,2023.05,329,LNG,충남 예산군 삽교읍
내포그린열병합 ST,KR,열병합,2023.05,166,LNG,충남 예산군 삽교읍
노원열병합,KR,열병합,1994.12,37,LNG,서울 노원구 상계동
논현열병합,KR,열병합,2007.1,24,LNG,인천 남동구 고잔동
대구그린파워,KR,열병합,2014.12,239.9,LNG,대구 동구 율암동
대구그린파워,KR,열병합,2014.12,130.8,LNG,대구 동구 율암동
대구열병합,KR,열병합,1997.3,43.5,중유,대구 달서구 대천동
대구염색,KR,열병합,2004.2,72.9,유연탄,대구 서구 평리동
대전서남부,KR,열병합,2011.1,48.3,LNG,대전 유성구 원신흥동
대전열병합,KR,열병합,1997.7,88,중유,대전 대덕구 신일동
데이원열병합,KR,열병합,2013.3,48.4,유연탄,전남 여수시 중흥동
동탄열병합 #1 GT,KR,열병합,2017.11,246.47,LNG,경기 화성시 동탄기흥로
동탄열병합 #1 ST,KR,열병합,2017.11,131.91,LNG,경기 화성시 동탄기흥로
동탄열병합 #2 GT,KR,열병합,2017.12,246.47,LNG,경기 화성시 동탄기흥로
동탄열병합 #2 ST,KR,열병합,2017.12,131.91,LNG,경기 화성시 동탄기흥로
명품오산열병합,KR,열병합,2016.2,289.3,LNG,경기 오산시 누읍동
명품오산열병합,KR,열병합,2016.2,146.8,LNG,경기 오산시 누읍동
목동열병합,KR,열병합,1987.12,21,LNG,서울 양천구 목동
무림파워텍열병합,KR,열병합,1999.4,26.3,중유,경남 진주시 상대동
반원열병합,KR,열병합,1990.8,76.955,유연탄,경기 안산시 초지동
별내열병합,KR,열병합,2013.7,80.06,LNG,경기 남양주시 별내동
별내열병합,KR,열병합,2013.7,35.35,LNG,경기 남양주시 별내동
부산염색,KR,열병합,1993.2,19,유연탄,부산 사하구 신평동
부천 GT,KR,열병합,1993.1,200,LNG,경기 부천시 삼정동
부천 GT,KR,열병합,1993.2,100,LNG,경기 부천시 삼정동
부천 ST,KR,열병합,1993.11,150,LNG,경기 부천시 삼정동
상공에너지열병합,KR,열병합,2012.3,9.8,유연탄,전북 익산시 용제동
새만금열병합,KR,열병합,2015.1,151.5,유연탄,전북 군산시 오식도동
새만금열병합,KR,열병합,2015.11,151.5,유연탄,전북 군산시 오식도동
세종천연가스,KR,열병합,2013.11,334.208,LNG,세종시 가람동
세종천연가스,KR,열병합,2013.11,196.233,LNG,세종시 가람동
송도복합,KR,열병합,2010.4,134.9,LNG,인천 연수구 송도동
송도복합,KR,열병합,2010.4,52.4,LNG,인천 연수구 송도동
수완에너지,KR,열병합,2010.4,80.066,LNG,광주 광산구 수완동
수완에너지,KR,열병합,2010.4,35.18,LNG,광주 광산구 수완동
수원열병합,KR,열병합,1997.12,43.2,중유,경기 수원시 팔달구 영통동
신정열병합,KR,열병합,2011.8,6,LNG,서울 양천구 신월동
아산배방열병합,KR,열병합,2011.1,79.3,LNG,충남 아산시 배방읍
아산배방열병합,KR,열병합,2011.1,22.4,LNG,충남 아산시 배방읍
안산열병합,KR,열병합,2001.7,60,LNG,경기 안산시 초지동
안양 GT,KR,열병합,1992.6,300,LNG,경기 안양시 관양동
안양 ST,KR,열병합,1993.9,150,LNG,경기 안양시 관양동
안양열병합#2-1 GT,KR,열병합,2018.5,320.72,LNG,경기 안양시 평촌동
안양열병합#2-1 ST,KR,열병합,2018.5,160.97,LNG,경기 안양시 평촌동
양산열병합GT,KR,열병합,2023.08,78.012,LNG,경남 양산시 동면
양산열병합ST,KR,열병합,2023.08,40.96,LNG,경남 양산시 동면
양주열병합,KR,열병합,2014.4,330,LNG,경기 양주시 옥정동
양주열병합,KR,열병합,2014.4,194.3,LNG,경기 양주시 옥정동
위례열병합,KR,열병합,2017.4,270.4,LNG,경기 하남시 위례대로4길
위례열병합,KR,열병합,2017.4,142.2,LNG,경기 하남시 위례대로4길
인천공항,KR,열병합,2001.3,94,LNG,인천 중구 운서동
인천공항,KR,열병합,2001.3,33,LNG,인천 중구 운서동
전북집단에너지,KR,열병합,1992.4,19,유연탄,전북 익산시 신흥동
청주열병합,KR,열병합,2000.1,58.3,중유,충북 청주시 흥덕구 죽림동
춘천열병합,KR,열병합,2017.5,287.8,LNG,강원 춘천시 동산면
춘천열병합,KR,열병합,2017.5,143.4,LNG,강원 춘천시 동산면
파주열병합,KR,열병합,2011.1,326.8,LNG,경기 파주시 교하읍
파주열병합,KR,열병합,2011.1,188.7,LNG,경기 파주시 교하읍
판교열병합,KR,열병합,2010.1,77.863,LNG,경기 성남시 판교동
판교열병합,KR,열병합,2010.1,68.451,LNG,경기 성남시 판교동
포천그린에너지,KR,열병합,2018.5,169.9,유연탄,경기 포천시 신북면
하남열병합,KR,열병합,2015.1,240.75,LNG,경기 하남시 풍산동
하남열병합,KR,열병합,2015.1,123.061,LNG,경기 하남시 풍산동
화성복합,KR,열병합,2007.11,321.6,LNG,경기 화성시 동탄면
화성복합,KR,열병합,2007.11,190.2,LNG,경기 화성시 동탄면
