name,bus,type,build_year,p_nom,carrier,address,province,capital_cost,company,membership,market,control,cc_group,x,y
동해#1,KR,ST,1998,200,anthracite,강원 동해시 구호동,강원특별자치도,1409448000,동서발전㈜,정회원,시장,중앙,,129.14624,37.48473
동해#2,KR,ST,1999,200,anthracite,강원 동해시 구호동,강원특별자치도,1409448000,동서발전㈜,정회원,시장,중앙,,129.14624,37.48473
보령#1,KR,ST,1983,500,bituminous,충남 보령군 오천면,충청남도,690824000,중부발전㈜,정회원,시장,중앙,,126.5233283,36.4371305
보령#2,KR,ST,1984,500,bituminous,충남 보령군 오천면,충청남도,690824000,중부발전㈜,정회원,시장,중앙,,126.5233283,36.4371305
보령#3,KR,ST,1993,500,bituminous,충남 보령군 오천면,충청남도,764584000,중부발전㈜,정회원,시장,중앙,,126.5233283,36.4371305
보령#4,KR,ST,1993,500,bituminous,충남 보령군 오천면,충청남도,764584000,중부발전㈜,정회원,시장,중앙,,126.5233283,36.4371305
보령#5,KR,ST,1993,500,bituminous,충남 보령군 오천면,충청남도,690824000,중부발전㈜,정회원,시장,중앙,,126.5233283,36.4371305
보령#6,KR,ST,1994,500,bituminous,충남 보령군 오천면,충청남도,690824000,중부발전㈜,정회원,시장,중앙,,126.5233283,36.4371305
보령#7,KR,ST,2008,500,bituminous,충남 보령군 오천면,충청남도,1265000000,중부발전㈜,정회원,시장,중앙,,126.5233283,36.4371305
보령#8,KR,ST,2008,500,bituminous,충남 보령군 오천면,충청남도,1265000000,중부발전㈜,정회원,시장,중앙,,126.5233283,36.4371305
북평#1,KR,ST,2017,595,bituminous,강원 동해시 공단4로,강원특별자치도,1328826000,㈜GS 동해전력,정회원,시장,중앙,,129.1379144,37.4836223
북평#2,KR,ST,2017,595,bituminous,강원 동해시 공단4로,강원특별자치도,1328826000,㈜GS 동해전력,정회원,시장,중앙,,129.1379144,37.4836223
삼척그린파워 #1,KR,ST,2016,1022,bituminous,강원 삼척시 원덕읍,강원특별자치도,1951115000,남부발전㈜,정회원,시장,중앙,,129.30085,37.18692
삼척그린파워 #2,KR,ST,2017,1022,bituminous,강원 삼척시 원덕읍,강원특별자치도,1951115000,남부발전㈜,정회원,시장,중앙,,129.30085,37.18692
삼천포#1,KR,ST,1983,560,bituminous,경남 고성군 하이면 덕호리,경상남도,690824000,남동발전㈜,정회원,시장,중앙,,128.14274,34.93837
삼천포#2,KR,ST,1984,560,bituminous,경남 고성군 하이면 덕호리,경상남도,690824000,남동발전㈜,정회원,시장,중앙,,128.14274,34.93837
삼천포#3,KR,ST,1993,560,bituminous,경남 고성군 하이면 덕호리,경상남도,629660000,남동발전㈜,정회원,시장,중앙,,128.14274,34.93837
삼천포#4,KR,ST,1994,560,bituminous,경남 고성군 하이면 덕호리,경상남도,629660000,남동발전㈜,정회원,시장,중앙,,128.14274,34.93837
삼천포#5,KR,ST,1997,500,bituminous,경남 고성군 하이면 덕호리,경상남도,818230000,남동발전㈜,정회원,시장,중앙,,128.14274,34.93837
삼천포#6,KR,ST,1998,500,bituminous,경남 고성군 하이면 덕호리,경상남도,818230000,남동발전㈜,정회원,시장,중앙,,128.14274,34.93837
신보령#1,KR,ST,2017,1019.029,bituminous,충남 보령시 오천면,충청남도,1462552000,중부발전㈜,정회원,시장,중앙,,126.5233283,36.4371305
신보령#2,KR,ST,2017,1019.029,bituminous,충남 보령시 오천면,충청남도,1462552000,중부발전㈜,정회원,시장,중앙,,126.5233283,36.4371305
여수#1,KR,ST,2016,340,bituminous,전남 여수시 증흥동,전라남도,1265000000,남동발전㈜,정회원,시장,중앙,,127.7404743,34.7408602
여수#2,KR,ST,1977,328.6,bituminous,전남 여수시 증흥동,전라남도,83681000,남동발전㈜,정회원,시장,중앙,,127.7404743,34.7408602
영동#2,KR,renewable,1979,200,bio,강원 강릉시 강동면,강원특별자치도,313228000,남동발전㈜,정회원,시장,중앙,,129.0057235,37.7169009
영흥#1,KR,ST,2004,800,bituminous,인천 옹진군 영흥면,인천광역시,1124124000,남동발전㈜,정회원,시장,중앙,,126.4857437,37.238814
영흥#2,KR,ST,2004,800,bituminous,인천 옹진군 영흥면,인천광역시,1124124000,남동발전㈜,정회원,시장,중앙,,126.4857437,37.238814
영흥#3,KR,ST,2008,870,bituminous,인천 옹진군 영흥면,인천광역시,895196000,남동발전㈜,정회원,시장,중앙,,126.4857437,37.238814
영흥#4,KR,ST,2008,870,bituminous,인천 옹진군 영흥면,인천광역시,895196000,남동발전㈜,정회원,시장,중앙,,126.4857437,37.238814
영흥#5,KR,ST,2014,870,bituminous,인천 옹진군 영흥면,인천광역시,1443441000,남동발전㈜,정회원,시장,중앙,,126.4857437,37.238814
영흥#6,KR,ST,2014,870,bituminous,인천 옹진군 영흥면,인천광역시,1443441000,남동발전㈜,정회원,시장,중앙,,126.4857437,37.238814
울산#4,KR,ST,1980,400,heavy oil,울산 남구 남화동,울산광역시,244659000,동서발전㈜,정회원,시장,중앙,,129.3816502,35.4769154
울산#5,KR,ST,1980,400,heavy oil,울산 남구 남화동,울산광역시,244659000,동서발전㈜,정회원,시장,중앙,,129.3816502,35.4769154
울산#6,KR,ST,1981,400,heavy oil,울산 남구 남화동,울산광역시,244659000,동서발전㈜,정회원,시장,중앙,,129.3816502,35.4769154
제주#2,KR,renewable,2000,75,bio,제주 제주시 삼양동,제주특별자치도,1469000000,중부발전㈜,정회원,시장,중앙,,126.5946879,33.5344762
제주#3,KR,renewable,2000,75,bio,제주 제주시 삼양동,제주특별자치도,1469000000,중부발전㈜,정회원,시장,중앙,,126.5946879,33.5344762
태안#1,KR,ST,1995,500,bituminous,충남 태안군 원북면 방갈리,충청남도,1175477000,서부발전㈜,정회원,시장,중앙,,126.23819,36.8263
태안#10,KR,ST,2017,1050,bituminous,충남 태안군 원북면 방갈리,충청남도,1392652000,서부발전㈜,정회원,시장,중앙,,126.23819,36.8263
태안#2,KR,ST,1995,500,bituminous,충남 태안군 원북면 방갈리,충청남도,1175477000,서부발전㈜,정회원,시장,중앙,,126.23819,36.8263
태안#3,KR,ST,1997,500,bituminous,충남 태안군 원북면 방갈리,충청남도,693424000,서부발전㈜,정회원,시장,중앙,,126.23819,36.8263
태안#4,KR,ST,1997,500,bituminous,충남 태안군 원북면 방갈리,충청남도,693424000,서부발전㈜,정회원,시장,중앙,,126.23819,36.8263
태안#5,KR,ST,2001,500,bituminous,충남 태안군 원북면 방갈리,충청남도,820900000,서부발전㈜,정회원,시장,중앙,,126.23819,36.8263
태안#6,KR,ST,2002,500,bituminous,충남 태안군 원북면 방갈리,충청남도,820900000,서부발전㈜,정회원,시장,중앙,,126.23819,36.8263
태안#7,KR,ST,2007,500,bituminous,충남 태안군 원북면 방갈리,충청남도,905729000,서부발전㈜,정회원,시장,중앙,,126.23819,36.8263
태안#8,KR,ST,2007,500,bituminous,충남 태안군 원북면 방갈리,충청남도,905729000,서부발전㈜,정회원,시장,중앙,,126.23819,36.8263
태안#9,KR,ST,2016,1050,bituminous,충남 태안군 원북면 방갈리,충청남도,1392652000,서부발전㈜,정회원,시장,중앙,,126.23819,36.8263
평택#1,KR,ST,1980,350,LNG,경기 평택시 포승면,경기도,185747000,서부발전㈜,정회원,시장,중앙,,126.9297383,36.9867468
평택#2,KR,ST,1980,350,LNG,경기 평택시 포승면,경기도,185747000,서부발전㈜,정회원,시장,중앙,,126.9297383,36.9867468
평택#3,KR,ST,1983,350,LNG,경기 평택시 포승면,경기도,244659000,서부발전㈜,정회원,시장,중앙,,126.9297383,36.9867468
평택#4,KR,ST,1983,350,LNG,경기 평택시 포승면,경기도,244659000,서부발전㈜,정회원,시장,중앙,,126.9297383,36.9867468
하동#1,KR,ST,1997,500,bituminous,경남 하동군 금성면,경상남도,991424000,남부발전㈜,정회원,시장,중앙,,127.79293,34.96354
하동#2,KR,ST,1997,500,bituminous,경남 하동군 금성면,경상남도,991424000,남부발전㈜,정회원,시장,중앙,,127.79293,34.96354
하동#3,KR,ST,1998,500,bituminous,경남 하동군 금성면,경상남도,883069000,남부발전㈜,정회원,시장,중앙,,127.79293,34.96354
하동#4,KR,ST,1999,500,bituminous,경남 하동군 금성면,경상남도,883069000,남부발전㈜,정회원,시장,중앙,,127.79293,34.96354
하동#5,KR,ST,2000,500,bituminous,경남 하동군 금성면,경상남도,994264000,남부발전㈜,정회원,시장,중앙,,127.79293,34.96354
하동#6,KR,ST,2001,500,bituminous,경남 하동군 금성면,경상남도,994264000,남부발전㈜,정회원,시장,중앙,,127.79293,34.96354
하동#7,KR,ST,2008,500,bituminous,경남 하동군 금성면,경상남도,1130857000,남부발전㈜,정회원,시장,중앙,,127.79293,34.96354
하동#8,KR,ST,2009,500,bituminous,경남 하동군 금성면,경상남도,962841000,남부발전㈜,정회원,시장,중앙,,127.79293,34.96354
호남#1,KR,ST,1973,250,bituminous,전남 여수시 월내동,전라남도,83681000,동서발전㈜,정회원,시장,중앙,,127.7281086,34.8481132
호남#2,KR,ST,1973,250,bituminous,전남 여수시 월내동,전라남도,83681000,동서발전㈜,정회원,시장,중앙,,127.7281086,34.8481132
가거도_1,KR,ICE,2004,0.3,diesel,전남 신안군 흑산면 가거도리,전라남도,957880000,한국전력,비회원,시장외,비중앙,,125.1092017,34.0773856
가거도_2,KR,ICE,2009,0.75,diesel,전남 신안군 흑산면 가거도리,전라남도,957880000,한국전력,비회원,시장외,비중앙,,125.1092017,34.0773856
가의도,KR,ICE,1996,0.24,diesel,충남 태안군 근흥면 가의도리,충청남도,1762192500,한국전력,비회원,시장외,비중앙,,126.157995,36.695903
가파도,KR,ICE,1993,0.45,diesel,제주 서귀포시 대정읍 가파리,제주특별자치도,1762192500,한국전력,비회원,시장외,비중앙,,126.27136,33.16974
개야도_1,KR,ICE,1994,0.5,diesel,전북 군산시 옥도면 개야도리,전북특별자치도,1762192500,한국전력,비회원,시장외,비중앙,,126.3756888,35.8512954
개야도_2,KR,ICE,2006,1,diesel,전북 군산시 옥도면 개야도리,전북특별자치도,957880000,한국전력,비회원,시장외,비중앙,,126.3756888,35.8512954
거문도_1,KR,ICE,1989,2,diesel,전남 여수시 삼산면 덕촌리,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,127.30342,34.10847
거문도_2,KR,ICE,1997,0.5,diesel,전남 여수시 삼산면 덕촌리,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,127.30342,34.10847
거문도_3,KR,ICE,2005,2,diesel,전남 여수시 삼산면 덕촌리,전라남도,957880000,한국전력,비회원,시장외,비중앙,,127.30342,34.10847
고대도_1,KR,ICE,1996,0.1,diesel,충남 보령시 오천면,충청남도,1762192500,한국전력,비회원,시장외,비중앙,,126.5233283,36.4371305
고대도_2,KR,ICE,1996,0.3,diesel,충남 보령시 오천면,충청남도,1762192500,한국전력,비회원,시장외,비중앙,,126.5233283,36.4371305
구자도,KR,ICE,2007,0.24,diesel,전남 진도군 의신면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.29235,34.41918
낙월도,KR,ICE,1994,0.75,diesel,전남 영광군 낙월면,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,126.0363954,35.3412759
녹도_1,KR,ICE,1996,0.16,diesel,충남 보령시 오천면,충청남도,1762192500,한국전력,비회원,시장외,비중앙,,126.5233283,36.4371305
녹도_2,KR,ICE,2011,0.1,diesel,충남 보령시 오천면,충청남도,957880000,한국전력,비회원,시장외,비중앙,,126.5233283,36.4371305
대청도_1,KR,ICE,1995,0.45,diesel,인천 옹진군 대청면 대청리,인천광역시,1762192500,한국전력,비회원,시장외,비중앙,,124.7056326,37.8081472
대청도_2,KR,ICE,2006,0.5,diesel,인천 옹진군 대청면 대청리,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,124.7056326,37.8081472
대청도_3,KR,ICE,2011,2.6,diesel,인천 옹진군 대청면 대청리,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,124.7056326,37.8081472
덕우도_1,KR,ICE,1996,0.24,diesel,전남 완도군 생일면 봉선리,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,126.97782,34.32112
덕우도_2,KR,ICE,2000,0.15,diesel,전남 완도군 생일면 봉선리,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,126.97782,34.32112
덕적도_1,KR,ICE,1989,0.9,diesel,인천 옹진군 덕적면,인천광역시,1762192500,한국전력,비회원,시장외,비중앙,,126.1155044,37.2317714
덕적도_2,KR,ICE,1997,0.5,diesel,인천 옹진군 덕적면,인천광역시,1762192500,한국전력,비회원,시장외,비중앙,,126.1155044,37.2317714
덕적도_3,KR,ICE,2001,0.5,diesel,인천 옹진군 덕적면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,126.1155044,37.2317714
덕적도_4,KR,ICE,2005,1,diesel,인천 옹진군 덕적면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,126.1155044,37.2317714
독거도_1,KR,ICE,2004,0.08,diesel,전남 진도군 조도면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.00724,34.30912
독거도_2,KR,ICE,2010,0.08,diesel,전남 진도군 조도면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.00724,34.30912
득량도,KR,ICE,1994,0.3,diesel,전남 고흥군 도양읍,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,127.15006,34.53301
마라도_1,KR,ICE,2011,0.3,diesel,제주 서귀포시 대정읍,제주특별자치도,957880000,한국전력,비회원,시장외,비중앙,,126.2840841,33.28837
마라도_2,KR,ICE,2011,0.2,diesel,제주 서귀포시 대정읍,제주특별자치도,957880000,한국전력,비회원,시장외,비중앙,,126.2840841,33.28837
마라도_3,KR,ICE,2013,0.2,diesel,제주 서귀포시 대정읍,제주특별자치도,957880000,한국전력,비회원,시장외,비중앙,,126.2840841,33.28837
매물도,KR,ICE,1994,0.45,diesel,경남 통영시 한산면,경상남도,1762192500,한국전력,비회원,시장외,비중앙,,128.4918,34.76342
문갑도,KR,ICE,2004,0.24,diesel,인천 옹진군 덕적면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,126.1155044,37.2317714
백령도_1,KR,ICE,1999,4.5,diesel,인천시 옹진군 백령면,인천광역시,1762192500,한국전력,비회원,시장외,비중앙,,124.6798095,37.9486074
백령도_2,KR,ICE,2001,1.5,diesel,인천시 옹진군 백령면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,124.6798095,37.9486074
백령도_3,KR,ICE,2003,3,diesel,인천시 옹진군 백령면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,124.6798095,37.9486074
백령도_4,KR,ICE,2013,6,diesel,인천시 옹진군 백령면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,124.6798095,37.9486074
비안도,KR,ICE,1994,0.45,diesel,전북 군산시 옥도면 비안도리,전북특별자치도,1762192500,한국전력,비회원,시장외,비중앙,,126.3756888,35.8512954
비양도,KR,ICE,1996,0.24,diesel,제주 제주시 한림읍 협재리,제주특별자치도,1762192500,한국전력,비회원,시장외,비중앙,,126.242134,33.3955999
삽시도_1,KR,ICE,1993,1,diesel,충남 보령시 오천면 삽시도리,충청남도,1762192500,한국전력,비회원,시장외,비중앙,,126.5233283,36.4371305
삽시도_2,KR,ICE,2006,0.6,diesel,충남 보령시 오천면 삽시도리,충청남도,957880000,한국전력,비회원,시장외,비중앙,,126.5233283,36.4371305
상화도_1,KR,ICE,2006,0.08,diesel,전남 여수시 화정면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,127.60127,34.61616
상화도_2,KR,ICE,2006,0.08,diesel,전남 여수시 화정면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,127.60127,34.61616
상화도_3,KR,ICE,2008,0.08,diesel,전남 여수시 화정면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,127.60127,34.61616
성남도_1,KR,ICE,2004,0.08,diesel,전남 진도군 조도면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.00724,34.30912
성남도_2,KR,ICE,2010,0.08,diesel,전남 진도군 조도면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.00724,34.30912
소연평도_1,KR,ICE,2002,0.5,diesel,인천 옹진군 연평면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,125.7075689,37.6112258
소연평도_2,KR,ICE,2002,0.1,diesel,인천 옹진군 연평면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,125.7075689,37.6112258
소청도,KR,ICE,1995,2.4,diesel,인천 옹진군 대청면 소청리,인천광역시,1762192500,한국전력,비회원,시장외,비중앙,,124.7056326,37.8081472
손죽도,KR,ICE,1994,0.3,diesel,전남 여수시 삼산면,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,127.30342,34.10847
송이도_1,KR,ICE,1996,0.2,diesel,전남 영광군 낙월면,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,126.0363954,35.3412759
송이도_2,KR,ICE,2011,0.1,diesel,전남 영광군 낙월면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.0363954,35.3412759
수우도_1,KR,ICE,1996,0.08,diesel,경남 통영시 사량면,경상남도,1762192500,한국전력,비회원,시장외,비중앙,,128.21199,34.83009
수우도_2,KR,ICE,2008,0.08,diesel,경남 통영시 사량면,경상남도,957880000,한국전력,비회원,시장외,비중앙,,128.21199,34.83009
슬도,KR,ICE,2006,0.24,diesel,전남 진도군 조도면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.00724,34.30912
승봉도_1,KR,ICE,1994,0.45,diesel,인천 옹진군 자월면,인천광역시,1762192500,한국전력,비회원,시장외,비중앙,,126.3084438,37.2504608
승봉도_2,KR,ICE,2004,0.5,diesel,인천 옹진군 자월면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,126.3084438,37.2504608
승봉도_3,KR,ICE,2008,1,diesel,인천 옹진군 자월면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,126.3084438,37.2504608
시산도,KR,ICE,1994,0.75,diesel,전남 고흥군 도양읍,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,127.15006,34.53301
어룡도,KR,ICE,2006,0.24,diesel,전남 완도군 노화읍,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.56208,34.2007
어의도_1,KR,ICE,1996,0.08,diesel,경남 통영시 용남면,경상남도,1762192500,한국전력,비회원,시장외,비중앙,,128.45669,34.89348
어의도_2,KR,ICE,1996,0.08,diesel,경남 통영시 용남면,경상남도,1762192500,한국전력,비회원,시장외,비중앙,,128.45669,34.89348
어청도_1,KR,ICE,1994,0.3,diesel,전북 군산시 옥도면 어청도리,전북특별자치도,1762192500,한국전력,비회원,시장외,비중앙,,126.3756888,35.8512954
어청도_2,KR,ICE,2007,0.6,diesel,전북 군산시 옥도면 어청도리,전북특별자치도,957880000,한국전력,비회원,시장외,비중앙,,126.3756888,35.8512954
어청도_3,KR,ICE,2012,0.5,diesel,전북 군산시 옥도면 어청도리,전북특별자치도,957880000,한국전력,비회원,시장외,비중앙,,126.3756888,35.8512954
여서도,KR,ICE,1996,0.24,diesel,전남 완도군 청산면 여서리,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,126.8569056,34.1810289
여자도,KR,ICE,1994,0.45,diesel,전남 여수시 화정면,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,127.60127,34.61616
연도_1,KR,ICE,1996,0.16,diesel,전북 군산시 옥도면 연도리,전북특별자치도,1762192500,한국전력,비회원,시장외,비중앙,,126.3756888,35.8512954
연도_2,KR,ICE,2011,0.1,diesel,전북 군산시 옥도면 연도리,전북특별자치도,957880000,한국전력,비회원,시장외,비중앙,,126.3756888,35.8512954
연평도_1,KR,ICE,2005,2,diesel,인천 옹진군 연평면 연평리,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,125.7075689,37.6112258
연평도_2,KR,ICE,2011,5.7,diesel,인천 옹진군 연평면 연평리,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,125.7075689,37.6112258
영산도,KR,ICE,2015,0.24,diesel,전남 신안군 흑산면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,125.42259,34.69409
왕등도,KR,ICE,2006,0.24,diesel,전북 부안군 위도면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.253046,35.6064846
외도_1,KR,ICE,2015,0.16,diesel,충남 태안군 안면읍,충청남도,957880000,한국전력,비회원,시장외,비중앙,,126.3378204,36.4985609
외도_2,KR,ICE,2015,0.06,diesel,충남 태안군 안면읍,충청남도,957880000,한국전력,비회원,시장외,비중앙,,126.3378204,36.4985609
외연도_1,KR,ICE,1994,0.45,diesel,충남 보령시 오천면 외연도리,충청남도,1762192500,한국전력,비회원,시장외,비중앙,,126.5233283,36.4371305
외연도_2,KR,ICE,2004,0.3,diesel,충남 보령시 오천면 외연도리,충청남도,957880000,한국전력,비회원,시장외,비중앙,,126.5233283,36.4371305
울도,KR,ICE,2003,0.24,diesel,인천 옹진군 덕적면,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,126.1155044,37.2317714
울릉도_1,KR,ICE,1986,2,diesel,경북 울릉군 울릉읍 서면,경상북도,1762192500,한국전력,비회원,시장외,비중앙,,130.8985801,37.4913819
울릉도_2,KR,ICE,1996,3,diesel,경북 울릉군 울릉읍 서면,경상북도,1762192500,한국전력,비회원,시장외,비중앙,,130.8985801,37.4913819
울릉도_3,KR,ICE,2002,1.5,diesel,경북 울릉군 울릉읍 서면,경상북도,634665000,한국전력,비회원,시장외,비중앙,,130.8985801,37.4913819
울릉도_4,KR,ICE,2007,6,diesel,경북 울릉군 울릉읍 서면,경상북도,957880000,한국전력,비회원,시장외,비중앙,,130.8985801,37.4913819
울릉도_5,KR,ICE,2011,6,diesel,경북 울릉군 울릉읍 서면,경상북도,957880000,한국전력,비회원,시장외,비중앙,,130.8985801,37.4913819
위도_1,KR,ICE,1993,1.35,diesel,전북 부안군 위도면 진리,전북특별자치도,1762192500,한국전력,비회원,시장외,비중앙,,126.253046,35.6064846
위도_2,KR,ICE,2002,0.5,diesel,전북 부안군 위도면 진리,전북특별자치도,2889720000,한국전력,비회원,시장외,비중앙,,126.253046,35.6064846
위도_3,KR,ICE,2003,1,diesel,전북 부안군 위도면 진리,전북특별자치도,957880000,한국전력,비회원,시장외,비중앙,,126.253046,35.6064846
자월도_1,KR,ICE,1993,0.15,diesel,인천 옹진군 자월면 자월리,인천광역시,1762192500,한국전력,비회원,시장외,비중앙,,126.3084438,37.2504608
자월도_2,KR,ICE,2004,1.5,diesel,인천 옹진군 자월면 자월리,인천광역시,957880000,한국전력,비회원,시장외,비중앙,,126.3084438,37.2504608
장고도,KR,ICE,1996,0.45,diesel,충남 보령시 오천면,충청남도,1762192500,한국전력,비회원,시장외,비중앙,,126.5233283,36.4371305
"제주GT#1,2",KR,ICE,1977,110,diesel,제주 제주시 삼양동,제주특별자치도,1762192500,한국전력,비회원,시장외,비중앙,,126.5946879,33.5344762
제주GT#3,KR,ICE,1977,55,diesel,제주 제주시 삼양동,제주특별자치도,1762192500,중부발전㈜,정회원,시장,중앙,,126.5946879,33.5344762
제주내연#1,KR,ICE,2005,40,heavy oil,제주 제주시 삼양동,제주특별자치도,1574736000,중부발전㈜,정회원,시장,중앙,,126.5946879,33.5344762
제주내연#2,KR,ICE,2009,40,heavy oil,제주 제주시 삼양동,제주특별자치도,2241737000,중부발전㈜,정회원,시장,중앙,,126.5946879,33.5344762
조도_1,KR,ICE,1996,1,diesel,전남 진도군 조도면,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,126.00724,34.30912
조도_2,KR,ICE,2008,1.6,diesel,전남 진도군 조도면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.00724,34.30912
조도_3,KR,ICE,2016,0.8,diesel,전남 진도군 조도면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,126.00724,34.30912
초도,KR,ICE,1992,0.75,diesel,전남 여수시 삼산면,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,127.30342,34.10847
추도,KR,ICE,1994,0.24,diesel,경남 통영시 산양읍,경상남도,1762192500,한국전력,비회원,시장외,비중앙,,128.38818,34.78237
추자도_1,KR,ICE,1995,0.5,diesel,제주 제주시 추자면,제주특별자치도,1762192500,한국전력,비회원,시장외,비중앙,,126.3017958,33.953519
추자도_2,KR,ICE,1999,0.5,diesel,제주 제주시 추자면,제주특별자치도,1762192500,한국전력,비회원,시장외,비중앙,,126.3017958,33.953519
추자도_3,KR,ICE,1999,0.5,diesel,제주 제주시 추자면,제주특별자치도,1762192500,한국전력,비회원,시장외,비중앙,,126.3017958,33.953519
추자도_4,KR,ICE,2007,2,diesel,제주 제주시 추자면,제주특별자치도,957880000,한국전력,비회원,시장외,비중앙,,126.3017958,33.953519
추자도_5,KR,ICE,2012,2,diesel,제주 제주시 추자면,제주특별자치도,957880000,한국전력,비회원,시장외,비중앙,,126.3017958,33.953519
평도,KR,ICE,2005,0.24,diesel,전남 여수시 삼산면,전라남도,957880000,한국전력,비회원,시장외,비중앙,,127.30342,34.10847
풍도,KR,ICE,1996,0.45,diesel,경기 안산시 단원구 풍도동,경기도,1762192500,한국전력,비회원,시장외,비중앙,,126.8136458,37.325805
호도,KR,ICE,1997,0.6,diesel,충남 보령시 오천면,충청남도,1762192500,한국전력,비회원,시장외,비중앙,,126.5233283,36.4371305
홍도_1,KR,ICE,1993,0.25,diesel,전남 신안군 흑산면 홍도리,전라남도,1762192500,한국전력,비회원,시장외,비중앙,,125.20342,34.69132
홍도_2,KR,ICE,2004,0.5,diesel,전남 신안군 흑산면 홍도리,전라남도,957880000,한국전력,비회원,시장외,비중앙,,125.20342,34.69132
